Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2020-01-11,17:30,Premier League,Matchweek 22,Sat,Away,W,1,0,Tottenham,1.2,1.2,67.0,61023.0,Jordan Henderson,4-3-3,4-4-2,Martin Atkinson,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,13.0,6.0,46.2,0.08,0.17,13.8,4.0,4.0,100.0,0.3,0.3,710.0,832.0,85.3,11916.0,3404.0,1,1.1,2.2,3.0,54.0,11.0,46.0,5.0,18.0,3.0,3.0,25.0,2.0,20.0,12.0,9.0,1.0,4.0,6.0,9.0,2.0,229.0,36.0,23.0,15.0,9.0,8.0,2.0,62.0,62.5
2020-01-19,16:30,Premier League,Matchweek 23,Sun,Home,W,2,0,Manchester Utd,1.9,1.3,53.0,52916.0,Jordan Henderson,4-3-3,3-4-1-2,Craig Pawson,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,16.0,5.0,31.3,0.13,0.4,15.5,4.0,4.0,100.0,0.2,0.2,431.0,566.0,76.1,7885.0,2981.0,2,1.8,1.1,3.0,47.0,14.0,30.0,3.0,28.0,2.0,11.0,27.0,3.0,22.0,11.0,10.0,3.0,7.0,10.0,14.0,1.0,194.0,25.0,19.0,21.0,7.0,7.0,2.0,68.0,57.1
2020-01-23,20:00,Premier League,Matchweek 24,Thu,Away,W,2,1,Wolves,1.1,1.8,53.0,31746.0,Jordan Henderson,4-3-3,3-4-1-2,Michael Oliver,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,13.0,6.0,46.2,0.15,0.33,14.7,3.0,2.0,66.7,1.4,0.4,522.0,628.0,83.1,8356.0,2665.0,2,0.6,0.4,3.0,34.0,8.0,27.0,9.0,12.0,1.0,4.0,22.0,4.0,11.0,6.0,6.0,1.0,10.0,11.0,21.0,0.0,123.0,30.0,15.0,14.0,6.0,11.0,0.0,57.0,36.7
2020-01-26,17:00,FA Cup,Fourth round,Sun,Away,D,2,2,Shrewsbury,,,70.0,9510.0,Dejan Lovren,4-3-3,3-5-2,Simon Hooper,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,14.0,4.0,28.6,0.07,0.25,,4.0,3.0,75.0,,,,,,,,1,,,,,,,,18.0,,,,,,7.0,,,,3.0,,,,,,,,10.0,1.0,,
2020-01-29,19:45,Premier League,Matchweek 18,Wed,Away,W,2,0,West Ham,2.8,0.7,70.0,59959.0,Jordan Henderson,4-3-3,5-4-1,Jonathan Moss,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,12.0,4.0,33.3,0.08,0.25,20.2,4.0,4.0,100.0,0.7,0.7,762.0,873.0,87.3,13109.0,3582.0,1,1.4,1.3,2.0,56.0,9.0,52.0,4.0,20.0,1.0,7.0,24.0,4.0,17.0,9.0,5.0,6.0,9.0,8.0,14.0,2.0,202.0,14.0,16.0,14.0,10.0,6.0,0.0,51.0,44.8
2020-02-01,15:00,Premier League,Matchweek 25,Sat,Home,W,4,0,Southampton,3.2,0.8,62.0,53291.0,Jordan Henderson,4-3-3,4-4-2,Kevin Friend,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,16.0,9.0,56.3,0.25,0.44,15.0,4.0,4.0,100.0,0.3,0.3,433.0,581.0,74.5,7762.0,2850.0,4,3.0,1.4,0.0,34.0,13.0,26.0,6.0,15.0,1.0,6.0,31.0,8.0,14.0,9.0,7.0,3.0,11.0,11.0,24.0,1.0,138.0,18.0,15.0,9.0,12.0,9.0,2.0,49.0,46.9
2020-02-04,19:45,FA Cup,Fourth round,Tue,Home,W,1,0,Shrewsbury,,,58.0,52399.0,Curtis Jones,4-3-3,4-3-3,Andy Madley,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,12.0,4.0,33.3,0.0,0.0,,0.0,0.0,,,,,,,,,0,,,,,,,,31.0,,,,,,0.0,,,,0.0,,,,,,,,1.0,1.0,,
2020-02-15,17:30,Premier League,Matchweek 26,Sat,Away,W,1,0,Norwich City,2.0,0.3,63.0,27110.0,Jordan Henderson,4-3-3,4-2-3-1,Stuart Attwell,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,17.0,6.0,35.3,0.06,0.17,16.5,1.0,1.0,100.0,0.0,0.0,556.0,685.0,81.2,9383.0,2691.0,1,1.1,1.2,2.0,60.0,13.0,42.0,10.0,30.0,1.0,7.0,28.0,2.0,16.0,11.0,6.0,6.0,14.0,5.0,8.0,0.0,275.0,30.0,23.0,16.0,6.0,11.0,0.0,66.0,57.1
2020-02-18,21:00,Champions Lg,Round of 16,Tue,Away,L,0,1,es Atlético Madrid,0.5,1.2,71.0,67443.0,Jordan Henderson,4-3-3,4-4-2,Szymon Marciniak,Match Report,Leg 1 of 2,2019-2020,premier_league,9,2019-2020 Liverpool,8.0,0.0,0.0,0.0,,21.0,2.0,1.0,50.0,1.4,0.4,647.0,782.0,82.7,11307.0,3040.0,0,0.5,1.0,2.0,65.0,7.0,50.0,12.0,31.0,0.0,7.0,15.0,0.0,18.0,9.0,3.0,3.0,8.0,10.0,3.0,0.0,242.0,23.0,26.0,24.0,11.0,13.0,1.0,57.0,44.2
2020-02-24,20:00,Premier League,Matchweek 27,Mon,Home,W,3,2,West Ham,2.4,0.7,69.0,53313.0,Virgil van Dijk,4-3-3,4-2-3-1,Jonathan Moss,Match Report,,2019-2020,premier_league,9,2019-2020 Liverpool,25.0,7.0,28.0,0.12,0.43,16.2,4.0,2.0,50.0,0.7,-1.3,565.0,692.0,81.6,9174.0,3008.0,3,1.9,1.6,6.0,51.0,21.0,45.0,4.0,38.0,0.0,16.0,42.0,5.0,23.0,16.0,8.0,8.0,5.0,8.0,22.0,0.0,268.0,32.0,22.0,17.0,8.0,4.0,2.0,67.0,47.9
