Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name
Lucas Barrios,py PAR,FW,31.0,9,3,371.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,2016,brasileirao,24,2016 Palmeiras
Agustín Allione,ar ARG,FW,21.0,7,3,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Vagner,br BRA,GK,26.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Fabrício,br BRA,DF,29.0,6,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
João Pedro,br BRA,DF,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Vinicius Silvestre,br BRA,GK,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Arouca,br BRA,"DF,MF",29.0,2,0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Luan,br BRA,"FW,MF",27.0,2,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Jonatan Cristaldo,ar ARG,FW,26.0,3,0,67.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,Matches,2016,brasileirao,24,2016 Palmeiras
Vitinho,br BRA,MF,17.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Rodrigo,br BRA,MF,21.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Artur,,"FW,MF",17.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Palmeiras
Roger Carvalho,br BRA,DF,29.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Palmeiras
Matheus Iacovelli,br BRA,FW,17.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Palmeiras
Augusto Silva,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Palmeiras
Squad Total,,,27.2,38,418,3420.0,38.0,62.0,43.0,105.0,58.0,4.0,5.0,94.0,0.0,1.63,1.13,2.76,1.53,2.66,,2016,brasileirao,24,2016 Palmeiras
Opponent Total,,,26.8,38,418,3420.0,38.0,31.0,22.0,53.0,29.0,2.0,2.0,120.0,7.0,0.82,0.58,1.39,0.76,1.34,,2016,brasileirao,24,2016 Palmeiras
Renato,br BRA,MF,36.0,38,38,3361.0,37.3,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,2016,brasileirao,24,2016 Santos
Vanderlei,br BRA,GK,31.0,37,37,3318.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Victor Ferraz,br BRA,DF,28.0,37,37,3270.0,36.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,2016,brasileirao,24,2016 Santos
Vitor Bueno,br BRA,MF,21.0,33,32,2545.0,28.3,10.0,3.0,13.0,8.0,2.0,2.0,2.0,0.0,0.35,0.11,0.46,0.28,0.39,Matches,2016,brasileirao,24,2016 Santos
Zeca,br BRA,DF,21.0,31,31,2790.0,31.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2016,brasileirao,24,2016 Santos
Thiago Maia,br BRA,MF,18.0,31,31,2702.0,30.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2016,brasileirao,24,2016 Santos
Luiz Felipe,br BRA,DF,22.0,26,25,2232.0,24.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2016,brasileirao,24,2016 Santos
Gustavo Henrique,br BRA,DF,22.0,24,24,2029.0,22.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.04,0.04,0.09,0.04,0.09,Matches,2016,brasileirao,24,2016 Santos
Lucas Lima,br BRA,MF,25.0,25,23,1962.0,21.8,2.0,4.0,6.0,2.0,0.0,0.0,9.0,1.0,0.09,0.18,0.28,0.09,0.28,Matches,2016,brasileirao,24,2016 Santos
Jonathan Copete,co COL,MF,28.0,25,22,2009.0,22.3,10.0,6.0,16.0,10.0,0.0,0.0,5.0,0.0,0.45,0.27,0.72,0.45,0.72,Matches,2016,brasileirao,24,2016 Santos
Ricardo Oliveira,br BRA,FW,35.0,20,20,1731.0,19.2,11.0,3.0,14.0,8.0,3.0,3.0,5.0,0.0,0.57,0.16,0.73,0.42,0.57,Matches,2016,brasileirao,24,2016 Santos
David Braz,br BRA,DF,28.0,21,19,1773.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Léo Cittadini,br BRA,MF,21.0,16,12,1024.0,11.4,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,2016,brasileirao,24,2016 Santos
Jean Mota,br BRA,MF,22.0,23,10,1077.0,12.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.17,0.42,0.58,0.17,0.58,Matches,2016,brasileirao,24,2016 Santos
Gabriel Barbosa,br BRA,"MF,FW",19.0,11,10,909.0,10.1,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,0.5,0.1,0.59,0.5,0.59,Matches,2016,brasileirao,24,2016 Santos
Rodrigão,br BRA,"FW,MF",22.0,15,9,767.0,8.5,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.35,0.23,0.59,0.35,0.59,Matches,2016,brasileirao,24,2016 Santos
Caju,br BRA,DF,20.0,11,7,665.0,7.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,2016,brasileirao,24,2016 Santos
Diederrick Joel,cm CMR,FW,22.0,16,7,626.0,7.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.29,0.14,0.43,0.14,0.29,Matches,2016,brasileirao,24,2016 Santos
Yuri Oliveira Lima,br BRA,"DF,MF",21.0,22,5,621.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,2016,brasileirao,24,2016 Santos
Paulinho,br BRA,MF,27.0,11,5,543.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,2016,brasileirao,24,2016 Santos
Fabián Noguera,ar ARG,DF,22.0,7,4,305.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,2016,brasileirao,24,2016 Santos
Emiliano Vecchio,ar ARG,MF,27.0,6,3,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Rafael Longuine,br BRA,MF,25.0,6,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Ronaldo Mendes,br BRA,MF,23.0,4,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Serginho,br BRA,FW,20.0,5,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Elano,br BRA,MF,34.0,7,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Daniel Guedes,br BRA,DF,21.0,2,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Vladimir,br BRA,GK,26.0,2,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Matheus Nolasco,br BRA,FW,20.0,4,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Diogo Vitor da Cruz,br BRA,FW,18.0,2,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Lucas Veríssimo,br BRA,DF,20.0,3,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Maxi Rolón,ar ARG,"FW,MF",21.0,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Walterson,br BRA,"FW,MF",21.0,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Lucas Crispim,br BRA,"DF,MF",21.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Fernando Medeiros,br BRA,MF,19.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Arthur,br BRA,"FW,MF",17.0,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Edwin Valencia,co COL,"DF,MF",30.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
Alison,br BRA,MF,22.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Santos
John,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Santos
Leandrinho,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Santos
Marquinhos,br BRA,MF,26.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Santos
Matheus Oliveira Santos,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Santos
João Paulo,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Santos
Squad Total,,,26.1,38,418,3420.0,38.0,57.0,38.0,95.0,51.0,6.0,6.0,80.0,4.0,1.5,1.0,2.5,1.34,2.34,,2016,brasileirao,24,2016 Santos
Opponent Total,,,26.5,38,418,3420.0,38.0,35.0,22.0,57.0,32.0,3.0,4.0,76.0,2.0,0.92,0.58,1.5,0.84,1.42,,2016,brasileirao,24,2016 Santos
Willian Arão,br BRA,MF,23.0,37,36,3229.0,35.9,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,0.11,0.06,0.17,0.11,0.17,Matches,2016,brasileirao,24,2016 Flamengo
Márcio Araújo,br BRA,MF,31.0,36,36,3011.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Alex Muralha,br BRA,GK,26.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Jorge,br BRA,DF,19.0,32,32,2875.0,31.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,2016,brasileirao,24,2016 Flamengo
Réver,br BRA,DF,31.0,29,29,2610.0,29.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,2016,brasileirao,24,2016 Flamengo
Rafael Vaz,br BRA,DF,27.0,29,28,2516.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2016,brasileirao,24,2016 Flamengo
Éverton,br BRA,MF,27.0,30,26,2099.0,23.3,3.0,7.0,10.0,3.0,0.0,0.0,6.0,1.0,0.13,0.3,0.43,0.13,0.43,Matches,2016,brasileirao,24,2016 Flamengo
Pará,br BRA,DF,29.0,27,25,2275.0,25.3,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,2016,brasileirao,24,2016 Flamengo
Paolo Guerrero,pe PER,FW,32.0,21,21,1802.0,20.0,9.0,3.0,12.0,9.0,0.0,0.0,7.0,0.0,0.45,0.15,0.6,0.45,0.6,Matches,2016,brasileirao,24,2016 Flamengo
Alan Patrick,br BRA,MF,24.0,28,18,1664.0,18.5,4.0,4.0,8.0,2.0,2.0,3.0,2.0,0.0,0.22,0.22,0.43,0.11,0.32,Matches,2016,brasileirao,24,2016 Flamengo
Diego,br BRA,MF,30.0,17,17,1459.0,16.2,6.0,3.0,9.0,5.0,1.0,1.0,3.0,0.0,0.37,0.19,0.56,0.31,0.49,Matches,2016,brasileirao,24,2016 Flamengo
Gabriel,br BRA,MF,26.0,22,15,1111.0,12.3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,2016,brasileirao,24,2016 Flamengo
Marcelo Cirino,br BRA,MF,24.0,24,13,1186.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,2016,brasileirao,24,2016 Flamengo
Rodinei,br BRA,DF,24.0,13,13,1151.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Fernandinho,br BRA,MF,30.0,25,10,1149.0,12.8,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,0.23,0.23,0.47,0.23,0.47,Matches,2016,brasileirao,24,2016 Flamengo
Felipe Vizeu,br BRA,FW,18.0,15,10,804.0,8.9,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,Matches,2016,brasileirao,24,2016 Flamengo
Federico Mancuello,ar ARG,MF,26.0,21,9,913.0,10.1,3.0,2.0,5.0,3.0,0.0,0.0,4.0,1.0,0.3,0.2,0.49,0.3,0.49,Matches,2016,brasileirao,24,2016 Flamengo
Juan,br BRA,DF,36.0,9,8,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Leandro Damião,br BRA,FW,26.0,15,7,693.0,7.7,3.0,1.0,4.0,1.0,2.0,3.0,3.0,0.0,0.39,0.13,0.52,0.13,0.26,Matches,2016,brasileirao,24,2016 Flamengo
Léo Duarte,br BRA,DF,19.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Chiquinho,br BRA,DF,26.0,7,6,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Paulo Victor Vidotti,br BRA,GK,29.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Gustavo Cuellar,co COL,MF,23.0,16,4,525.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,2016,brasileirao,24,2016 Flamengo
Ederson,br BRA,MF,30.0,8,4,310.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,2016,brasileirao,24,2016 Flamengo
César,br BRA,DF,23.0,3,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Emerson Sheik,qa QAT,MF,37.0,10,2,336.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,2016,brasileirao,24,2016 Flamengo
Alejandro Donatti,ar ARG,DF,29.0,2,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Rafael Dumas,br BRA,DF,20.0,1,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Héctor Canteros,ar ARG,MF,26.0,2,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Thiago Santos,br BRA,FW,20.0,4,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Adryan,br BRA,"FW,MF",21.0,3,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Flamengo
Daniel,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Flamengo
Thiago Ennes,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Flamengo
Mosquito,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Flamengo
Nixon,br BRA,FW,23.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Flamengo
Lucas Paquetá,br BRA,"FW,MF",18.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Flamengo
Ronaldo,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Flamengo
Igor da Silva,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2016,brasileirao,24,2016 Flamengo
Squad Total,,,27.0,38,418,3420.0,38.0,50.0,35.0,85.0,45.0,5.0,7.0,68.0,5.0,1.32,0.92,2.24,1.18,2.11,,2016,brasileirao,24,2016 Flamengo
Opponent Total,,,26.9,38,418,3420.0,38.0,34.0,24.0,58.0,31.0,3.0,3.0,86.0,6.0,0.89,0.63,1.53,0.82,1.45,,2016,brasileirao,24,2016 Flamengo
Victor Leandro Bagy,br BRA,GK,33.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2016,brasileirao,24,2016 Atlético Mineiro
Fred,br BRA,FW,32.0,28,27,2176.0,24.2,12.0,5.0,17.0,12.0,0.0,0.0,4.0,1.0,0.5,0.21,0.7,0.5,0.7,Matches,2016,brasileirao,24,2016 Atlético Mineiro
Rafael Carioca,br BRA,MF,26.0,27,26,2302.0,25.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,2016,brasileirao,24,2016 Atlético Mineiro
Robinho,br BRA,"MF,FW",32.0,30,26,2127.0,23.6,12.0,8.0,20.0,8.0,4.0,4.0,2.0,0.0,0.51,0.34,0.85,0.34,0.68,Matches,2016,brasileirao,24,2016 Atlético Mineiro
Leonardo Silva,br BRA,DF,36.0,24,24,2160.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2016,brasileirao,24,2016 Atlético Mineiro
Carlos César,br BRA,DF,28.0,24,22,1889.0,21.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,2016,brasileirao,24,2016 Atlético Mineiro
Júnior Urso,br BRA,MF,26.0,23,20,1794.0,19.9,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,2016,brasileirao,24,2016 Atlético Mineiro
Leandro Donizete,br BRA,MF,33.0,21,20,1776.0,19.7,2.0,2.0,4.0,2.0,0.0,0.0,7.0,1.0,0.1,0.1,0.2,0.1,0.2,Matches,2016,brasileirao,24,2016 Atlético Mineiro
