Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2020-03-04,19:30,Libertadores,Group stage,Wed,Away,W,2,1,co Junior,1.0,1.1,53,,Everton Ribeiro,4-2-3-1,4-4-2,Alexis Herrera,Match Report,,2020,brasileirao,24,2020 Flamengo,11,4,36.4,0.18,0.5,21.6,5,4,80.0,1.9,0.9,363.0,462.0,78.6,6725.0,2179.0,2,1.0,0.5,0.0,37.0,11.0,30.0,2.0,8,0.0,4.0,21.0,4.0,9.0,8,4.0,0.0,8.0,14,24.0,1.0,127.0,23.0,16.0,14.0,6.0,12,0,48.0,33.3
2020-03-11,21:30,Libertadores,Group stage,Wed,Home,W,3,0,ec Barcelona,2.8,0.6,67,,Everton Ribeiro,4-2-3-1,4-2-3-1,Facundo Tello,Match Report,,2020,brasileirao,24,2020 Flamengo,16,7,43.8,0.13,0.29,17.6,2,2,100.0,0.4,0.4,513.0,596.0,86.1,8178.0,2501.0,2,1.4,1.6,1.0,53.0,11.0,31.0,4.0,19,0.0,11.0,30.0,5.0,15.0,14,8.0,2.0,6.0,10,9.0,0.0,225.0,29.0,37.0,7.0,14.0,17,1,55.0,55.0
2020-08-09,16:00,Série A,Matchweek 1,Sun,Home,L,0,1,Atlético Mineiro,2.2,0.7,63,,Everton Ribeiro,4-2-3-1,3-5-2,Raphael Claus,Match Report,,2020,brasileirao,24,2020 Flamengo,17,2,11.8,0.0,0.0,18.4,4,4,75.0,1.0,1.0,456.0,576.0,79.2,8456.0,3095.0,0,2.1,1.0,1.0,37.0,13.0,36.0,5.0,19,2.0,9.0,27.0,0.0,16.0,10,7.0,2.0,13.0,3,7.0,1.0,152.0,21.0,14.0,21.0,10.0,12,2,53.0,80.8
2020-08-12,20:30,Série A,Matchweek 2,Wed,Away,L,0,3,Atl Goianiense,1.0,1.8,65,,Everton Ribeiro,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,2020,brasileirao,24,2020 Flamengo,9,3,33.3,0.0,0.0,16.5,7,4,57.1,2.3,0.0,517.0,607.0,85.2,8210.0,2436.0,0,1.0,0.7,1.0,55.0,7.0,48.0,3.0,23,1.0,5.0,13.0,0.0,16.0,9,7.0,2.0,8.0,9,18.0,0.0,184.0,28.0,21.0,24.0,9.0,19,1,45.0,45.8
2020-08-15,19:30,Série A,Matchweek 3,Sat,Away,W,1,0,Coritiba,1.4,0.4,63,,Everton Ribeiro,4-2-3-1,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,,2020,brasileirao,24,2020 Flamengo,18,7,38.9,0.06,0.14,20.1,2,2,100.0,0.4,0.4,504.0,580.0,86.9,9343.0,2771.0,1,1.2,0.9,3.0,36.0,15.0,46.0,11.0,18,0.0,5.0,34.0,2.0,18.0,14,9.0,2.0,11.0,18,9.0,1.0,180.0,31.0,14.0,13.0,9.0,16,1,46.0,62.1
2020-08-19,19:15,Série A,Matchweek 4,Wed,Home,D,1,1,Grêmio,1.1,1.7,60,,Everton Ribeiro,4-2-3-1,4-3-3,Rafael Traci,Match Report,,2020,brasileirao,24,2020 Flamengo,7,1,14.3,0.0,0.0,25.9,2,1,50.0,0.7,-0.3,550.0,632.0,87.0,9373.0,3136.0,0,0.2,0.4,1.0,43.0,5.0,56.0,4.0,11,0.0,1.0,15.0,1.0,13.0,5,3.0,1.0,9.0,16,6.0,0.0,174.0,20.0,25.0,11.0,8.0,17,1,49.0,63.6
2020-08-23,11:00,Série A,Matchweek 5,Sun,Home,D,1,1,Botafogo (RJ),1.9,1.3,66,,Diego,4-4-2,5-4-1,Leandro Pedro Vuaden,Match Report,,2020,brasileirao,24,2020 Flamengo,14,4,28.6,0.0,0.0,21.3,1,0,0.0,0.5,-0.5,590.0,687.0,85.9,10025.0,3088.0,0,0.9,0.9,2.0,70.0,10.0,62.0,4.0,26,1.0,5.0,25.0,1.0,9.0,6,3.0,2.0,11.0,10,13.0,0.0,238.0,36.0,19.0,13.0,8.0,15,0,54.0,75.0
2020-08-30,16:00,Série A,Matchweek 6,Sun,Away,W,1,0,Santos,2.9,1.2,47,,Diego Alves,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,,2020,brasileirao,24,2020 Flamengo,10,6,60.0,0.1,0.17,12.9,6,6,,2.0,0.0,339.0,427.0,79.4,6031.0,2569.0,1,2.6,1.4,2.0,39.0,9.0,28.0,1.0,8,4.0,2.0,19.0,2.0,13.0,6,6.0,0.0,13.0,13,17.0,0.0,124.0,24.0,14.0,16.0,8.0,26,1,48.0,72.2
2020-09-02,20:30,Série A,Matchweek 7,Wed,Away,W,5,3,Bahia,3.1,0.9,58,,Everton Ribeiro,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,2020,brasileirao,24,2020 Flamengo,20,8,40.0,0.25,0.63,17.7,6,3,50.0,1.3,-1.7,582.0,688.0,84.6,9797.0,3462.0,4,2.2,1.7,1.0,56.0,15.0,31.0,5.0,12,4.0,6.0,35.0,8.0,18.0,9,8.0,1.0,8.0,10,14.0,2.0,219.0,26.0,13.0,10.0,10.0,17,2,59.0,65.5
2020-09-05,17:00,Série A,Matchweek 8,Sat,Home,W,2,1,Fortaleza,1.7,1.0,62,,Everton Ribeiro,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2020,brasileirao,24,2020 Flamengo,18,8,44.4,0.11,0.25,20.6,2,1,100.0,1.2,0.2,480.0,567.0,84.7,8116.0,2572.0,1,0.6,1.2,5.0,78.0,11.0,58.0,0.0,32,0.0,11.0,30.0,4.0,16.0,9,4.0,5.0,1.0,7,4.0,0.0,226.0,28.0,27.0,14.0,13.0,12,3,47.0,54.8
