Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2014-11-16,17:00,Série A,Matchweek 34,Sun,Home,W,1,0,Goiás,,20786.0,,4-2-3-1,4-4-2,Marielson Alves Silva,Match Report,,2014,brasileirao,24,2014 Internacional,,,,,,
2014-11-22,19:30,Série A,Matchweek 36,Sat,Home,W,2,1,Atlético Mineiro,,33443.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,2014,brasileirao,24,2014 Internacional,,,,,,
2014-11-29,19:30,Série A,Matchweek 37,Sat,Home,W,3,1,Palmeiras,,36508.0,,4-2-3-1,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,2014,brasileirao,24,2014 Internacional,,,,,,
2014-12-06,16:30,Série A,Matchweek 38,Sat,Away,W,2,1,Figueirense,,7027.0,,3-4-3,4-2-2-2,Marielson Alves Silva,Match Report,,2014,brasileirao,24,2014 Internacional,,,,,,
2014-04-20,16:00,Série A,Matchweek 1,Sun,Away,D,0,0,Atlético Mineiro,,8724.0,,4-3-2-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-04-27,16:00,Série A,Matchweek 2,Sun,Home,W,2,0,Flamengo,,36402.0,,4-2-2-2,4-2-2-2,Leandro Pedro Vuaden,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-05-04,18:30,Série A,Matchweek 3,Sun,Away,W,1,0,Chapecoense,,15009.0,,4-2-3-1,4-1-2-1-2,Wagner Reway,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Away,D,1,1,São Paulo,,14000.0,,4-2-2-2,4-2-3-1,Raphael Claus,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-05-18,16:00,Série A,Matchweek 5,Sun,Home,L,0,1,Figueirense,,36123.0,,4-4-2,4-4-2,Jailson Macêdo Freitas,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-05-21,22:00,Série A,Matchweek 6,Wed,Home,D,1,1,Ath Paranaense,,13137.0,,4-2-3-1,4-3-2-1,Marcelo de Lima Henrique,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Away,W,4,1,Sport Recife,,20718.0,,4-2-2-2,4-2-2-2,Péricles Bassols Pegado Cortez,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-05-28,22:00,Série A,Matchweek 8,Wed,Home,W,1,0,Cruzeiro,,17696.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-06-01,16:00,Série A,Matchweek 9,Sun,Home,D,1,1,Botafogo (RJ),,37119.0,,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-07-17,19:30,Série A,Matchweek 10,Thu,Home,W,2,1,Internacional,,32644.0,,4-1-2-1-2◆,4-2-3-1,Wagner Reway,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-07-20,16:00,Série A,Matchweek 11,Sun,Away,D,0,0,Vitória,,15259.0,,4-1-2-1-2◆,4-2-3-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Home,W,2,0,Palmeiras,,31031.0,,4-2-2-2,4-2-3-1,Sandro Ricci,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-08-03,16:00,Série A,Matchweek 13,Sun,Away,D,0,0,Coritiba,,21296.0,,4-2-2-2,4-3-2-1,Leandro Pedro Vuaden,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-08-10,16:00,Série A,Matchweek 14,Sun,Away,W,1,0,Santos,,12329.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-08-16,21:00,Série A,Matchweek 15,Sat,Home,D,1,1,Bahia,,30819.0,,4-2-2-2,4-3-2-1,Anderson Daronco,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-08-21,19:30,Série A,Matchweek 16,Thu,Home,W,5,2,Goiás,,26486.0,,4-2-2-2,4-2-2-2,Marcelo de Lima Henrique,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-08-24,16:00,Série A,Matchweek 17,Sun,Away,L,1,2,Grêmio,,30117.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-08-31,16:00,Série A,Matchweek 18,Sun,Home,D,1,1,Fluminense,,34889.0,,4-2-2-2,4-2-3-1,Paulo Henrique De Godoy Bezerra,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-09-07,16:00,Série A,Matchweek 19,Sun,Away,D,0,0,Criciúma,,12269.0,,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-09-11,19:30,Série A,Matchweek 20,Thu,Home,W,1,0,Atlético Mineiro,,24784.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-09-14,16:00,Série A,Matchweek 21,Sun,Away,L,0,1,Flamengo,,36905.0,,4-2-2-2,4-2-2-2,Sandro Ricci,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-09-18,19:30,Série A,Matchweek 22,Thu,Home,D,1,1,Chapecoense,,25537.0,,4-2-3-1,4-4-2,Felipe Duarte Varejão,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-09-21,16:00,Série A,Matchweek 23,Sun,Home,W,3,2,São Paulo,,34688.0,,4-2-2-2,4-2-2-2,Luiz Flávio de Oliveira,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-09-24,22:00,Série A,Matchweek 24,Wed,Away,L,0,1,Figueirense,,10245.0,,4-2-3-1,4-4-2,Ricardo Marques Ribeiro,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-09-28,16:00,Série A,Matchweek 25,Sun,Away,L,0,1,Ath Paranaense,,19667.0,,4-1-2-1-2◆,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-10-04,18:30,Série A,Matchweek 26,Sat,Home,W,3,0,Sport Recife,,29238.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-10-08,22:00,Série A,Matchweek 27,Wed,Away,W,1,0,Cruzeiro,,32958.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-10-11,18:30,Série A,Matchweek 28,Sat,Away,L,0,1,Botafogo (RJ),,21969.0,,4-2-3-1,4-4-2,André Luiz de Freitas Castro,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-10-19,16:00,Série A,Matchweek 29,Sun,Away,W,2,1,Internacional,,33641.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-10-22,19:30,Série A,Matchweek 30,Wed,Home,W,2,1,Vitória,,7117.0,,4-2-3-1,4-1-2-1-2,Alinor Silva da Paixao,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-10-25,16:20,Série A,Matchweek 31,Sat,Away,D,1,1,Palmeiras,,24245.0,,4-2-3-1,4-3-2-1,Flavio Rodrigues Guerra,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-11-01,21:00,Série A,Matchweek 32,Sat,Home,D,2,2,Coritiba,,28099.0,,4-2-3-1,3-4-3,Jean Pierre Goncalves Lima,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-11-09,19:30,Série A,Matchweek 33,Sun,Home,W,1,0,Santos,,31089.0,,4-2-3-1,4-4-2,Vinicius Furlan,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-11-16,16:00,Série A,Matchweek 34,Sun,Away,W,2,1,Bahia,,11617.0,,4-2-3-1,4-3-2-1,Elmo Alves Resende Cunha,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-11-19,20:00,Série A,Matchweek 35,Wed,Away,W,1,0,Goiás,,24431.0,,4-2-2-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-11-23,19:30,Série A,Matchweek 36,Sun,Home,W,1,0,Grêmio,,36307.0,,4-2-3-1,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-11-30,17:00,Série A,Matchweek 37,Sun,Away,L,2,5,Fluminense,,18181.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-12-06,16:30,Série A,Matchweek 38,Sat,Home,W,2,1,Criciúma,,38044.0,,4-2-3-1,4-3-3,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Corinthians,,,,,,
2014-04-20,16:00,Série A,Matchweek 1,Sun,Home,D,0,0,Corinthians,,8724.0,,4-2-3-1,4-3-2-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-04-23,20:00,Libertadores,Round of 16,Wed,Away,L,0,1,co Nacional,,,,,,Martín Vázquez,Match Report,Leg 1 of 2,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-04-27,18:30,Série A,Matchweek 2,Sun,Away,L,1,2,Grêmio,,9245.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-01,19:15,Libertadores,Round of 16,Thu,Home,D,1,1,co Nacional,,,,,,Patricio Loustau,Match Report,Leg 2 of 2; Nacional won,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-04,18:30,Série A,Matchweek 3,Sun,Home,L,0,1,Goiás,,6029.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Home,W,2,1,Cruzeiro,,9048.0,,3-5-1-1,4-5-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-18,17:30,Série A,Matchweek 5,Sun,Away,W,2,1,Santos,,15600.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-22,21:00,Série A,Matchweek 6,Thu,Away,W,3,2,Vitória,,4694.0,,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-25,18:30,Série A,Matchweek 7,Sun,Home,D,0,0,Criciúma,,15668.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-28,22:00,Série A,Matchweek 8,Wed,Home,W,2,0,Fluminense,,15447.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-05-31,18:30,Série A,Matchweek 9,Sat,Away,L,1,2,São Paulo,,27530.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-07-19,18:30,Série A,Matchweek 11,Sat,Home,D,1,1,Bahia,,7558.0,,4-2-3-1,4-3-2-1,Vinicius Furlan,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Away,L,1,2,Sport Recife,,16579.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-08-03,18:30,Série A,Matchweek 13,Sun,Home,W,3,1,Ath Paranaense,,8663.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-08-06,21:00,Série A,Matchweek 10,Wed,Away,D,1,1,Chapecoense,,9426.0,,4-2-3-1,4-4-2,Wilton Sampaio,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-08-10,18:30,Série A,Matchweek 14,Sun,Home,W,2,1,Palmeiras,,14089.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-08-17,18:30,Série A,Matchweek 15,Sun,Away,D,2,2,Figueirense,,7196.0,,4-2-3-1,4-1-2-1-2,Felipe Gomes da Silva,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-08-20,22:00,Série A,Matchweek 16,Wed,Away,L,1,2,Flamengo,,40892.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-08-23,18:30,Série A,Matchweek 17,Sat,Home,W,1,0,Internacional,,19732.0,,4-2-3-1,4-3-2-1,Luiz Flávio de Oliveira,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-08-31,16:00,Série A,Matchweek 18,Sun,Away,D,0,0,Coritiba,,6950.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-09-07,16:00,Série A,Matchweek 19,Sun,Home,W,1,0,Botafogo (RJ),,18588.0,,4-2-3-1,4-2-3-1,Flavio Rodrigues Guerra,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-09-11,19:30,Série A,Matchweek 20,Thu,Away,L,0,1,Corinthians,,24784.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-09-14,18:30,Série A,Matchweek 21,Sun,Home,D,0,0,Grêmio,,11873.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-09-18,19:30,Série A,Matchweek 22,Thu,Away,W,3,2,Goiás,,3441.0,,4-2-3-1,4-1-2-1-2,Luiz Flávio de Oliveira,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-09-21,16:00,Série A,Matchweek 23,Sun,Away,W,3,2,Cruzeiro,,49534.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-09-25,20:30,Série A,Matchweek 24,Thu,Home,W,3,2,Santos,,16772.0,,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-09-28,16:00,Série A,Matchweek 25,Sun,Home,W,2,0,Vitória,,20877.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-10-04,18:30,Série A,Matchweek 26,Sat,Away,L,1,3,Criciúma,,8309.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-10-09,19:30,Série A,Matchweek 27,Thu,Away,D,0,0,Fluminense,,11933.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-10-12,16:00,Série A,Matchweek 28,Sun,Home,W,1,0,São Paulo,,15288.0,,4-2-3-1,4-2-2-2,Marielson Alves Silva,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-10-18,21:00,Série A,Matchweek 29,Sat,Home,W,1,0,Chapecoense,,20558.0,,4-2-3-1,4-3-3,Francisco Carlos do Nascimento,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-10-21,20:50,Série A,Matchweek 30,Tue,Away,D,1,1,Bahia,,5961.0,,4-2-3-1,4-4-1-1,Elmo Alves Resende Cunha,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-10-25,18:30,Série A,Matchweek 31,Sat,Home,W,3,2,Sport Recife,,13115.0,,4-2-3-1,4-2-3-1,Felipe Gomes da Silva,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-11-02,19:30,Série A,Matchweek 32,Sun,Away,L,0,1,Ath Paranaense,,17021.0,,4-2-3-1,4-4-2,Péricles Bassols Pegado Cortez,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-11-08,19:30,Série A,Matchweek 33,Sat,Away,W,2,0,Palmeiras,,24368.0,,4-3-3,4-2-3-1,Emerson Luiz Sobral,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-11-16,19:30,Série A,Matchweek 34,Sun,Home,D,1,1,Figueirense,,17327.0,,4-2-3-1,4-3-1-2,Thiago Duarte Peixoto,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-11-19,22:00,Série A,Matchweek 35,Wed,Home,W,4,0,Flamengo,,10123.0,,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-11-22,19:30,Série A,Matchweek 36,Sat,Away,L,1,2,Internacional,,33443.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-11-30,19:30,Série A,Matchweek 37,Sun,Home,L,1,2,Coritiba,,19029.0,,4-2-3-1,3-4-3,Pablo Dos Santos Alves,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-12-07,17:00,Série A,Matchweek 38,Sun,Away,D,0,0,Botafogo (RJ),,3694.0,,4-2-3-1,4-4-2,Manoel Nunes Lopo Garrido,Match Report,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,
2014-04-19,18:30,Série A,Matchweek 1,Sat,Home,W,3,0,Figueirense,,35020.0,,4-2-2-2,4-3-3,Ricardo Marques Ribeiro,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-04-26,21:00,Série A,Matchweek 2,Sat,Away,W,1,0,Palmeiras,,11189.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-05-03,21:00,Série A,Matchweek 3,Sat,Home,L,1,2,Vitória,,50687.0,,4-2-2-2,4-3-3,Marcos Andre Gomes da Penha,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Home,W,2,0,Flamengo,,30766.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-05-18,16:00,Série A,Matchweek 5,Sun,Away,L,0,1,Grêmio,,19328.0,,4-2-3-1,4-5-1,Sandro Ricci,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-05-21,22:00,Série A,Matchweek 6,Wed,Home,W,5,2,São Paulo,,17035.0,,4-2-2-2,4-2-3-1,Paulo Henrique De Godoy Bezerra,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-05-24,18:30,Série A,Matchweek 7,Sat,Away,W,1,0,Bahia,,1345.0,,4-2-3-1,4-3-2-1,Ricardo Marques Ribeiro,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-05-28,22:00,Série A,Matchweek 8,Wed,Away,L,0,2,Atlético Mineiro,,15447.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-06-01,18:30,Série A,Matchweek 9,Sun,Home,D,1,1,Internacional,,6403.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-07-16,22:00,Série A,Matchweek 10,Wed,Away,L,2,3,Criciúma,,8829.0,,4-2-3-1,4-1-2-1-2,Rodrigo Batista Raposo,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-07-20,18:30,Série A,Matchweek 11,Sun,Home,W,1,0,Santos,,4789.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Away,W,3,0,Ath Paranaense,,,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-08-03,18:30,Série A,Matchweek 13,Sun,Home,W,2,0,Goiás,,40075.0,,4-2-3-1,4-1-2-1-2,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-08-09,21:00,Série A,Matchweek 14,Sat,Home,D,1,1,Coritiba,,28511.0,,4-2-3-1,4-1-4-1,Flavio Rodrigues Guerra,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-08-17,18:30,Série A,Matchweek 15,Sun,Away,L,0,2,Botafogo (RJ),,29185.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-08-20,22:00,Série A,Matchweek 16,Wed,Away,L,0,1,Chapecoense,,8817.0,,4-1-2-1-2◆,4-4-2,Francisco Carlos do Nascimento,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-08-24,16:00,Série A,Matchweek 17,Sun,Home,W,4,0,Sport Recife,,13919.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-08-28,18:00,Sudamericana,Second stage,Thu,Home,W,2,1,br Goiás,,,,,,Enrique Cáceres,Match Report,Leg 1 of 2,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-08-31,16:00,Série A,Matchweek 18,Sun,Away,D,1,1,Corinthians,,34889.0,,4-2-3-1,4-2-2-2,Paulo Henrique De Godoy Bezerra,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-03,22:00,Sudamericana,Second stage,Wed,Away,L,0,1,br Goiás,,,,,,Francisco Carlos do Nascimento,Match Report,Leg 2 of 2; Goiás won,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-07,16:00,Série A,Matchweek 19,Sun,Home,D,3,3,Cruzeiro,,27194.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-10,19:30,Série A,Matchweek 20,Wed,Away,D,1,1,Figueirense,,10444.0,,4-2-3-1,4-4-2,Luiz Flávio de Oliveira,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-13,18:30,Série A,Matchweek 21,Sat,Home,W,3,0,Palmeiras,,15238.0,,4-2-3-1,4-4-2,Elmo Alves Resende Cunha,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-17,19:30,Série A,Matchweek 22,Wed,Away,L,1,3,Vitória,,6438.0,,4-2-3-1,4-3-2-1,Thiago Duarte Peixoto,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-21,16:00,Série A,Matchweek 23,Sun,Away,D,1,1,Flamengo,,41666.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-24,22:00,Série A,Matchweek 24,Wed,Home,D,0,0,Grêmio,,6840.0,,4-2-3-1,4-1-4-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-09-27,21:00,Série A,Matchweek 25,Sat,Away,W,3,1,São Paulo,,16076.0,,4-2-3-1,4-2-2-2,Ricardo Marques Ribeiro,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-10-04,16:20,Série A,Matchweek 26,Sat,Home,D,1,1,Bahia,,9476.0,,4-2-3-1,4-4-1-1,Anderson Daronco,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-10-09,19:30,Série A,Matchweek 27,Thu,Home,D,0,0,Atlético Mineiro,,11933.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-10-12,16:00,Série A,Matchweek 28,Sun,Away,L,1,2,Internacional,,24655.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-10-18,18:30,Série A,Matchweek 29,Sat,Home,W,4,2,Criciúma,,13472.0,,4-2-2-2,4-3-3,Marcelo Aparecido Ribeiro De Souza,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-10-22,22:00,Série A,Matchweek 30,Wed,Away,W,1,0,Santos,,6178.0,,4-2-2-2,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-10-25,16:20,Série A,Matchweek 31,Sat,Home,W,2,1,Ath Paranaense,,22537.0,,4-2-2-2,4-3-3,Marielson Alves Silva,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-11-01,19:30,Série A,Matchweek 32,Sat,Away,W,2,0,Goiás,,3985.0,,4-2-2-2,4-4-2,Ricardo Marques Ribeiro,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-11-08,19:30,Série A,Matchweek 33,Sat,Away,L,0,1,Coritiba,,10223.0,,4-2-2-2,3-4-3,Thiago Duarte Peixoto,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-11-15,19:30,Série A,Matchweek 34,Sat,Home,W,1,0,Botafogo (RJ),,22608.0,,4-2-3-1,4-3-2-1,Péricles Bassols Pegado Cortez,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-11-20,19:30,Série A,Matchweek 35,Thu,Home,L,1,4,Chapecoense,,29482.0,,4-2-3-1,4-4-2,Elmo Alves Resende Cunha,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-11-23,16:00,Série A,Matchweek 36,Sun,Away,D,2,2,Sport Recife,,29165.0,,4-2-3-1,4-3-3,Anderson Daronco,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-11-30,17:00,Série A,Matchweek 37,Sun,Home,W,5,2,Corinthians,,18181.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-12-07,17:00,Série A,Matchweek 38,Sun,Away,L,1,2,Cruzeiro,,45804.0,,4-2-2-2,4-2-3-1,Raphael Claus,Match Report,,2014,brasileirao,24,2014 Fluminense,,,,,,
2014-04-20,16:00,Série A,Matchweek 1,Sun,Away,L,0,1,Ath Paranaense,,2495.0,,4-3-2-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2014,brasileirao,24,2014 Grêmio,,,,,,
2014-04-23,22:00,Libertadores,Round of 16,Wed,Away,L,0,1,ar San Lorenzo,,,,,,Enrique Osses,Match Report,Leg 1 of 2,2014,brasileirao,24,2014 Grêmio,,,,,,
