season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,Xg,Xga,Sota,Saves,Save%,Psxg,Psxg+/-,Cmp,Att,Cmp%,Totdist,Prgdist,Ast,Xag,Xa,Crspa,Prgp,Kp,Pass_3rd,Sw,Crs,Tb,Ck,Sca,Gca,Tkl,Tklw,Tkl_def_3rd,Tkl_att_3rd,Blocks,Int,Clr,Err,Touches_att_3rd,Prgc,Carries_att_3rd,Mis,Dis,Fls,Off,Recov,Won%,xG,xGA,SoTA,PSxG,PSxG+/-,TotDist,PrgDist,xAG,xA,CrsPA,PrgP,KP,pass_3rd,TB,CK,SCA,GCA,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Touches_Att_3rd,PrgC,Carries_Att_3rd,Opp Formation
2020,2020-09-16,21:30,Libertadores,Group stage,Wed,Away,L,0,2,cl Univ Católica,38.0,,Pedro Geromel,4-2-3-1,Darío Herrera,Match Report,,brasileirao,24,gremio,d5ae3703,3.0,0.0,0.0,0.0,,23.9,,,,6.0,75.0,,,294.0,386.0,76.2,,,0.0,,,,,,,4.0,7.0,,,,,14.0,,,,7.0,7.0,16.0,1.0,,,,8.0,10.0,10.0,3.0,40.0,53.8,0.2,2.1,8.0,2.9,0.9,5477.0,2196.0,0.1,0.3,3.0,23.0,1.0,16.0,0.0,2.0,4.0,0.0,6.0,7.0,1.0,77.0,11.0,11.0,
2020,2020-09-20,16:00,Série A,Matchweek 11,Sun,Home,D,1,1,Palmeiras,64.0,,David Braz,4-5-1,Rodrigo D'Alonso Ferreira,Match Report,,brasileirao,24,gremio,d5ae3703,13.0,3.0,23.1,0.08,0.33,19.3,,,,1.0,50.0,,,535.0,636.0,84.1,,,1.0,,,,,,,2.0,19.0,,,,,14.0,,,,11.0,5.0,10.0,0.0,,,,9.0,9.0,21.0,0.0,44.0,54.5,1.0,0.4,2.0,0.3,-0.7,8474.0,2824.0,0.5,1.0,2.0,55.0,9.0,50.0,1.0,6.0,24.0,2.0,10.0,9.0,0.0,201.0,24.0,23.0,
2020,2020-09-23,21:30,Libertadores,Group stage,Wed,Away,W,1,0,br Internacional,42.0,,Walter Kannemann,4-1-4-1,Patricio Loustau,Match Report,,brasileirao,24,gremio,d5ae3703,10.0,1.0,10.0,0.1,1.0,20.0,,,,3.0,100.0,,,269.0,406.0,66.3,,,1.0,,,,,,,1.0,11.0,,,,,11.0,,,,7.0,10.0,15.0,0.0,,,,17.0,13.0,12.0,2.0,59.0,63.6,0.7,0.6,3.0,0.1,0.1,4763.0,2136.0,0.7,0.3,1.0,31.0,9.0,33.0,0.0,3.0,20.0,2.0,7.0,2.0,3.0,104.0,16.0,16.0,
2020,2020-09-26,21:00,Série A,Matchweek 12,Sat,Away,L,1,3,Atlético Mineiro,47.0,,David Braz,4-2-3-1,Caio Max Augusto Vieira,Match Report,,brasileirao,24,gremio,d5ae3703,9.0,4.0,44.4,0.11,0.25,12.7,,,,3.0,50.0,,,359.0,458.0,78.4,,,1.0,,,,,,,5.0,21.0,,,,,11.0,,,,13.0,15.0,27.0,1.0,,,,15.0,7.0,11.0,0.0,42.0,31.6,1.6,2.3,6.0,2.3,-0.7,6248.0,2470.0,1.5,1.0,4.0,35.0,8.0,23.0,0.0,4.0,16.0,2.0,9.0,7.0,4.0,130.0,20.0,9.0,
2020,2020-09-29,19:15,Libertadores,Group stage,Tue,Home,W,2,0,cl Univ Católica,32.0,,David Braz,4-2-3-1,Facundo Tello,Match Report,,brasileirao,24,gremio,d5ae3703,14.0,6.0,42.9,0.14,0.33,18.7,,,,2.0,100.0,,,213.0,301.0,70.8,,,2.0,,,,,,,4.0,6.0,,,,,24.0,,,,11.0,21.0,17.0,0.0,,,,12.0,7.0,20.0,3.0,61.0,81.8,1.6,0.5,2.0,0.5,0.5,4328.0,2020.0,1.5,1.3,0.0,36.0,13.0,23.0,0.0,1.0,26.0,4.0,19.0,8.0,1.0,97.0,19.0,12.0,
2020,2020-10-03,17:00,Série A,Matchweek 13,Sat,Home,D,1,1,Internacional,47.0,,David Braz,4-1-4-1,Raphael Claus,Match Report,,brasileirao,24,gremio,d5ae3703,14.0,5.0,35.7,0.07,0.2,21.5,,,,1.0,100.0,,,326.0,430.0,75.8,,,0.0,,,,,,,3.0,16.0,,,,,12.0,,,,7.0,10.0,13.0,0.0,,,,14.0,6.0,15.0,1.0,48.0,46.9,0.9,1.2,2.0,1.1,0.1,6208.0,2189.0,0.3,0.4,4.0,32.0,8.0,30.0,0.0,5.0,25.0,2.0,4.0,5.0,1.0,128.0,16.0,8.0,
2020,2020-10-07,19:15,Série A,Matchweek 14,Wed,Home,W,2,1,Coritiba,49.0,,Paulo Miranda,4-2-3-1,Ramon Abatti Abel,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,5.0,45.5,0.18,0.4,17.3,,,,2.0,66.7,,,409.0,500.0,81.8,,,2.0,,,,,,,3.0,16.0,,,,,16.0,,,,11.0,14.0,18.0,0.0,,,,26.0,8.0,18.0,1.0,56.0,55.0,1.0,1.0,3.0,0.7,-0.3,7108.0,2804.0,1.0,0.8,0.0,37.0,9.0,33.0,0.0,6.0,21.0,3.0,10.0,11.0,1.0,170.0,21.0,16.0,
2020,2020-10-11,16:00,Série A,Matchweek 15,Sun,Away,L,1,2,Santos,44.0,,David Braz,4-1-4-1,Braulio da Silva Machado,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,4.0,36.4,0.09,0.25,19.4,,,,4.0,100.0,,,247.0,362.0,68.2,,,1.0,,,,,,,4.0,23.0,,,,,20.0,,,,13.0,8.0,19.0,0.0,,,,17.0,7.0,14.0,2.0,49.0,61.0,0.6,2.1,6.0,2.6,0.6,4313.0,1722.0,0.4,0.5,3.0,26.0,8.0,17.0,1.0,7.0,17.0,2.0,10.0,11.0,1.0,116.0,20.0,12.0,
2020,2020-10-14,19:15,Série A,Matchweek 16,Wed,Home,W,3,1,Botafogo (RJ),51.0,,Pedro Geromel,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,10.0,4.0,40.0,0.3,0.75,15.1,,,,2.0,66.7,,,427.0,516.0,82.8,,,3.0,,,,,,,0.0,10.0,,,,,7.0,,,,11.0,10.0,25.0,0.0,,,,16.0,12.0,11.0,1.0,47.0,52.8,1.8,1.9,3.0,1.7,0.7,6501.0,2348.0,1.7,1.4,1.0,36.0,9.0,31.0,0.0,1.0,19.0,6.0,5.0,4.0,1.0,150.0,13.0,9.0,
2020,2020-10-17,21:00,Série A,Matchweek 17,Sat,Away,D,0,0,São Paulo,38.0,,Pedro Geromel,4-2-3-1,Rafael Traci,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,2.0,18.2,0.0,0.0,19.2,,,,1.0,100.0,,,267.0,349.0,76.5,,,0.0,,,,,,,2.0,13.0,,,,,21.0,,,,12.0,12.0,9.0,0.0,,,,8.0,11.0,15.0,2.0,42.0,47.4,1.0,0.4,1.0,0.1,0.1,4786.0,1835.0,0.7,0.3,1.0,27.0,7.0,29.0,1.0,7.0,22.0,0.0,11.0,11.0,3.0,106.0,15.0,6.0,
2020,2020-10-22,21:30,Libertadores,Group stage,Thu,Home,D,1,1,co CD América,58.0,,Pedro Geromel,4-2-3-1,Fernando Rapallini,Match Report,,brasileirao,24,gremio,d5ae3703,7.0,0.0,0.0,0.0,,27.0,,,,2.0,50.0,,,402.0,501.0,80.2,,,0.0,,,,,,,5.0,9.0,,,,,21.0,,,,6.0,10.0,19.0,0.0,,,,14.0,7.0,17.0,0.0,54.0,61.8,2.3,0.4,2.0,0.1,0.1,7344.0,3041.0,0.6,0.5,3.0,40.0,5.0,40.0,0.0,2.0,17.0,1.0,15.0,13.0,1.0,116.0,11.0,14.0,
2020,2020-10-25,18:15,Série A,Matchweek 18,Sun,Away,W,2,1,Ath Paranaense,36.0,,David Braz,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,brasileirao,24,gremio,d5ae3703,8.0,2.0,25.0,0.13,0.5,17.0,,,,0.0,0.0,,,251.0,330.0,76.1,,,1.0,,,,,,,4.0,16.0,,,,,17.0,,,,4.0,15.0,13.0,0.0,,,,16.0,9.0,11.0,1.0,45.0,45.0,0.8,0.3,1.0,0.8,-0.2,4958.0,1851.0,0.6,0.4,3.0,28.0,5.0,23.0,1.0,2.0,14.0,2.0,15.0,10.0,0.0,94.0,15.0,7.0,
2020,2020-11-02,20:00,Série A,Matchweek 19,Mon,Home,W,2,1,Red Bull Bragantino,55.0,,Maicon Souza,4-2-3-1,Savio Pereira,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,3.0,27.3,0.18,0.67,13.6,,,,6.0,85.7,,,529.0,616.0,85.9,,,1.0,,,,,,,4.0,9.0,,,,,20.0,,,,8.0,18.0,15.0,0.0,,,,23.0,11.0,13.0,1.0,54.0,58.3,2.1,0.5,7.0,1.0,0.0,8962.0,2971.0,1.7,0.9,2.0,41.0,9.0,36.0,0.0,3.0,20.0,3.0,13.0,6.0,1.0,135.0,18.0,14.0,
2020,2020-11-08,20:30,Série A,Matchweek 20,Sun,Away,W,1,0,Fluminense,42.0,,David Braz,4-2-3-1,Edina Alves Batista,Match Report,,brasileirao,24,gremio,d5ae3703,13.0,4.0,30.8,0.08,0.25,18.5,,,,4.0,100.0,,,343.0,432.0,79.4,,,1.0,,,,,,,4.0,11.0,,,,,19.0,,,,10.0,15.0,11.0,0.0,,,,14.0,11.0,13.0,2.0,51.0,28.0,1.8,0.6,4.0,0.8,0.8,5634.0,2205.0,1.8,1.0,0.0,37.0,13.0,23.0,0.0,5.0,24.0,2.0,13.0,9.0,1.0,138.0,24.0,15.0,
2020,2020-11-14,19:00,Série A,Matchweek 21,Sat,Home,W,4,2,Ceará,61.0,,Victor Ferraz,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,brasileirao,24,gremio,d5ae3703,16.0,7.0,43.8,0.25,0.57,19.0,,,,1.0,33.3,,,697.0,782.0,89.1,,,3.0,,,,,,,3.0,13.0,,,,,9.0,,,,8.0,8.0,15.0,0.0,,,,12.0,8.0,8.0,1.0,48.0,63.6,2.0,1.0,3.0,0.7,-1.3,11441.0,3372.0,1.8,1.5,3.0,36.0,13.0,33.0,2.0,3.0,30.0,8.0,6.0,3.0,0.0,179.0,20.0,16.0,
2020,2020-11-22,20:30,Série A,Matchweek 22,Sun,Away,D,0,0,Corinthians,68.0,,Pedro Geromel,4-2-3-1,Caio Max Augusto Vieira,Match Report,,brasileirao,24,gremio,d5ae3703,15.0,3.0,20.0,0.0,0.0,20.1,,,,1.0,100.0,,,595.0,681.0,87.4,,,0.0,,,,,,,7.0,37.0,,,,,10.0,,,,5.0,9.0,16.0,0.0,,,,22.0,12.0,14.0,1.0,54.0,61.9,1.3,0.3,1.0,0.2,0.2,10402.0,3234.0,0.5,0.8,3.0,55.0,11.0,49.0,0.0,12.0,28.0,0.0,7.0,3.0,1.0,198.0,30.0,21.0,
2020,2020-11-26,21:30,Libertadores,Round of 16,Thu,Away,W,2,0,py Guaraní,57.0,,Pedro Geromel,4-2-3-1,Guillermo Guerrero,Match Report,Leg 1 of 2,brasileirao,24,gremio,d5ae3703,8.0,5.0,62.5,0.25,0.4,16.5,,,,2.0,100.0,,,468.0,549.0,85.2,,,2.0,,,,,,,1.0,12.0,,,,,17.0,,,,7.0,16.0,28.0,0.0,,,,7.0,5.0,11.0,0.0,46.0,47.4,1.5,1.1,2.0,1.1,1.1,7827.0,2974.0,1.3,0.6,2.0,31.0,5.0,29.0,0.0,5.0,13.0,3.0,11.0,12.0,1.0,89.0,22.0,12.0,
2020,2020-11-30,18:00,Série A,Matchweek 6,Mon,Home,W,2,1,Goiás,65.0,,Pedro Geromel,4-2-3-1,Savio Pereira,Match Report,,brasileirao,24,gremio,d5ae3703,26.0,10.0,38.5,0.08,0.2,17.3,,,,1.0,50.0,,,642.0,716.0,89.7,,,1.0,,,,,,,1.0,15.0,,,,,18.0,,,,8.0,14.0,9.0,0.0,,,,9.0,11.0,15.0,2.0,44.0,42.9,2.8,1.1,2.0,1.0,0.0,9658.0,3259.0,2.4,3.3,4.0,61.0,23.0,52.0,3.0,8.0,50.0,2.0,15.0,6.0,3.0,233.0,24.0,16.0,
2020,2020-12-03,21:30,Libertadores,Round of 16,Thu,Home,W,2,0,py Guaraní,61.0,,Diego Churín,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Grêmio won,brasileirao,24,gremio,d5ae3703,15.0,3.0,20.0,0.13,0.67,18.3,,,,2.0,100.0,,,429.0,533.0,80.5,,,2.0,,,,,,,1.0,18.0,,,,,24.0,,,,11.0,19.0,12.0,1.0,,,,22.0,14.0,9.0,2.0,63.0,60.6,2.1,0.7,2.0,0.4,0.4,7208.0,2993.0,1.8,2.0,4.0,54.0,12.0,31.0,3.0,5.0,27.0,4.0,18.0,13.0,5.0,170.0,29.0,20.0,
2020,2020-12-06,16:00,Série A,Matchweek 24,Sun,Home,W,4,0,Vasco da Gama,59.0,,Pedro Geromel,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,gremio,d5ae3703,21.0,8.0,38.1,0.14,0.38,21.6,,,,3.0,100.0,,,565.0,641.0,88.1,,,3.0,,,,,,,1.0,14.0,,,,,11.0,,,,4.0,13.0,12.0,0.0,,,,9.0,13.0,9.0,1.0,42.0,68.4,3.2,0.2,3.0,0.3,0.3,8590.0,3053.0,2.2,1.6,4.0,50.0,17.0,45.0,1.0,5.0,40.0,8.0,7.0,5.0,2.0,207.0,19.0,21.0,
2020,2020-12-09,19:15,Libertadores,Quarter-finals,Wed,Home,D,1,1,br Santos,62.0,,Pedro Geromel,4-2-3-1,Juan Benítez,Match Report,Leg 1 of 2,brasileirao,24,gremio,d5ae3703,10.0,3.0,30.0,0.0,0.0,23.7,,,,4.0,80.0,,,428.0,533.0,80.3,,,0.0,,,,,,,5.0,26.0,,,,,12.0,,,,9.0,7.0,5.0,1.0,,,,14.0,7.0,10.0,1.0,46.0,61.8,1.2,1.2,5.0,0.8,-0.2,7343.0,2805.0,0.3,0.5,0.0,35.0,5.0,39.0,0.0,10.0,21.0,1.0,10.0,5.0,1.0,145.0,24.0,19.0,
2020,2020-12-12,21:00,Série A,Matchweek 25,Sat,Away,D,0,0,Goiás,61.0,,Walter Kannemann,4-2-3-1,Edina Alves Batista,Match Report,,brasileirao,24,gremio,d5ae3703,17.0,5.0,29.4,0.0,0.0,19.3,,,,2.0,100.0,,,387.0,497.0,77.9,,,0.0,,,,,,,3.0,25.0,,,,,17.0,,,,8.0,10.0,11.0,0.0,,,,19.0,7.0,10.0,2.0,54.0,34.4,1.1,0.5,2.0,0.5,0.5,6181.0,1961.0,0.7,0.8,0.0,47.0,10.0,34.0,0.0,9.0,31.0,0.0,10.0,4.0,3.0,276.0,31.0,22.0,
2020,2020-12-16,19:15,Libertadores,Quarter-finals,Wed,Away,L,1,4,br Santos,70.0,,Pedro Geromel,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Santos won,brasileirao,24,gremio,d5ae3703,14.0,3.0,21.4,0.07,0.33,19.1,,,,4.0,50.0,,,414.0,510.0,81.2,,,1.0,,,,,,,2.0,28.0,,,,,13.0,,,,11.0,5.0,7.0,3.0,,,,19.0,15.0,10.0,1.0,50.0,54.1,1.8,3.3,8.0,4.2,0.2,7455.0,2758.0,1.6,1.6,5.0,53.0,9.0,42.0,0.0,10.0,25.0,2.0,9.0,5.0,3.0,181.0,20.0,18.0,
2020,2020-12-19,19:00,Série A,Matchweek 26,Sat,Away,D,1,1,Sport Recife,57.0,,Walter Kannemann,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,brasileirao,24,gremio,d5ae3703,12.0,0.0,0.0,0.0,,24.0,,,,1.0,50.0,,,477.0,570.0,83.7,,,0.0,,,,,,,3.0,25.0,,,,,14.0,,,,13.0,4.0,8.0,0.0,,,,12.0,8.0,9.0,2.0,36.0,26.9,1.4,1.0,2.0,0.9,-0.1,8141.0,2439.0,0.5,1.1,2.0,57.0,9.0,61.0,0.0,7.0,24.0,2.0,10.0,8.0,2.0,230.0,15.0,23.0,
2020,2020-12-27,20:30,Série A,Matchweek 27,Sun,Home,W,2,1,Atl Goianiense,45.0,,Paulo Miranda,4-2-3-1,Felipe Fernandes de Lima,Match Report,,brasileirao,24,gremio,d5ae3703,10.0,4.0,40.0,0.1,0.25,19.9,,,,1.0,50.0,,,342.0,439.0,77.9,,,1.0,,,,,,,1.0,18.0,,,,,9.0,,,,8.0,7.0,28.0,0.0,,,,12.0,7.0,11.0,1.0,46.0,70.7,0.7,0.9,2.0,0.8,-0.2,6153.0,2379.0,0.7,0.5,2.0,40.0,9.0,25.0,0.0,5.0,19.0,2.0,7.0,8.0,0.0,151.0,18.0,17.0,
2020,2021-01-06,19:15,Série A,Matchweek 28,Wed,Home,W,2,1,Bahia,48.0,,Walter Kannemann,4-2-3-1,Ramon Abatti Abel,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,2.0,18.2,0.18,1.0,22.4,,,,4.0,80.0,,,355.0,432.0,82.2,,,2.0,,,,,,,1.0,10.0,,,,,12.0,,,,9.0,16.0,23.0,0.0,,,,13.0,7.0,11.0,0.0,44.0,48.0,0.6,1.3,5.0,1.1,0.1,6019.0,2317.0,0.5,0.6,2.0,31.0,9.0,32.0,0.0,3.0,20.0,4.0,5.0,11.0,1.0,138.0,16.0,19.0,
2020,2021-01-09,21:00,Série A,Matchweek 29,Sat,Away,D,0,0,Fortaleza,45.0,,Victor Ferraz,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,2.0,18.2,0.0,0.0,18.0,,,,5.0,100.0,,,319.0,400.0,79.8,,,0.0,,,,,,,2.0,20.0,,,,,10.0,,,,10.0,17.0,15.0,0.0,,,,11.0,9.0,12.0,1.0,41.0,31.4,1.0,0.9,5.0,0.9,0.9,5516.0,1769.0,0.9,0.8,1.0,48.0,10.0,43.0,1.0,5.0,20.0,0.0,9.0,4.0,1.0,141.0,20.0,16.0,
2020,2021-01-15,21:30,Série A,Matchweek 30,Fri,Away,D,1,1,Palmeiras,55.0,,Walter Kannemann,4-2-3-1,Bruno Arleu de Araujo,Match Report,,brasileirao,24,gremio,d5ae3703,12.0,7.0,58.3,0.08,0.14,19.2,,,,5.0,83.3,,,489.0,564.0,86.7,,,0.0,,,,,,,4.0,14.0,,,,,16.0,,,,3.0,16.0,10.0,1.0,,,,11.0,10.0,10.0,0.0,41.0,64.3,1.3,1.7,6.0,1.5,0.5,7743.0,2961.0,0.7,0.6,1.0,26.0,8.0,33.0,1.0,7.0,21.0,0.0,8.0,7.0,4.0,126.0,21.0,16.0,
2020,2021-01-20,19:15,Série A,Matchweek 31,Wed,Home,D,1,1,Atlético Mineiro,57.0,,Walter Kannemann,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,gremio,d5ae3703,8.0,3.0,37.5,0.13,0.33,20.8,,,,3.0,100.0,,,572.0,683.0,83.7,,,0.0,,,,,,,0.0,18.0,,,,,12.0,,,,8.0,15.0,17.0,0.0,,,,17.0,10.0,11.0,1.0,54.0,46.7,0.3,1.1,4.0,1.1,0.1,9049.0,3089.0,0.3,0.6,3.0,39.0,7.0,46.0,0.0,3.0,15.0,1.0,6.0,5.0,1.0,174.0,15.0,15.0,
2020,2021-01-24,16:00,Série A,Matchweek 32,Sun,Away,L,1,2,Internacional,54.0,,Pedro Geromel,4-1-4-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,9.0,3.0,33.3,0.11,0.33,22.6,,,,2.0,75.0,,,400.0,497.0,80.5,,,1.0,,,,,,,0.0,11.0,,,,,18.0,,,,16.0,10.0,22.0,1.0,,,,7.0,6.0,15.0,1.0,47.0,52.9,1.0,2.8,4.0,1.5,-0.5,6915.0,2292.0,0.9,0.6,2.0,35.0,7.0,34.0,0.0,1.0,18.0,2.0,11.0,10.0,1.0,124.0,14.0,13.0,
2020,2021-01-28,20:00,Série A,Matchweek 23,Thu,Home,L,2,4,Flamengo,51.0,,Walter Kannemann,4-2-3-1,Rodolpho Toski Marques,Match Report,,brasileirao,24,gremio,d5ae3703,8.0,5.0,62.5,0.25,0.4,23.4,,,,2.0,33.3,,,499.0,578.0,86.3,,,1.0,,,,,,,6.0,12.0,,,,,17.0,,,,7.0,11.0,16.0,0.0,,,,7.0,14.0,15.0,1.0,43.0,57.7,0.7,2.5,6.0,2.1,-1.9,8464.0,2861.0,0.6,0.8,2.0,33.0,7.0,44.0,1.0,2.0,14.0,3.0,8.0,11.0,1.0,99.0,12.0,6.0,
2020,2021-01-31,16:00,Série A,Matchweek 33,Sun,Away,D,1,1,Coritiba,53.0,,Paulo Miranda,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,brasileirao,24,gremio,d5ae3703,19.0,2.0,10.5,0.05,0.5,18.2,,,,1.0,100.0,,,432.0,504.0,85.7,,,1.0,,,,,,,2.0,11.0,,,,,8.0,,,,7.0,8.0,18.0,0.0,,,,10.0,8.0,12.0,2.0,34.0,48.4,3.3,1.3,2.0,1.0,0.0,7220.0,2395.0,2.5,2.3,3.0,41.0,15.0,37.0,2.0,3.0,36.0,2.0,5.0,3.0,0.0,153.0,13.0,11.0,
2020,2021-02-03,16:00,Série A,Matchweek 34,Wed,Home,D,3,3,Santos,62.0,,Walter Kannemann,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,gremio,d5ae3703,16.0,5.0,31.3,0.13,0.4,24.0,,,,3.0,83.3,,,499.0,578.0,86.3,,,2.0,,,,,,,1.0,15.0,,,,,5.0,,,,4.0,6.0,4.0,0.0,,,,12.0,8.0,12.0,1.0,47.0,55.0,1.7,2.2,6.0,3.3,0.3,8292.0,2901.0,0.7,0.9,1.0,43.0,12.0,54.0,0.0,5.0,32.0,6.0,4.0,1.0,1.0,165.0,21.0,18.0,
2020,2021-02-08,20:00,Série A,Matchweek 35,Mon,Away,W,5,2,Botafogo (RJ),53.0,,Maicon Souza,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,brasileirao,24,gremio,d5ae3703,12.0,6.0,50.0,0.33,0.67,17.3,,,,4.0,66.7,,,421.0,499.0,84.4,,,3.0,,,,,,,2.0,13.0,,,,,16.0,,,,10.0,9.0,18.0,0.0,,,,13.0,7.0,18.0,1.0,38.0,65.0,2.6,2.0,6.0,2.7,0.7,6854.0,2474.0,1.7,1.0,2.0,42.0,10.0,39.0,1.0,2.0,26.0,10.0,9.0,5.0,1.0,168.0,17.0,12.0,
2020,2021-02-14,20:30,Série A,Matchweek 36,Sun,Home,L,1,2,São Paulo,51.0,,Maicon Souza,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,brasileirao,24,gremio,d5ae3703,5.0,3.0,60.0,0.2,0.33,17.3,,,,2.0,50.0,,,468.0,551.0,84.9,,,0.0,,,,,,,0.0,16.0,,,,,11.0,,,,10.0,7.0,18.0,0.0,,,,11.0,8.0,19.0,0.0,41.0,46.9,0.5,0.5,4.0,0.4,-1.6,7841.0,2419.0,0.0,0.3,0.0,37.0,1.0,42.0,0.0,5.0,10.0,2.0,9.0,9.0,1.0,139.0,11.0,20.0,
2020,2021-02-21,18:15,Série A,Matchweek 37,Sun,Home,W,1,0,Ath Paranaense,49.0,,Walter Kannemann,4-3-3,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,2.0,18.2,0.09,0.5,19.5,,,,2.0,100.0,,,423.0,492.0,86.0,,,0.0,,,,,,,2.0,14.0,,,,,10.0,,,,6.0,9.0,17.0,0.0,,,,16.0,7.0,19.0,1.0,43.0,54.8,0.5,0.7,2.0,0.9,0.9,7505.0,2747.0,0.4,0.5,6.0,36.0,9.0,39.0,0.0,2.0,20.0,1.0,4.0,5.0,2.0,150.0,18.0,12.0,
2020,2021-02-25,21:30,Série A,Matchweek 38,Thu,Away,L,0,1,Red Bull Bragantino,45.0,,Bruno Cortez,4-2-3-1,Ramon Abatti Abel,Match Report,,brasileirao,24,gremio,d5ae3703,15.0,2.0,13.3,0.0,0.0,20.3,,,,5.0,83.3,,,317.0,413.0,76.8,,,0.0,,,,,,,1.0,16.0,,,,,11.0,,,,12.0,12.0,15.0,0.0,,,,14.0,4.0,12.0,0.0,48.0,47.1,1.1,1.9,6.0,1.7,0.7,6042.0,2425.0,1.0,0.6,3.0,31.0,13.0,23.0,0.0,7.0,29.0,0.0,8.0,7.0,0.0,146.0,21.0,18.0,
2020,2020-03-04,19:15,Libertadores,Group stage,Wed,Away,W,2,0,ar Tigre,58.0,,Felipe Melo,4-2-3-1,Wilmar Roldán,Match Report,,brasileirao,24,palmeiras,abdce579,14.0,4.0,28.6,0.14,0.5,19.8,,,,4.0,100.0,,,492.0,598.0,82.3,,,2.0,,,,,,,4.0,10.0,,,,,19.0,,,,7.0,8.0,13.0,0.0,,,,13.0,3.0,12.0,3.0,40.0,53.3,1.2,0.8,4.0,1.0,1.0,9420.0,3241.0,0.8,0.6,1.0,40.0,11.0,25.0,1.0,4.0,27.0,4.0,15.0,7.0,0.0,130.0,23.0,18.0,
2020,2020-03-10,21:30,Libertadores,Group stage,Tue,Home,W,3,1,py Guaraní,66.0,,Felipe Melo,4-2-3-1,Roberto Tobar,Match Report,,brasileirao,24,palmeiras,abdce579,17.0,6.0,35.3,0.18,0.5,16.2,,,,0.0,0.0,,,474.0,575.0,82.4,,,2.0,,,,,,,7.0,20.0,,,,,15.0,,,,13.0,10.0,16.0,0.0,,,,13.0,14.0,19.0,2.0,48.0,72.4,2.7,0.8,1.0,0.8,-0.2,8251.0,3028.0,2.3,2.9,3.0,45.0,12.0,37.0,2.0,7.0,30.0,6.0,10.0,9.0,2.0,171.0,18.0,19.0,
2020,2020-08-12,21:30,Série A,Matchweek 2,Wed,Away,D,1,1,Fluminense,48.0,,Bruno Henrique,4-2-3-1,Rafael Traci,Match Report,,brasileirao,24,palmeiras,abdce579,9.0,1.0,11.1,0.11,1.0,29.0,,,,0.0,0.0,,,347.0,430.0,80.7,,,1.0,,,,,,,2.0,13.0,,,,,20.0,,,,13.0,12.0,12.0,0.0,,,,21.0,5.0,31.0,0.0,49.0,62.1,0.6,0.4,1.0,0.7,-0.3,6409.0,2531.0,0.6,0.4,0.0,49.0,8.0,31.0,1.0,3.0,17.0,2.0,10.0,9.0,2.0,117.0,14.0,19.0,
2020,2020-08-15,21:30,Série A,Matchweek 3,Sat,Home,D,1,1,Goiás,65.0,,Wéverton,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,brasileirao,24,palmeiras,abdce579,12.0,3.0,25.0,0.08,0.33,21.6,,,,4.0,80.0,,,609.0,722.0,84.3,,,1.0,,,,,,,7.0,26.0,,,,,24.0,,,,11.0,19.0,5.0,0.0,,,,19.0,12.0,11.0,0.0,62.0,56.3,0.5,0.5,5.0,0.4,-0.6,9821.0,3538.0,0.4,1.0,5.0,67.0,8.0,61.0,3.0,6.0,23.0,1.0,14.0,14.0,2.0,218.0,18.0,20.0,
