Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name
Emerson Sheik,qa QAT,FW,36.0,3,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Corinthians
Lincom,br BRA,FW,30.0,3,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Corinthians
Matheus Pereira da Silva,br BRA,MF,16.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Corinthians
Matheus Cassini,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Claudinho,br BRA,"FW,MF",18.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Caíque França,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Pedro Henrique,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Matheus Caldeira Vidotto de Oliveira,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Rodrigo Sam,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Samuel,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Matheus de Vargas,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Gustavo Viera,py PAR,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Corinthians
Squad Total,,,27.2,38,418,3420.0,38.0,69.0,46.0,115.0,63.0,6.0,6.0,66.0,2.0,1.82,1.21,3.03,1.66,2.87,,2015,brasileirao,24,2015 Corinthians
Opponent Total,,,26.4,38,418,3420.0,38.0,31.0,24.0,55.0,31.0,0.0,1.0,100.0,6.0,0.82,0.63,1.45,0.82,1.45,,2015,brasileirao,24,2015 Corinthians
Victor Leandro Bagy,br BRA,GK,32.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Rafael Carioca,br BRA,MF,25.0,36,36,3162.0,35.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Lucas Pratto,ar ARG,FW,26.0,36,36,3114.0,34.6,13.0,4.0,17.0,7.0,6.0,6.0,1.0,0.0,0.38,0.12,0.49,0.2,0.32,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Jemerson,br BRA,DF,22.0,35,35,3150.0,35.0,4.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Giovanni Augusto,br BRA,MF,25.0,35,33,2645.0,29.4,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,0.17,0.27,0.44,0.17,0.44,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Leonardo Silva,br BRA,DF,35.0,32,32,2826.0,31.4,3.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,0.1,0.03,0.13,0.1,0.13,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Douglas Santos,br BRA,"DF,MF",20.0,31,31,2695.0,29.9,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Leandro Donizete,br BRA,MF,32.0,31,27,2416.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Luan,br BRA,"FW,MF",24.0,26,24,2017.0,22.4,7.0,5.0,12.0,7.0,0.0,0.0,7.0,0.0,0.31,0.22,0.54,0.31,0.54,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Thiago Ribeiro,br BRA,FW,28.0,33,24,1945.0,21.6,9.0,1.0,10.0,8.0,1.0,1.0,3.0,0.0,0.42,0.05,0.46,0.37,0.42,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Marcos Rocha,br BRA,DF,26.0,22,22,1892.0,21.0,2.0,3.0,5.0,2.0,0.0,0.0,7.0,1.0,0.1,0.14,0.24,0.1,0.24,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Jesús Dátolo,ar ARG,MF,30.0,26,22,1880.0,20.9,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,0.34,0.14,0.48,0.34,0.48,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Patric Cabral Lalau,br BRA,"DF,MF",25.0,25,18,1675.0,18.6,3.0,4.0,7.0,3.0,0.0,0.0,4.0,1.0,0.16,0.21,0.38,0.16,0.38,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Carlos,br BRA,"FW,MF",19.0,21,8,773.0,8.6,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,0.35,0.12,0.47,0.35,0.47,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Edcarlos,br BRA,DF,29.0,8,7,679.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Maicosuel,br BRA,MF,28.0,12,6,628.0,7.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.29,0.29,0.57,0.29,0.57,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Carlos César,br BRA,DF,27.0,7,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Sherman Cárdenas,co COL,MF,25.0,17,3,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Guilherme,br BRA,"FW,MF",26.0,10,3,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Pedro Botelho,br BRA,"DF,MF",25.0,7,3,351.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Tiago Pagnussat,br BRA,DF,24.0,3,2,181.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Josué,br BRA,MF,35.0,13,1,244.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Jô,br BRA,FW,27.0,3,1,134.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.67,0.0,0.67,0.67,0.67,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Eduardo Henrique,br BRA,MF,19.0,2,1,95.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.95,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Lucas Cândido,br BRA,MF,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Dodô,br BRA,MF,20.0,12,0,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Danilo Pires,br BRA,MF,22.0,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Mansur,br BRA,DF,21.0,1,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Atlético Mineiro
André,br BRA,FW,24.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Rodolfo Pereira de Castro,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Jesiel,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Giovanni Santos,br BRA,GK,27.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Uilson,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Atlético Mineiro
Squad Total,,,27.3,38,418,3420.0,38.0,59.0,40.0,99.0,52.0,7.0,7.0,79.0,4.0,1.55,1.05,2.61,1.37,2.42,,2015,brasileirao,24,2015 Atlético Mineiro
Opponent Total,,,26.6,38,418,3420.0,38.0,46.0,35.0,81.0,42.0,4.0,6.0,82.0,4.0,1.21,0.92,2.13,1.11,2.03,,2015,brasileirao,24,2015 Atlético Mineiro
Giuliano de Paula,br BRA,"FW,MF",24.0,35,35,3071.0,34.1,6.0,7.0,13.0,6.0,0.0,0.0,0.0,0.0,0.18,0.21,0.38,0.18,0.38,Matches,2015,brasileirao,24,2015 Grêmio
Walace,br BRA,MF,19.0,34,34,2971.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.03,0.03,0.0,0.03,Matches,2015,brasileirao,24,2015 Grêmio
Marcelo Oliveira,br BRA,"DF,MF",27.0,33,33,2924.0,32.5,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,0.06,0.12,0.18,0.06,0.18,Matches,2015,brasileirao,24,2015 Grêmio
Rafael Galhardo,br BRA,DF,23.0,33,33,2866.0,31.8,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,2015,brasileirao,24,2015 Grêmio
Luan Vieira,br BRA,"FW,MF",21.0,33,33,2767.0,30.7,10.0,7.0,17.0,8.0,2.0,2.0,5.0,0.0,0.33,0.23,0.55,0.26,0.49,Matches,2015,brasileirao,24,2015 Grêmio
Pedro Geromel,br BRA,DF,29.0,31,31,2739.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Douglas dos Santos,br BRA,MF,32.0,31,30,2369.0,26.3,5.0,5.0,10.0,4.0,1.0,3.0,6.0,0.0,0.19,0.19,0.38,0.15,0.34,Matches,2015,brasileirao,24,2015 Grêmio
Pedro Rocha Neves,br BRA,"FW,MF",20.0,34,25,1972.0,21.9,5.0,1.0,6.0,5.0,0.0,0.0,3.0,1.0,0.23,0.05,0.27,0.23,0.27,Matches,2015,brasileirao,24,2015 Grêmio
Marcelo Grohe,br BRA,GK,28.0,23,23,1961.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Maicon Souza,br BRA,MF,29.0,23,23,1898.0,21.1,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,2015,brasileirao,24,2015 Grêmio
Frickson Erazo,ec ECU,DF,26.0,23,22,1987.0,22.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,2015,brasileirao,24,2015 Grêmio
Tiago Machowski,br BRA,GK,21.0,12,11,1040.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Rhodolfo,br BRA,DF,28.0,11,11,983.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,2015,brasileirao,24,2015 Grêmio
Edinho Campos,br BRA,MF,32.0,19,10,1079.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,2015,brasileirao,24,2015 Grêmio
Bobô,br BRA,FW,30.0,20,9,871.0,9.7,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,0.52,0.31,0.83,0.52,0.83,Matches,2015,brasileirao,24,2015 Grêmio
Bressan,br BRA,DF,22.0,9,9,810.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2015,brasileirao,24,2015 Grêmio
Everton Soares,br BRA,"FW,MF",18.0,14,6,623.0,6.9,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.58,0.14,0.72,0.58,0.72,Matches,2015,brasileirao,24,2015 Grêmio
Fernandinho,br BRA,"FW,MF",29.0,16,6,590.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,2015,brasileirao,24,2015 Grêmio
Marcelo Hermes,br BRA,"DF,MF",19.0,7,6,586.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Yuri Mamute,br BRA,FW,19.0,15,4,632.0,7.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.43,0.0,0.43,0.43,0.43,Matches,2015,brasileirao,24,2015 Grêmio
Bruno Grassi,br BRA,GK,27.0,5,4,419.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Ramiro Benetti,br BRA,"DF,MF",21.0,5,4,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Rafael Thyere,br BRA,DF,21.0,4,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Lucas Ramon,br BRA,DF,20.0,6,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Moisés Wolschick,br BRA,MF,20.0,8,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Fellipe Bastos,br BRA,MF,24.0,6,1,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Maxi Rodríguez,uy URU,"FW,MF",24.0,9,1,186.0,2.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.48,0.48,0.97,0.48,0.97,Matches,2015,brasileirao,24,2015 Grêmio
William Schuster,br BRA,MF,27.0,5,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Matías Rodríguez,ar ARG,"DF,MF",28.0,2,1,107.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.84,0.84,Matches,2015,brasileirao,24,2015 Grêmio
Lincoln,br BRA,MF,16.0,2,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Júnior Tavares,br BRA,"DF,MF",18.0,2,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Araujo,br BRA,MF,19.0,1,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Braian Rodríguez,uy URU,FW,28.0,14,0,245.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,2015,brasileirao,24,2015 Grêmio
Victor Rangel,br BRA,FW,24.0,6,0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Grêmio
Balbino,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Wesley Claudio Campos,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Lucas Costa,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Denilson,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Léo Jardim,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Arthur Melo,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Kaio Mendes,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Gabriel Teixeira da Silva,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Léo Tilica,br BRA,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Felipe Tontini,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Grêmio
Squad Total,,,25.4,38,418,3420.0,38.0,50.0,36.0,86.0,47.0,3.0,5.0,97.0,2.0,1.32,0.95,2.26,1.24,2.18,,2015,brasileirao,24,2015 Grêmio
Opponent Total,,,26.3,38,418,3420.0,38.0,31.0,20.0,51.0,27.0,4.0,4.0,109.0,7.0,0.82,0.53,1.34,0.71,1.24,,2015,brasileirao,24,2015 Grêmio
Thiago Mendes,br BRA,"DF,MF",22.0,35,30,2737.0,30.4,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,2015,brasileirao,24,2015 São Paulo
Michel Bastos,br BRA,"DF,MF",31.0,31,30,2581.0,28.7,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,2015,brasileirao,24,2015 São Paulo
Ganso,br BRA,MF,25.0,31,29,2632.0,29.2,2.0,11.0,13.0,2.0,0.0,0.0,8.0,1.0,0.07,0.38,0.44,0.07,0.44,Matches,2015,brasileirao,24,2015 São Paulo
Alexandre Pato,br BRA,"FW,MF",25.0,33,29,2474.0,27.5,10.0,6.0,16.0,10.0,0.0,0.0,4.0,0.0,0.36,0.22,0.58,0.36,0.58,Matches,2015,brasileirao,24,2015 São Paulo
Bruno Vieira,br BRA,DF,29.0,30,28,2190.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 São Paulo
Lucão,br BRA,DF,18.0,25,25,2227.0,24.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2015,brasileirao,24,2015 São Paulo
Rodrigo Caio,br BRA,"DF,MF",21.0,24,23,2108.0,23.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2015,brasileirao,24,2015 São Paulo
Rogério Ceni,br BRA,GK,42.0,23,23,2070.0,23.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,0.13,0.0,0.13,0.0,0.0,Matches,2015,brasileirao,24,2015 São Paulo
Hudson,br BRA,MF,27.0,29,21,1769.0,19.7,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2015,brasileirao,24,2015 São Paulo
Luís Fabiano,br BRA,FW,34.0,22,18,1556.0,17.3,8.0,2.0,10.0,7.0,1.0,1.0,8.0,1.0,0.46,0.12,0.58,0.4,0.52,Matches,2015,brasileirao,24,2015 São Paulo
Carlinhos,br BRA,DF,28.0,19,18,1520.0,16.9,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.12,0.18,0.3,0.12,0.3,Matches,2015,brasileirao,24,2015 São Paulo
