Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name
Moisés,br BRA,DF,21.0,4,3,296.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,2017,brasileirao,24,2017 Corinthians
Marciel,br BRA,DF,21.0,3,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Caíque França,br BRA,GK,21.0,3,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Fellipe Bastos,br BRA,MF,26.0,7,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Pedrinho,br BRA,MF,18.0,12,1,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Léo Santos,br BRA,DF,18.0,2,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Rodrigo Figueiredo,br BRA,MF,20.0,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Walter,br BRA,GK,29.0,1,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Danilo,br BRA,MF,37.0,2,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Clayton,br BRA,"FW,MF",21.0,3,0,22.0,0.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.18,0.0,8.18,8.18,8.18,Matches,2017,brasileirao,24,2017 Corinthians
Léo Jabá,br BRA,"FW,MF",18.0,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Carlinhos,br BRA,FW,19.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Guilherme Mantuan,br BRA,MF,19.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Corinthians
Warian Ameixa,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Corinthians
Filipe,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Corinthians
Matheus Caldeira Vidotto de Oliveira,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Corinthians
Squad Total,,,25.7,38,418,3420.0,38.0,50.0,36.0,86.0,46.0,4.0,5.0,83.0,1.0,1.32,0.95,2.26,1.21,2.16,,2017,brasileirao,24,2017 Corinthians
Opponent Total,,,27.3,38,418,3420.0,38.0,30.0,23.0,53.0,29.0,1.0,4.0,86.0,3.0,0.79,0.61,1.39,0.76,1.37,,2017,brasileirao,24,2017 Corinthians
Fernando Prass,br BRA,GK,38.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Tchê Tchê,br BRA,MF,24.0,34,32,2905.0,32.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.09,0.09,0.0,0.09,Matches,2017,brasileirao,24,2017 Palmeiras
Mayke,br BRA,DF,24.0,26,26,2223.0,24.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,2017,brasileirao,24,2017 Palmeiras
Edu Dracena,br BRA,DF,35.0,25,24,2157.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Dudu,br BRA,"MF,FW",25.0,26,23,2098.0,23.3,9.0,4.0,13.0,9.0,0.0,0.0,6.0,0.0,0.39,0.17,0.56,0.39,0.56,Matches,2017,brasileirao,24,2017 Palmeiras
Willian,br BRA,FW,30.0,26,22,1810.0,20.1,7.0,5.0,12.0,7.0,0.0,1.0,5.0,1.0,0.35,0.25,0.6,0.35,0.6,Matches,2017,brasileirao,24,2017 Palmeiras
Keno,br BRA,"MF,FW",27.0,31,21,1899.0,21.1,8.0,4.0,12.0,8.0,0.0,0.0,2.0,0.0,0.38,0.19,0.57,0.38,0.57,Matches,2017,brasileirao,24,2017 Palmeiras
Egídio Pereira Júnior,br BRA,DF,30.0,21,21,1845.0,20.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,2017,brasileirao,24,2017 Palmeiras
Juninho,br BRA,DF,21.0,21,20,1787.0,19.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2017,brasileirao,24,2017 Palmeiras
Moisés Magalhães,br BRA,MF,28.0,19,18,1559.0,17.3,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.17,0.17,0.35,0.17,0.35,Matches,2017,brasileirao,24,2017 Palmeiras
Jean,br BRA,"MF,DF",30.0,20,18,1526.0,17.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.12,0.06,0.18,0.06,0.12,Matches,2017,brasileirao,24,2017 Palmeiras
Luan Garcia,br BRA,DF,23.0,19,16,1428.0,15.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches,2017,brasileirao,24,2017 Palmeiras
Roger Guedes,br BRA,"MF,FW",20.0,26,15,1436.0,16.0,4.0,3.0,7.0,2.0,2.0,2.0,2.0,0.0,0.25,0.19,0.44,0.13,0.31,Matches,2017,brasileirao,24,2017 Palmeiras
Yerry Mina,co COL,DF,22.0,15,15,1323.0,14.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.14,0.07,0.2,0.14,0.2,Matches,2017,brasileirao,24,2017 Palmeiras
Alejandro Guerra,ve VEN,MF,31.0,20,15,1249.0,13.9,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,0.36,0.14,0.5,0.36,0.5,Matches,2017,brasileirao,24,2017 Palmeiras
Bruno Henrique,br BRA,MF,27.0,15,15,1056.0,11.7,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches,2017,brasileirao,24,2017 Palmeiras
Thiago dos Santos,br BRA,MF,27.0,25,13,1296.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Michel Bastos,br BRA,"DF,MF",33.0,17,13,1197.0,13.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,2017,brasileirao,24,2017 Palmeiras
Deyverson,br BRA,FW,25.0,19,13,1182.0,13.1,7.0,2.0,9.0,7.0,0.0,1.0,1.0,1.0,0.53,0.15,0.69,0.53,0.69,Matches,2017,brasileirao,24,2017 Palmeiras
Miguel Borja,co COL,FW,24.0,24,9,1117.0,12.4,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,0.48,0.08,0.56,0.4,0.48,Matches,2017,brasileirao,24,2017 Palmeiras
Zé Roberto,br BRA,"MF,DF",42.0,15,9,777.0,8.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,2017,brasileirao,24,2017 Palmeiras
Felipe Melo,br BRA,MF,33.0,10,8,631.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,2017,brasileirao,24,2017 Palmeiras
Jailson,br BRA,GK,35.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Erik Lima,br BRA,"MF,FW",22.0,9,5,440.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,2017,brasileirao,24,2017 Palmeiras
Antonio Carlos,br BRA,DF,23.0,5,3,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Fabiano Leismann,br BRA,DF,25.0,6,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Raphael Veiga,br BRA,MF,21.0,11,2,313.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,2017,brasileirao,24,2017 Palmeiras
Gabriel Furtado,br BRA,MF,17.0,1,1,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Hyoran,br BRA,MF,23.0,5,0,96.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94,Matches,2017,brasileirao,24,2017 Palmeiras
Fernando,br BRA,FW,17.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Matheus Iacovelli,br BRA,FW,18.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Arouca,br BRA,"DF,MF",30.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Palmeiras
Alan,br BRA,MF,16.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Palmeiras
Daniel Fuzato,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Palmeiras
Léo Passos,br BRA,FW,17.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Palmeiras
Vinicius Silvestre,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Palmeiras
Vitinho,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Palmeiras
Squad Total,,,28.3,38,418,3420.0,38.0,59.0,41.0,100.0,55.0,4.0,7.0,86.0,4.0,1.55,1.08,2.63,1.45,2.53,,2017,brasileirao,24,2017 Palmeiras
Opponent Total,,,26.7,38,418,3420.0,38.0,44.0,30.0,74.0,37.0,7.0,9.0,107.0,5.0,1.16,0.79,1.95,0.97,1.76,,2017,brasileirao,24,2017 Palmeiras
Vanderlei,br BRA,GK,32.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Lucas Veríssimo,br BRA,DF,21.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Bruno Henrique,br BRA,MF,26.0,28,28,2500.0,27.8,8.0,11.0,19.0,8.0,0.0,0.0,6.0,1.0,0.29,0.4,0.68,0.29,0.68,Matches,2017,brasileirao,24,2017 Santos
David Braz,br BRA,DF,29.0,28,28,2437.0,27.1,3.0,2.0,5.0,3.0,0.0,0.0,10.0,1.0,0.11,0.07,0.18,0.11,0.18,Matches,2017,brasileirao,24,2017 Santos
Jean Mota,br BRA,"DF,MF",23.0,30,25,2312.0,25.7,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches,2017,brasileirao,24,2017 Santos
Lucas Lima,br BRA,MF,26.0,25,24,2093.0,23.3,1.0,6.0,7.0,1.0,0.0,0.0,12.0,0.0,0.04,0.26,0.3,0.04,0.3,Matches,2017,brasileirao,24,2017 Santos
Jonathan Copete,co COL,MF,29.0,29,24,2059.0,22.9,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,0.31,0.04,0.35,0.31,0.35,Matches,2017,brasileirao,24,2017 Santos
Victor Ferraz,br BRA,DF,29.0,23,23,2069.0,23.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,2017,brasileirao,24,2017 Santos
Ricardo Oliveira,br BRA,FW,36.0,23,23,1908.0,21.2,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,0.38,0.05,0.42,0.38,0.42,Matches,2017,brasileirao,24,2017 Santos
Renato,br BRA,MF,37.0,23,22,1881.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Alison,br BRA,MF,23.0,26,20,1830.0,20.3,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2017,brasileirao,24,2017 Santos
Kayke Rodrigues,br BRA,FW,28.0,26,15,1329.0,14.8,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.2,0.07,0.27,0.2,0.27,Matches,2017,brasileirao,24,2017 Santos
Daniel Guedes,br BRA,DF,22.0,16,13,1214.0,13.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,0.07,0.07,0.15,0.07,0.15,Matches,2017,brasileirao,24,2017 Santos
Zeca,br BRA,DF,22.0,14,13,1171.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,2017,brasileirao,24,2017 Santos
Thiago Maia,br BRA,MF,19.0,12,11,1000.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,2017,brasileirao,24,2017 Santos
Emiliano Vecchio,ar ARG,MF,28.0,12,8,701.0,7.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.13,0.13,0.26,0.13,0.26,Matches,2017,brasileirao,24,2017 Santos
Matheus Jesus,br BRA,MF,19.0,10,8,658.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,2017,brasileirao,24,2017 Santos
Yuri Oliveira Lima,br BRA,"MF,DF",22.0,11,8,656.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Vitor Bueno,br BRA,MF,22.0,8,7,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Vladimir Hernández,co COL,MF,27.0,14,6,602.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,2017,brasileirao,24,2017 Santos
Arthur,br BRA,"MF,FW",18.0,11,6,552.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,2017,brasileirao,24,2017 Santos
Fabián Noguera,ar ARG,DF,23.0,7,6,513.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,2017,brasileirao,24,2017 Santos
Luiz Felipe,br BRA,DF,23.0,8,5,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Thiago Ribeiro,br BRA,MF,30.0,10,5,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Leandro Donizete,br BRA,MF,34.0,9,4,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Léo Cittadini,br BRA,MF,22.0,7,3,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Caju,br BRA,DF,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Matheus Ribeiro,br BRA,DF,23.0,4,3,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Serginho,br BRA,MF,21.0,9,2,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Gustavo Henrique,br BRA,DF,23.0,2,2,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Orinho,br BRA,DF,21.0,2,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
João Paulo,br BRA,GK,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Rafael Longuine,br BRA,"FW,MF",26.0,4,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Rodrigão,br BRA,FW,23.0,2,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Lucas Crispim,br BRA,"DF,MF",22.0,3,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Yuri Alberto,br BRA,FW,15.0,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Nilmar,br BRA,FW,32.0,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Emerson,br BRA,DF,18.0,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Rodrygo,br BRA,"FW,MF",16.0,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Matheus Oliveira Santos,br BRA,MF,19.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Cléber,br BRA,DF,26.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Santos
Matheus Gabriel,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Santos
John,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Santos
Vladimir,br BRA,GK,27.0,0,0,,,,,,,,,,,,,,,,Matches,2017,brasileirao,24,2017 Santos
Squad Total,,,27.1,38,418,3420.0,38.0,41.0,32.0,73.0,41.0,0.0,1.0,99.0,4.0,1.08,0.84,1.92,1.08,1.92,,2017,brasileirao,24,2017 Santos
Opponent Total,,,26.9,38,418,3420.0,38.0,31.0,20.0,51.0,27.0,4.0,9.0,94.0,4.0,0.82,0.53,1.34,0.71,1.24,,2017,brasileirao,24,2017 Santos
Arthur Melo,br BRA,MF,20.0,27,27,2179.0,24.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2017,brasileirao,24,2017 Grêmio
Ramiro Benetti,br BRA,MF,23.0,26,26,2225.0,24.7,6.0,4.0,10.0,6.0,0.0,0.0,4.0,0.0,0.24,0.16,0.4,0.24,0.4,Matches,2017,brasileirao,24,2017 Grêmio
Bruno Cortez,br BRA,DF,29.0,24,23,2089.0,23.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2017,brasileirao,24,2017 Grêmio
Marcelo Grohe,br BRA,GK,30.0,23,23,2054.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2017,brasileirao,24,2017 Grêmio
Walter Kannemann,ar ARG,DF,25.0,23,23,2041.0,22.7,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2017,brasileirao,24,2017 Grêmio
Michel,br BRA,MF,26.0,23,22,1988.0,22.1,5.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,2017,brasileirao,24,2017 Grêmio
Fernandinho,br BRA,MF,31.0,28,21,2000.0,22.2,9.0,2.0,11.0,7.0,2.0,2.0,3.0,0.0,0.41,0.09,0.5,0.32,0.41,Matches,2017,brasileirao,24,2017 Grêmio
Pedro Geromel,br BRA,DF,31.0,20,20,1800.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2017,brasileirao,24,2017 Grêmio
Luan Vieira,br BRA,"MF,FW",23.0,20,20,1770.0,19.7,6.0,6.0,12.0,6.0,0.0,1.0,2.0,0.0,0.31,0.31,0.61,0.31,0.61,Matches,2017,brasileirao,24,2017 Grêmio
Edílson Mendes,br BRA,DF,30.0,21,19,1697.0,18.9,2.0,1.0,3.0,2.0,0.0,1.0,6.0,1.0,0.11,0.05,0.16,0.11,0.16,Matches,2017,brasileirao,24,2017 Grêmio
