Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2021-04-21,18:00,Libertadores,Group stage,Wed,Away,D,1,1,ve Dep La Guaira,2.5,0.9,71,,Réver,4-3-3,5-3-2,Facundo Tello,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,28,9,32.1,0.04,0.11,20.8,6,5,83.3,1.2,0.2,566.0,674.0,84.0,10135.0,3463.0,0,1.5,1.5,9.0,100.0,19.0,70.0,7.0,56,0.0,13.0,47.0,1.0,15.0,7,7.0,2.0,10.0,11,9.0,0.0,312.0,33.0,31.0,18.0,4.0,12,0,58.0,73.3
2021-04-27,19:15,Libertadores,Group stage,Tue,Home,W,2,1,co CD América,2.0,0.4,57,,Júnior Alonso,4-3-3,4-2-3-1,Daniel Fedorczuk,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,22,6,27.3,0.05,0.17,21.2,2,1,50.0,0.3,-0.7,379.0,478.0,79.3,7200.0,2892.0,1,1.1,1.7,2.0,35.0,19.0,36.0,0.0,18,1.0,9.0,43.0,4.0,20.0,9,7.0,3.0,13.0,17,16.0,1.0,167.0,18.0,10.0,22.0,6.0,13,2,54.0,51.4
2021-05-04,19:15,Libertadores,Group stage,Tue,Home,W,4,0,py Cerro Porteño,3.3,0.2,42,,Júnior Alonso,4-3-3,4-4-1-1,Néstor Pitana,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,20,9,45.0,0.2,0.44,17.2,1,1,100.0,0.0,0.0,335.0,420.0,79.8,6062.0,2750.0,3,2.5,1.4,2.0,45.0,12.0,36.0,0.0,10,3.0,1.0,31.0,6.0,14.0,8,8.0,3.0,14.0,19,18.0,0.0,119.0,10.0,9.0,17.0,5.0,19,2,59.0,45.5
2021-05-13,19:00,Libertadores,Group stage,Thu,Away,W,3,1,co CD América,2.7,1.1,39,,Júnior Alonso,4-3-3,4-3-3,Andrés Cunha,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,21,11,52.4,0.14,0.27,17.4,4,3,75.0,1.0,0.0,253.0,328.0,77.1,4767.0,2224.0,3,2.1,1.2,2.0,33.0,14.0,23.0,2.0,13,0.0,7.0,38.0,6.0,10.0,8,6.0,0.0,11.0,12,19.0,0.0,112.0,13.0,9.0,10.0,6.0,12,3,46.0,87.5
2021-05-19,20:00,Libertadores,Group stage,Wed,Away,W,1,0,py Cerro Porteño,0.9,0.6,58,,Júnior Alonso,4-3-3,4-4-1-1,Esteban Ostojich,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,11,5,45.5,0.09,0.2,23.4,2,2,100.0,0.4,0.4,404.0,503.0,80.3,7113.0,2508.0,0,0.7,0.4,0.0,38.0,9.0,28.0,5.0,15,0.0,5.0,21.0,1.0,14.0,8,7.0,3.0,12.0,7,16.0,0.0,129.0,14.0,12.0,14.0,6.0,16,0,52.0,44.4
2021-05-25,21:30,Libertadores,Group stage,Tue,Home,W,4,0,ve Dep La Guaira,3.6,0.3,65,,Júnior Alonso,4-3-3,5-4-1,Nicolás Lamolina,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,26,11,42.3,0.15,0.36,18.5,2,2,100.0,0.3,0.3,632.0,707.0,89.4,10548.0,3400.0,3,3.1,3.1,5.0,76.0,20.0,65.0,9.0,27,0.0,6.0,47.0,7.0,12.0,11,6.0,2.0,9.0,14,5.0,0.0,266.0,24.0,16.0,13.0,7.0,14,3,44.0,61.1
2021-05-30,11:00,Série A,Matchweek 1,Sun,Home,L,1,2,Fortaleza,1.7,0.9,54,,Júnior Alonso,4-2-3-1,3-5-2,Caio Max Augusto Vieira,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,12,3,25.0,0.0,0.0,25.0,5,3,60.0,1.5,-0.5,349.0,430.0,81.2,6828.0,2564.0,0,0.6,0.5,1.0,33.0,7.0,33.0,2.0,8,1.0,5.0,25.0,2.0,9.0,5,4.0,2.0,14.0,6,2.0,0.0,117.0,18.0,7.0,10.0,6.0,16,2,30.0,38.9
2021-06-06,20:30,Série A,Matchweek 2,Sun,Away,W,1,0,Sport Recife,0.8,0.5,52,,Réver,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,10,1,10.0,0.1,1.0,19.2,1,1,100.0,0.1,0.1,436.0,508.0,85.8,7917.0,2967.0,1,0.7,0.8,1.0,34.0,8.0,36.0,5.0,18,0.0,7.0,18.0,2.0,16.0,10,5.0,2.0,6.0,8,17.0,0.0,137.0,13.0,10.0,10.0,14.0,15,0,43.0,45.5
2021-06-13,16:00,Série A,Matchweek 3,Sun,Home,W,1,0,São Paulo,1.3,0.2,42,,Réver,4-2-3-1,3-5-2,Anderson Daronco,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,9,2,22.2,0.11,0.5,20.7,0,0,,0.0,0.0,336.0,408.0,82.4,6488.0,2536.0,1,1.0,0.9,1.0,28.0,7.0,22.0,4.0,12,0.0,4.0,16.0,2.0,15.0,9,5.0,4.0,9.0,6,14.0,0.0,117.0,12.0,9.0,24.0,4.0,14,2,44.0,72.7
2021-06-16,19:00,Série A,Matchweek 4,Wed,Away,W,1,0,Internacional,1.0,1.1,42,,Réver,4-1-4-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,2021,brasileirao,24,2021 Atlético Mineiro,6,2,33.3,0.17,0.5,19.9,1,1,100.0,0.6,0.6,365.0,461.0,79.2,7200.0,2583.0,1,0.7,0.2,1.0,33.0,5.0,31.0,3.0,8,2.0,1.0,12.0,2.0,26.0,17,13.0,3.0,14.0,18,40.0,0.0,89.0,14.0,5.0,12.0,10.0,13,0,56.0,44.4
