Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90,Matches,season,league_name,league_id,team_name
Matheus Cunha,br BRA,GK,23-151,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,Flamengo
Igor,br BRA,MF,21-229,3,2,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,2024,brasileirao,24,Flamengo
Victor Hugo,br BRA,"FW,MF",20-164,10,1,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,8.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches,2024,brasileirao,24,Flamengo
Evertton,br BRA,MF,21-237,8,1,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,8.0,2.0,0.5,0.0,0.5,0.5,0.5,0.3,0.01,0.31,0.3,0.31,Matches,2024,brasileirao,24,Flamengo
Alex Sandro,br BRA,DF,33-270,3,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,7.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.03,0.44,0.47,0.03,0.47,Matches,2024,brasileirao,24,Flamengo
Michael,br BRA,FW,28-224,3,1,135.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,0.1,1.6,7.0,3.0,27.0,0.67,0.0,0.67,0.67,0.67,1.04,0.05,1.1,1.04,1.1,Matches,2024,brasileirao,24,Flamengo
Cleiton,br BRA,DF,21-180,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2024,brasileirao,24,Flamengo
Werton,br BRA,"MF,FW",21-036,2,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2024,brasileirao,24,Flamengo
Wallace,br BRA,"MF,FW",19-257,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,2024,brasileirao,24,Flamengo
Felipe Teresa,br BRA,"MF,FW",18-294,1,0,5.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,18.0,0.0,18.0,18.0,18.0,5.52,0.0,5.52,5.52,5.52,Matches,2024,brasileirao,24,Flamengo
Daniel Sales,br BRA,DF,18-121,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,Flamengo
Ainoã,br BRA,DF,19-264,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Luis Aucélio,br BRA,MF,18-157,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Caio Barone,br BRA,GK,18-171,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
João Carbone,br BRA,DF,19-267,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Francisco Dyogo,br BRA,GK,20-287,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Fabiano,br BRA,MF,19-133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Guilherme,br BRA,MF,18-263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Iago,br BRA,DF,19-187,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Pedrinho,br BRA,FW,18-116,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Rayan,br BRA,MF,19-293,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Lucas Furtado dos Santos,br BRA,MF,19-227,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Ogundana Shola,ng NGA,FW,19-243,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Weliton,cl CHI,FW,19-192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,Flamengo
Squad Total,,,28.1,29,319,2610.0,29.0,44.0,32.0,76.0,38.0,6.0,7.0,53.0,2.0,40.8,35.2,28.8,64.1,552.0,1320.0,1308.0,1.52,1.1,2.62,1.31,2.41,1.41,0.99,2.4,1.21,2.21,,2024,brasileirao,24,Flamengo
Opponent Total,,,28.3,29,319,2610.0,29.0,33.0,25.0,58.0,31.0,2.0,5.0,85.0,11.0,33.3,29.3,22.2,51.6,377.0,913.0,903.0,1.14,0.86,2.0,1.07,1.93,1.15,0.77,1.92,1.01,1.78,,2024,brasileirao,24,Flamengo
Robert Arboleda,ec ECU,DF,33-000,24,23,2044.0,22.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.5,1.5,1.0,37.0,2.0,0.09,0.0,0.09,0.09,0.09,0.04,0.02,0.06,0.04,0.06,Matches,2024,brasileirao,24,São Paulo
Igor Vinícius de Souza,br BRA,DF,27-204,22,21,1796.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,2.3,3.0,44.0,93.0,110.0,0.0,0.1,0.1,0.0,0.1,0.04,0.11,0.15,0.04,0.15,Matches,2024,brasileirao,24,São Paulo
Jonathan Calleri,ar ARG,FW,31-029,24,21,1782.0,19.8,5.0,3.0,8.0,5.0,0.0,0.0,6.0,0.0,4.9,4.9,1.1,6.0,23.0,26.0,98.0,0.25,0.15,0.4,0.25,0.4,0.25,0.06,0.3,0.25,0.3,Matches,2024,brasileirao,24,São Paulo
Luciano,br BRA,"MF,FW",31-157,24,20,1703.0,18.9,9.0,2.0,11.0,8.0,1.0,2.0,12.0,1.0,6.1,4.3,1.9,6.3,13.0,57.0,97.0,0.48,0.11,0.58,0.42,0.53,0.32,0.1,0.42,0.23,0.33,Matches,2024,brasileirao,24,São Paulo
Welington,br BRA,DF,23-246,22,19,1697.0,18.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.8,1.2,40.0,79.0,105.0,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.07,0.02,0.07,Matches,2024,brasileirao,24,São Paulo
Lucas Moura,br BRA,"FW,MF",32-070,21,19,1623.0,18.0,8.0,4.0,12.0,6.0,2.0,2.0,3.0,0.0,4.5,3.0,2.5,5.4,55.0,90.0,107.0,0.44,0.22,0.67,0.33,0.55,0.25,0.14,0.39,0.16,0.3,Matches,2024,brasileirao,24,São Paulo
Rafael Pires,br BRA,GK,35-121,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,São Paulo
Luiz Gustavo,br BRA,MF,37-091,21,17,1595.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.4,1.2,22.0,97.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,2024,brasileirao,24,São Paulo
Alan Franco,ar ARG,DF,28-011,19,17,1483.0,16.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.9,0.9,0.3,1.2,7.0,59.0,5.0,0.0,0.06,0.06,0.0,0.06,0.06,0.02,0.08,0.06,0.08,Matches,2024,brasileirao,24,São Paulo
Alisson,br BRA,MF,31-119,16,16,1353.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.5,1.0,16.0,87.0,20.0,0.07,0.13,0.2,0.07,0.2,0.04,0.03,0.07,0.04,0.07,Matches,2024,brasileirao,24,São Paulo
Damián Bobadilla,py PAR,MF,23-103,17,14,1015.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.8,1.7,7.0,57.0,13.0,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.15,0.08,0.15,Matches,2024,brasileirao,24,São Paulo
André Silva,br BRA,"FW,MF",27-141,23,12,1107.0,12.3,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,2.9,2.9,0.8,3.7,17.0,25.0,86.0,0.41,0.16,0.57,0.41,0.57,0.24,0.06,0.3,0.24,0.3,Matches,2024,brasileirao,24,São Paulo
Jandrei,br BRA,GK,31-235,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,São Paulo
Wellington Rato,br BRA,"FW,MF",32-116,20,10,954.0,10.6,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,2.5,4.1,21.0,44.0,79.0,0.0,0.38,0.38,0.0,0.38,0.15,0.24,0.39,0.15,0.39,Matches,2024,brasileirao,24,São Paulo
Nahuel Ferraresi,ve VEN,DF,25-338,14,9,902.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.1,9.0,45.0,14.0,0.1,0.1,0.2,0.1,0.2,0.04,0.08,0.11,0.04,0.11,Matches,2024,brasileirao,24,São Paulo
Diego,br BRA,DF,25-093,14,9,894.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,4.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,2024,brasileirao,24,São Paulo
Ferreira,br BRA,"FW,MF",26-296,20,9,856.0,9.5,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,2.8,2.8,1.6,4.4,55.0,49.0,112.0,0.53,0.11,0.63,0.53,0.63,0.29,0.17,0.46,0.29,0.46,Matches,2024,brasileirao,24,São Paulo
Rodrigo Nestor,br BRA,"MF,FW",24-074,21,9,846.0,9.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,1.3,2.4,23.0,48.0,53.0,0.0,0.21,0.21,0.0,0.21,0.11,0.14,0.25,0.11,0.25,Matches,2024,brasileirao,24,São Paulo
Michel Araujo,uy URU,"DF,FW",28-024,18,9,819.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,1.7,2.8,22.0,44.0,47.0,0.0,0.11,0.11,0.0,0.11,0.13,0.18,0.31,0.13,0.31,Matches,2024,brasileirao,24,São Paulo
José Sabino,br BRA,DF,27-363,7,7,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,2.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches,2024,brasileirao,24,São Paulo
Marcos Antônio,br BRA,MF,24-131,6,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,6.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,2024,brasileirao,24,São Paulo
Rafinha,br BRA,DF,39-045,6,5,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2024,brasileirao,24,São Paulo
Erick,br BRA,"FW,MF",26-317,16,4,513.0,5.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,2.0,2.6,24.0,31.0,61.0,0.18,0.35,0.53,0.18,0.53,0.11,0.36,0.46,0.11,0.46,Matches,2024,brasileirao,24,São Paulo
Patryck,br BRA,"DF,FW",21-278,7,4,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,7.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,2024,brasileirao,24,São Paulo
Giuliano Galoppo,ar ARG,MF,25-126,13,3,391.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.4,1.2,8.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.28,0.19,0.28,Matches,2024,brasileirao,24,São Paulo
William Gomes,br BRA,"FW,MF",18-221,7,3,348.0,3.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.3,1.3,22.0,11.0,48.0,0.52,0.0,0.52,0.52,0.52,0.26,0.08,0.34,0.26,0.34,Matches,2024,brasileirao,24,São Paulo
Ruan,br BRA,DF,25-137,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,2024,brasileirao,24,São Paulo
Juan Santos,br BRA,"FW,MF",22-230,10,3,263.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,6.0,4.0,21.0,0.0,0.34,0.34,0.0,0.34,0.22,0.07,0.3,0.22,0.3,Matches,2024,brasileirao,24,São Paulo
Pablo Maia,br BRA,MF,22-286,3,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.05,0.11,Matches,2024,brasileirao,24,São Paulo
João Moreira,pt POR,"DF,MF",20-154,3,3,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2024,brasileirao,24,São Paulo
Liziero,br BRA,"MF,DF",26-258,6,1,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2024,brasileirao,24,São Paulo
Jamal Lewis,nir NIR,DF,26-271,3,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2024,brasileirao,24,São Paulo
Santiago Longo,ar ARG,MF,26-193,2,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2024,brasileirao,24,São Paulo
Rodrigo,br BRA,MF,20-220,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.67,0.05,0.72,0.67,0.72,Matches,2024,brasileirao,24,São Paulo
James Rodríguez,co COL,MF,33-102,2,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,São Paulo
Henrique,br BRA,FW,17-348,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,São Paulo
Young,br BRA,GK,22-229,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,São Paulo
Matheus Belém,br BRA,DF,21-252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,São Paulo
Igor,br BRA,DF,17-064,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,São Paulo
Leandro Mathias,br BRA,GK,19-343,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024,brasileirao,24,São Paulo
Squad Total,,,29.2,30,330,2700.0,30.0,40.0,29.0,69.0,37.0,3.0,4.0,85.0,3.0,34.5,31.2,23.2,54.3,469.0,1202.0,1192.0,1.33,0.97,2.3,1.23,2.2,1.15,0.77,1.92,1.04,1.81,,2024,brasileirao,24,São Paulo
Opponent Total,,,28.5,30,330,2700.0,30.0,30.0,19.0,49.0,27.0,3.0,3.0,84.0,9.0,25.6,23.2,17.0,40.2,419.0,956.0,941.0,1.0,0.63,1.63,0.9,1.53,0.85,0.57,1.42,0.77,1.34,,2024,brasileirao,24,São Paulo
Wesley,br BRA,"FW,MF",25-206,26,23,1981.0,22.0,7.0,1.0,8.0,7.0,0.0,0.0,7.0,0.0,5.9,5.9,2.2,8.1,81.0,80.0,186.0,0.32,0.05,0.36,0.32,0.36,0.27,0.1,0.37,0.27,0.37,Matches,2024,brasileirao,24,Internacional
Thiago Maia,br BRA,MF,27-213,22,21,1583.0,17.6,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,1.7,3.7,18.0,93.0,40.0,0.11,0.23,0.34,0.11,0.34,0.11,0.1,0.21,0.11,0.21,Matches,2024,brasileirao,24,Internacional
Vitão,br BRA,DF,24-263,21,19,1711.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.1,1.2,24.0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,2024,brasileirao,24,Internacional
Sergio Rochet,uy URU,GK,31-213,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,Internacional
Bruno Henrique,br BRA,"MF,FW",35-001,28,17,1520.0,16.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.9,2.9,2.4,5.3,19.0,99.0,48.0,0.12,0.06,0.18,0.12,0.18,0.17,0.14,0.31,0.17,0.31,Matches,2024,brasileirao,24,Internacional
Bruno Gomes,br BRA,"DF,MF",23-201,22,16,1437.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.9,1.4,30.0,100.0,62.0,0.06,0.06,0.13,0.06,0.13,0.03,0.06,0.09,0.03,0.09,Matches,2024,brasileirao,24,Internacional
Alexandro Bernabei,ar ARG,DF,24-028,15,15,1343.0,14.9,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,3.0,4.0,37.0,71.0,57.0,0.13,0.2,0.34,0.13,0.34,0.07,0.2,0.27,0.07,0.27,Matches,2024,brasileirao,24,Internacional
Rafael Borré,co COL,FW,29-037,15,15,1219.0,13.5,7.0,1.0,8.0,7.0,0.0,1.0,5.0,0.0,9.8,9.0,0.7,9.7,12.0,28.0,87.0,0.52,0.07,0.59,0.52,0.59,0.72,0.05,0.78,0.67,0.72,Matches,2024,brasileirao,24,Internacional
Fernando,br BRA,"MF,DF",37-089,19,14,1313.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.4,0.9,17.0,57.0,6.0,0.07,0.0,0.07,0.07,0.07,0.03,0.03,0.06,0.03,0.06,Matches,2024,brasileirao,24,Internacional
Gabriel Carvalho,br BRA,"FW,MF",17-066,15,14,1018.0,11.3,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.6,2.6,3.1,5.7,40.0,47.0,134.0,0.09,0.18,0.27,0.09,0.27,0.23,0.27,0.5,0.23,0.5,Matches,2024,brasileirao,24,Internacional
Romulo,br BRA,MF,24-235,21,13,1202.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,10.0,49.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2024,brasileirao,24,Internacional
Gabriel Mercado,ar ARG,DF,37-218,17,13,1186.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.3,0.3,0.7,1.1,2.0,32.0,2.0,0.08,0.0,0.08,0.08,0.08,0.03,0.06,0.08,0.03,0.08,Matches,2024,brasileirao,24,Internacional
Alan Patrick,br BRA,"MF,FW",33-162,16,13,1172.0,13.0,5.0,3.0,8.0,3.0,2.0,3.0,3.0,0.0,4.4,2.0,6.4,8.3,25.0,76.0,77.0,0.38,0.23,0.61,0.23,0.46,0.34,0.49,0.83,0.15,0.64,Matches,2024,brasileirao,24,Internacional
Renê,br BRA,DF,32-038,14,11,953.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.6,1.5,29.0,81.0,21.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches,2024,brasileirao,24,Internacional
Robert Renan,br BRA,DF,21-011,12,10,959.0,10.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.3,0.9,16.0,45.0,15.0,0.0,0.09,0.09,0.0,0.09,0.06,0.02,0.08,0.06,0.08,Matches,2024,brasileirao,24,Internacional
Fabricio Bustos,ar ARG,DF,28-177,11,9,864.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.8,1.5,12.0,63.0,64.0,0.1,0.1,0.21,0.1,0.21,0.08,0.08,0.16,0.08,0.16,Matches,2024,brasileirao,24,Internacional
Wanderson,br BRA,"FW,MF",30-015,16,9,833.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,1.8,3.3,25.0,26.0,58.0,0.11,0.0,0.11,0.11,0.11,0.16,0.2,0.36,0.16,0.36,Matches,2024,brasileirao,24,Internacional
Fabrício,br BRA,GK,38-289,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,Internacional
Enner Valencia,ec ECU,FW,34-353,15,8,649.0,7.2,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.7,1.9,0.3,2.2,15.0,5.0,42.0,0.14,0.0,0.14,0.14,0.14,0.37,0.04,0.41,0.26,0.3,Matches,2024,brasileirao,24,Internacional
Igor Gomes,br BRA,DF,23-230,13,7,688.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,8.0,22.0,15.0,0.13,0.13,0.26,0.13,0.26,0.03,0.01,0.04,0.03,0.04,Matches,2024,brasileirao,24,Internacional
Lucas Alario,ar ARG,"FW,MF",32-014,15,6,638.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,0.1,2.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29,Matches,2024,brasileirao,24,Internacional
Bruno Tabata,br BRA,"MF,FW",27-206,8,6,517.0,5.7,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.5,0.5,2.5,3.0,20.0,31.0,33.0,0.17,0.52,0.7,0.17,0.7,0.26,0.43,0.69,0.09,0.53,Matches,2024,brasileirao,24,Internacional
Agustín Rogel,uy URU,DF,27-005,7,6,466.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.8,0.0,0.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.16,0.15,0.16,Matches,2024,brasileirao,24,Internacional
Mauricio,br BRA,MF,23-153,5,5,381.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,7.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.23,0.06,0.23,Matches,2024,brasileirao,24,Internacional
Hugo Mallo,es ESP,DF,33-122,6,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,4.0,17.0,15.0,0.25,0.0,0.25,0.25,0.25,0.06,0.01,0.07,0.06,0.07,Matches,2024,brasileirao,24,Internacional
Hyoran,br BRA,"FW,MF",31-150,10,3,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,9.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.26,0.03,0.29,0.26,0.29,Matches,2024,brasileirao,24,Internacional
Clayton,br BRA,DF,24-201,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,2024,brasileirao,24,Internacional
Lucca Holanda,br BRA,"FW,MF",21-203,8,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,2024,brasileirao,24,Internacional
Gustavo Prado,br BRA,"FW,MF",19-138,24,2,573.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,2.4,16.0,21.0,55.0,0.16,0.0,0.16,0.16,0.16,0.19,0.19,0.38,0.19,0.38,Matches,2024,brasileirao,24,Internacional
Charles Aránguiz,cl CHI,MF,35-188,7,2,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,1.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,Matches,2024,brasileirao,24,Internacional
Anthoni,br BRA,GK,22-273,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,brasileirao,24,Internacional
