Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2016-06-04,16:00,Série A,Matchweek 6,Sat,Home,W,1,0,Santa Cruz,61.0,11863.0,,4-4-2,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,12.0,4.0,33.3,0.08,0.25,
2016-06-11,21:00,Série A,Matchweek 7,Sat,Away,W,2,1,São Paulo,38.0,12389.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,6.0,5.0,83.3,0.33,0.4,
2016-06-15,19:30,Série A,Matchweek 8,Wed,Away,L,2,3,Ponte Preta,47.0,3090.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,9.0,4.0,44.4,0.22,0.5,
2016-06-18,18:00,Série A,Matchweek 9,Sat,Home,W,1,0,Santos,34.0,15359.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,10.0,5.0,50.0,0.1,0.2,
2016-06-23,15:00,Série A,Matchweek 10,Thu,Away,D,0,0,Chapecoense,49.0,3788.0,,4-2-3-1,4-3-2-1,Francisco Carlos do Nascimento,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,13.0,4.0,30.8,0.0,0.0,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Home,W,2,0,Grêmio,49.0,16838.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,18.0,12.0,66.7,0.11,0.17,
2016-06-29,21:00,Série A,Matchweek 12,Wed,Away,L,0,1,Coritiba,48.0,12861.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,8.0,2.0,25.0,0.0,0.0,
2016-07-02,18:30,Série A,Matchweek 13,Sat,Home,W,1,0,América (MG),56.0,10137.0,,4-2-3-1,4-4-2,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,16.0,2.0,12.5,0.06,0.5,
2016-07-11,20:00,Série A,Matchweek 14,Mon,Away,W,3,0,Cruzeiro,39.0,32042.0,,4-2-3-1,4-3-3,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,9.0,3.0,33.3,0.33,1.0,
2016-07-17,16:00,Série A,Matchweek 15,Sun,Home,D,1,1,Vitória,52.0,,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,17.0,6.0,35.3,0.06,0.17,
2016-07-24,16:00,Série A,Matchweek 16,Sun,Home,W,1,0,Fluminense,43.0,14959.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,16.0,6.0,37.5,0.06,0.17,
2016-07-30,18:30,Série A,Matchweek 17,Sat,Away,L,0,2,Sport Recife,51.0,20624.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,8.0,2.0,25.0,0.0,0.0,
2016-08-03,21:45,Série A,Matchweek 18,Wed,Home,W,2,0,Corinthians,44.0,25379.0,,4-2-3-1,4-2-2-2,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,10.0,7.0,70.0,0.2,0.29,
2016-08-06,18:30,Série A,Matchweek 19,Sat,Away,L,0,1,Flamengo,47.0,19036.0,,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,12.0,2.0,16.7,0.0,0.0,
2016-08-14,18:30,Série A,Matchweek 20,Sun,Home,L,0,1,Palmeiras,58.0,23911.0,,4-2-3-1,4-2-4-0,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,7.0,4.0,57.1,0.0,0.0,
2016-08-21,11:00,Série A,Matchweek 21,Sun,Away,L,0,1,Atlético Mineiro,40.0,17465.0,,5-4-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,12.0,3.0,25.0,0.0,0.0,
2016-08-29,20:00,Série A,Matchweek 22,Mon,Home,W,1,0,Botafogo (RJ),42.0,11453.0,,4-2-3-1,4-3-1-2,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,10.0,4.0,40.0,0.1,0.25,
2016-09-07,16:00,Série A,Matchweek 23,Wed,Away,L,0,1,Figueirense,54.0,5744.0,,4-2-3-1,4-4-1-1,Pablo Dos Santos Alves,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,9.0,1.0,11.1,0.0,0.0,
2016-09-11,16:00,Série A,Matchweek 24,Sun,Home,W,2,1,Internacional,53.0,12756.0,,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,17.0,6.0,35.3,0.12,0.33,
2016-09-14,21:00,Série A,Matchweek 25,Wed,Away,L,0,1,Santa Cruz,43.0,2471.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,6.0,2.0,33.3,0.0,0.0,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Home,W,1,0,São Paulo,44.0,15216.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,12.0,5.0,41.7,0.08,0.2,
2016-09-25,11:00,Série A,Matchweek 27,Sun,Home,W,3,0,Ponte Preta,68.0,11527.0,,4-2-3-1,4-1-4-1,Nielson Nogueira Dias,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,12.0,5.0,41.7,0.17,0.4,
2016-10-01,16:00,Série A,Matchweek 28,Sat,Away,L,0,2,Santos,55.0,5764.0,,4-3-2-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,6.0,2.0,33.3,0.0,0.0,
2016-10-05,19:30,Série A,Matchweek 29,Wed,Home,W,3,1,Chapecoense,58.0,10553.0,,4-2-3-1,5-4-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,16.0,8.0,50.0,0.13,0.25,
2016-10-13,21:00,Série A,Matchweek 30,Thu,Away,L,0,1,Grêmio,44.0,16123.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,4.0,1.0,25.0,0.0,0.0,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Home,W,2,0,Coritiba,43.0,6684.0,,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,8.0,4.0,50.0,0.25,0.5,
2016-10-24,20:00,Série A,Matchweek 32,Mon,Away,L,0,1,América (MG),57.0,1315.0,,4-2-3-1,4-1-4-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,5.0,1.0,20.0,0.0,0.0,
2016-10-29,16:30,Série A,Matchweek 33,Sat,Home,W,1,0,Cruzeiro,43.0,17702.0,,4-2-3-1,4-3-3,Marcelo Aparecido Ribeiro De Souza,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,13.0,5.0,38.5,0.0,0.0,
2016-11-06,16:00,Série A,Matchweek 34,Sun,Away,L,2,3,Vitória,48.0,21002.0,,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,8.0,4.0,50.0,0.25,0.5,
2016-11-15,17:00,Série A,Matchweek 35,Tue,Away,D,1,1,Fluminense,51.0,43691.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,15.0,3.0,20.0,0.0,0.0,
2016-11-20,17:00,Série A,Matchweek 36,Sun,Home,W,2,0,Sport Recife,42.0,21576.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,13.0,6.0,46.2,0.08,0.17,
2016-11-26,21:00,Série A,Matchweek 37,Sat,Away,D,0,0,Corinthians,43.0,24701.0,,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,8.0,1.0,12.5,0.0,0.0,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Home,D,0,0,Flamengo,58.0,35396.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,14.0,5.0,35.7,0.0,0.0,
2016-02-17,20:45,Libertadores,Second stage,Wed,Away,W,1,0,cl Cobresal,,,,4-2-3-1,4-2-3-1,Andrés Cunha,Match Report,,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-03-02,21:45,Libertadores,Second stage,Wed,Home,W,1,0,co Santa Fe,,,,4-1-4-1,4-4-1-1,Mauro Vigliano,Match Report,,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-03-09,19:30,Libertadores,Second stage,Wed,Away,L,2,3,py Cerro Porteño,,,,4-1-4-1,4-4-2,Diego Haro,Match Report,,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-03-16,21:45,Libertadores,Second stage,Wed,Home,W,2,0,py Cerro Porteño,,,,4-1-4-1,4-4-1-1,Patricio Loustau,Match Report,,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-04-06,19:45,Libertadores,Second stage,Wed,Away,D,1,1,co Santa Fe,,,,4-2-3-1,4-4-2,Néstor Pitana,Match Report,,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-04-20,21:45,Libertadores,Second stage,Wed,Home,W,6,0,cl Cobresal,,,,4-1-4-1,4-2-3-1,Klever Rojas,Match Report,,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-04-27,21:45,Libertadores,Round of 16,Wed,Away,D,0,0,uy Nacional,,,,4-1-4-1,4-4-1-1,Patricio Loustau,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-05-04,21:45,Libertadores,Round of 16,Wed,Home,D,2,2,uy Nacional,,,,4-1-4-1,4-4-1-1,Néstor Pitana,Match Report,Leg 2 of 2; Nacional won,2016,brasileirao,24,2016 Corinthians,0.0,0.0,,,,
2016-05-15,16:00,Série A,Matchweek 1,Sun,Home,D,0,0,Grêmio,60.0,31533.0,,4-1-4-1,4-4-2,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Corinthians,16.0,2.0,12.5,0.0,0.0,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Away,L,2,3,Vitória,66.0,12417.0,,4-1-4-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Corinthians,13.0,7.0,53.8,0.15,0.29,
2016-05-26,11:00,Série A,Matchweek 3,Thu,Home,W,3,0,Ponte Preta,58.0,35573.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Corinthians,14.0,6.0,42.9,0.14,0.33,
2016-05-29,11:00,Série A,Matchweek 4,Sun,Away,W,2,0,Sport Recife,45.0,14645.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Corinthians,12.0,4.0,33.3,0.17,0.5,
2016-06-01,21:00,Série A,Matchweek 5,Wed,Home,W,1,0,Santos,67.0,30187.0,,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Corinthians,14.0,6.0,42.9,0.07,0.17,
2016-06-04,20:30,Série A,Matchweek 6,Sat,Home,W,2,1,Coritiba,75.0,26958.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Corinthians,20.0,6.0,30.0,0.1,0.33,
2016-06-12,16:00,Série A,Matchweek 7,Sun,Away,L,0,1,Palmeiras,50.0,39935.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Corinthians,8.0,2.0,25.0,0.0,0.0,
2016-06-16,20:00,Série A,Matchweek 8,Thu,Away,L,0,1,Fluminense,57.0,21148.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Corinthians,17.0,3.0,17.6,0.0,0.0,
2016-06-19,16:00,Série A,Matchweek 9,Sun,Home,W,3,1,Botafogo (RJ),60.0,34747.0,,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2016,brasileirao,24,2016 Corinthians,13.0,7.0,53.8,0.23,0.43,
2016-06-22,21:45,Série A,Matchweek 10,Wed,Away,L,1,2,Atlético Mineiro,51.0,34426.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Corinthians,12.0,3.0,25.0,0.08,0.33,
2016-06-25,21:00,Série A,Matchweek 11,Sat,Home,W,2,1,Santa Cruz,62.0,25501.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Corinthians,18.0,4.0,22.2,0.11,0.5,
2016-06-29,21:45,Série A,Matchweek 12,Wed,Away,W,2,0,América (MG),41.0,3386.0,,4-2-3-1,4-4-2,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Corinthians,8.0,4.0,50.0,0.13,0.25,
2016-07-03,16:00,Série A,Matchweek 13,Sun,Home,W,4,0,Flamengo,49.0,32577.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Corinthians,17.0,7.0,41.2,0.24,0.57,
2016-07-09,16:30,Série A,Matchweek 14,Sat,Away,W,2,0,Chapecoense,61.0,11615.0,,4-2-3-1,4-3-2-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Corinthians,12.0,7.0,58.3,0.17,0.29,
2016-07-17,16:00,Série A,Matchweek 15,Sun,Home,D,1,1,São Paulo,56.0,42099.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Corinthians,8.0,3.0,37.5,0.13,0.33,
2016-07-23,16:00,Série A,Matchweek 16,Sat,Home,D,1,1,Figueirense,68.0,38507.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,2016,brasileirao,24,2016 Corinthians,18.0,7.0,38.9,0.06,0.14,
2016-07-31,16:00,Série A,Matchweek 17,Sun,Away,W,1,0,Internacional,46.0,30098.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Corinthians,13.0,4.0,30.8,0.08,0.25,
2016-08-03,21:45,Série A,Matchweek 18,Wed,Away,L,0,2,Ath Paranaense,56.0,25379.0,,4-2-2-2,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Corinthians,12.0,3.0,25.0,0.0,0.0,
2016-08-08,21:00,Série A,Matchweek 19,Mon,Home,D,1,1,Cruzeiro,54.0,34487.0,,4-2-2-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Corinthians,11.0,4.0,36.4,0.09,0.25,
2016-08-14,11:00,Série A,Matchweek 20,Sun,Away,L,0,3,Grêmio,60.0,46163.0,,4-2-2-2,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Corinthians,26.0,7.0,26.9,0.0,0.0,
2016-08-22,20:00,Série A,Matchweek 21,Mon,Home,W,2,1,Vitória,56.0,20207.0,,4-1-4-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2016,brasileirao,24,2016 Corinthians,17.0,9.0,52.9,0.12,0.22,
2016-08-27,16:00,Série A,Matchweek 22,Sat,Away,L,0,2,Ponte Preta,49.0,8529.0,,4-1-4-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Corinthians,2.0,2.0,100.0,0.0,0.0,
2016-09-08,19:30,Série A,Matchweek 23,Thu,Home,W,3,0,Sport Recife,51.0,24360.0,,4-1-4-1,4-2-3-1,Joao Batista de Arruda,Match Report,,2016,brasileirao,24,2016 Corinthians,9.0,4.0,44.4,0.33,0.75,
2016-09-11,16:00,Série A,Matchweek 24,Sun,Away,L,1,2,Santos,48.0,8610.0,,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Corinthians,12.0,4.0,33.3,0.08,0.25,
2016-09-14,21:45,Série A,Matchweek 25,Wed,Away,D,1,1,Coritiba,59.0,11893.0,,4-1-4-1,4-1-4-1,Grazianni Maciel Rocha,Match Report,,2016,brasileirao,24,2016 Corinthians,13.0,5.0,38.5,0.08,0.2,
2016-09-17,16:00,Série A,Matchweek 26,Sat,Home,L,0,2,Palmeiras,67.0,39879.0,,4-1-4-1,4-3-3,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Corinthians,12.0,0.0,0.0,0.0,,
2016-09-25,16:00,Série A,Matchweek 27,Sun,Home,L,0,1,Fluminense,56.0,18838.0,,4-1-4-1,4-3-3,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Corinthians,21.0,9.0,42.9,0.0,0.0,
2016-10-01,16:30,Série A,Matchweek 28,Sat,Away,L,0,2,Botafogo (RJ),56.0,8375.0,,4-1-4-1,4-4-1-1,Caio Max Augusto Vieira,Match Report,,2016,brasileirao,24,2016 Corinthians,6.0,2.0,33.3,0.0,0.0,
2016-10-05,21:00,Série A,Matchweek 29,Wed,Home,D,0,0,Atlético Mineiro,60.0,17135.0,,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2016,brasileirao,24,2016 Corinthians,18.0,3.0,16.7,0.0,0.0,
2016-10-12,20:45,Série A,Matchweek 30,Wed,Away,W,4,2,Santa Cruz,55.0,7974.0,,4-1-4-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,2016,brasileirao,24,2016 Corinthians,10.0,6.0,60.0,0.4,0.67,
2016-10-16,18:30,Série A,Matchweek 31,Sun,Home,W,2,0,América (MG),60.0,25741.0,,4-1-4-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Corinthians,8.0,5.0,62.5,0.25,0.4,
2016-10-23,17:00,Série A,Matchweek 32,Sun,Away,D,2,2,Flamengo,36.0,65743.0,,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Corinthians,10.0,4.0,40.0,0.2,0.5,
2016-10-29,16:30,Série A,Matchweek 33,Sat,Home,D,1,1,Chapecoense,56.0,25064.0,,4-1-4-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 Corinthians,11.0,3.0,27.3,0.0,0.0,
2016-11-05,19:30,Série A,Matchweek 34,Sat,Away,L,0,4,São Paulo,58.0,53781.0,,4-1-4-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2016,brasileirao,24,2016 Corinthians,5.0,2.0,40.0,0.0,0.0,
2016-11-16,21:45,Série A,Matchweek 35,Wed,Away,D,1,1,Figueirense,51.0,5694.0,,4-1-4-1,3-5-1-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Corinthians,12.0,2.0,16.7,0.08,0.5,
2016-11-21,20:00,Série A,Matchweek 36,Mon,Home,W,1,0,Internacional,58.0,19493.0,,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2016,brasileirao,24,2016 Corinthians,16.0,6.0,37.5,0.0,0.0,
2016-11-26,21:00,Série A,Matchweek 37,Sat,Home,D,0,0,Ath Paranaense,57.0,24701.0,,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Corinthians,22.0,5.0,22.7,0.0,0.0,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Away,L,2,3,Cruzeiro,54.0,16074.0,,4-1-4-1,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Corinthians,4.0,2.0,50.0,0.5,1.0,
2016-02-17,20:00,Libertadores,Second stage,Wed,Away,L,0,2,mx Toluca,,,,4-2-3-1,4-3-2-1,Gery Vargas,Match Report,,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-03-02,21:45,Libertadores,Second stage,Wed,Home,W,4,0,ec LDU de Quito,,,,4-2-3-1,4-4-1-1,Jesús Valenzuela,Match Report,,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-03-09,21:45,Libertadores,Second stage,Wed,Home,D,1,1,ar San Lorenzo,,,,4-2-3-1,4-1-3-2,Daniel Fedorczuk,Match Report,,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-03-15,21:45,Libertadores,Second stage,Tue,Away,D,1,1,ar San Lorenzo,,,,4-2-3-1,4-1-3-2,Andrés Cunha,Match Report,,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-04-13,19:45,Libertadores,Second stage,Wed,Away,W,3,2,ec LDU de Quito,,,,4-2-3-1,4-2-3-1,Roberto Tobar,Match Report,,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-04-19,21:45,Libertadores,Second stage,Tue,Home,W,1,0,mx Toluca,,,,4-2-3-1,4-2-3-1,Gustavo Murillo,Match Report,,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-04-27,21:45,Libertadores,Round of 16,Wed,Home,L,0,1,ar Rosario Central,,,,4-2-3-1,4-1-2-1-2,Víctor Carrillo,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-05-05,19:15,Libertadores,Round of 16,Thu,Away,L,0,3,ar Rosario Central,,,,4-2-3-1,4-1-2-1-2,Enrique Cáceres,Match Report,Leg 2 of 2; Rosario Central won,2016,brasileirao,24,2016 Grêmio,0.0,0.0,,,,
2016-05-15,16:00,Série A,Matchweek 1,Sun,Away,D,0,0,Corinthians,40.0,31533.0,,4-4-2,4-1-4-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Grêmio,6.0,2.0,33.3,0.0,0.0,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Home,W,1,0,Flamengo,45.0,15976.0,,4-2-2-2,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Grêmio,20.0,8.0,40.0,0.05,0.13,
2016-05-26,21:00,Série A,Matchweek 3,Thu,Away,W,3,0,Atlético Mineiro,45.0,15742.0,,4-2-3-1,4-4-2,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Grêmio,10.0,5.0,50.0,0.3,0.6,
2016-05-29,18:30,Série A,Matchweek 4,Sun,Home,W,2,0,Coritiba,55.0,10825.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2016,brasileirao,24,2016 Grêmio,12.0,3.0,25.0,0.08,0.33,
2016-06-02,21:00,Série A,Matchweek 5,Thu,Away,L,3,4,Palmeiras,55.0,19198.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,2016,brasileirao,24,2016 Grêmio,10.0,3.0,30.0,0.3,1.0,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Home,W,1,0,Ponte Preta,72.0,15125.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Grêmio,27.0,6.0,22.2,0.04,0.17,
2016-06-11,18:30,Série A,Matchweek 7,Sat,Away,D,1,1,Fluminense,39.0,3636.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2016,brasileirao,24,2016 Grêmio,6.0,2.0,33.3,0.17,0.5,
2016-06-15,19:30,Série A,Matchweek 8,Wed,Away,D,3,3,Chapecoense,54.0,13154.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Grêmio,16.0,5.0,31.3,0.19,0.6,
2016-06-19,19:00,Série A,Matchweek 9,Sun,Home,W,2,0,Cruzeiro,56.0,14658.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,,2016,brasileirao,24,2016 Grêmio,17.0,7.0,41.2,0.12,0.29,
2016-06-23,19:15,Série A,Matchweek 10,Thu,Home,L,1,2,Vitória,63.0,12636.0,,4-2-3-1,5-4-1,Sandro Ricci,Match Report,,2016,brasileirao,24,2016 Grêmio,22.0,9.0,40.9,0.0,0.0,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Away,L,0,2,Ath Paranaense,51.0,16838.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Grêmio,7.0,1.0,14.3,0.0,0.0,
2016-06-29,19:30,Série A,Matchweek 12,Wed,Home,W,3,2,Santos,37.0,13088.0,,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2016,brasileirao,24,2016 Grêmio,17.0,9.0,52.9,0.18,0.33,
2016-07-03,11:00,Série A,Matchweek 13,Sun,Away,W,1,0,Internacional,46.0,36229.0,,4-2-3-1,4-1-3-2,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Grêmio,11.0,4.0,36.4,0.09,0.25,
2016-07-10,11:00,Série A,Matchweek 14,Sun,Home,W,2,1,Figueirense,62.0,34013.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Grêmio,27.0,12.0,44.4,0.07,0.17,
2016-07-17,18:30,Série A,Matchweek 15,Sun,Away,L,2,4,Sport Recife,54.0,10891.0,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2016,brasileirao,24,2016 Grêmio,18.0,4.0,22.2,0.11,0.5,
2016-07-24,16:00,Série A,Matchweek 16,Sun,Home,W,1,0,São Paulo,51.0,37069.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Grêmio,27.0,10.0,37.0,0.04,0.1,
2016-07-31,18:30,Série A,Matchweek 17,Sun,Away,D,0,0,América (MG),53.0,1534.0,,4-2-3-1,4-5-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Grêmio,7.0,1.0,14.3,0.0,0.0,
2016-08-04,19:30,Série A,Matchweek 18,Thu,Home,D,0,0,Santa Cruz,61.0,16068.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Grêmio,15.0,1.0,6.7,0.0,0.0,
2016-08-14,11:00,Série A,Matchweek 20,Sun,Home,W,3,0,Corinthians,40.0,46163.0,,4-2-3-1,4-2-2-2,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Grêmio,13.0,9.0,69.2,0.23,0.33,
2016-08-21,11:00,Série A,Matchweek 21,Sun,Away,L,1,2,Flamengo,50.0,22552.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Grêmio,10.0,2.0,20.0,0.1,0.5,
2016-08-28,16:00,Série A,Matchweek 22,Sun,Home,D,1,1,Atlético Mineiro,62.0,30631.0,,4-3-2-1,4-2-2-2,Claudio Francisco Lima e Silva,Match Report,,2016,brasileirao,24,2016 Grêmio,25.0,8.0,32.0,0.04,0.13,
2016-09-04,16:00,Série A,Matchweek 19,Sun,Away,L,1,2,Botafogo (RJ),63.0,5199.0,,4-3-3,4-3-3,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Grêmio,8.0,1.0,12.5,0.13,1.0,
