Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name
Leonardo,br BRA,FW,22.0,17,15,1279.0,14.2,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,2018,brasileirao,24,2018 Vitória
Lucas Fernandes,br BRA,"MF,FW",23.0,30,14,1515.0,16.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,2018,brasileirao,24,2018 Vitória
Kanu,br BRA,DF,33.0,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Erick,br BRA,"MF,FW",20.0,19,14,1229.0,13.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.15,0.15,0.29,0.15,0.29,Matches,2018,brasileirao,24,2018 Vitória
André Lima,br BRA,FW,32.0,21,10,1037.0,11.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,2018,brasileirao,24,2018 Vitória
Fabiano,br BRA,DF,27.0,12,10,980.0,10.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.09,0.18,0.28,0.09,0.28,Matches,2018,brasileirao,24,2018 Vitória
Arouca,br BRA,MF,31.0,11,10,812.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Wallyson,br BRA,MF,29.0,19,9,1008.0,11.2,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,0.18,0.36,0.54,0.18,0.54,Matches,2018,brasileirao,24,2018 Vitória
Elias Martello Curzel,br BRA,GK,22.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Marcelo Benitez,ar ARG,DF,27.0,8,8,640.0,7.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches,2018,brasileirao,24,2018 Vitória
Walter Bou,ar ARG,"FW,MF",24.0,8,7,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Ruan,br BRA,DF,24.0,7,6,574.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Bryan Silva Garcia,br BRA,"DF,MF",25.0,7,6,496.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.18,0.18,0.0,0.18,Matches,2018,brasileirao,24,2018 Vitória
Marcelo Meli,ar ARG,MF,25.0,9,6,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Lucas Marques,br BRA,DF,29.0,7,5,528.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,2018,brasileirao,24,2018 Vitória
Cedric,br BRA,DF,19.0,6,5,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
José Welison,br BRA,"MF,DF",22.0,6,5,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Denílson,br BRA,FW,22.0,6,5,463.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,2018,brasileirao,24,2018 Vitória
Caíque,br BRA,GK,20.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
João Gabriel,br BRA,GK,25.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Pedro Botelho,br BRA,DF,28.0,5,5,407.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,2018,brasileirao,24,2018 Vitória
Uillian Correia,br BRA,MF,28.0,5,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Fillipe Soutto,br BRA,MF,26.0,5,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Luan,br BRA,MF,18.0,6,5,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,2018,brasileirao,24,2018 Vitória
Bruno Bispo,br BRA,DF,21.0,6,4,415.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Lucas Marques,br BRA,MF,22.0,4,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Walisson Maia,br BRA,DF,26.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Guilherme Costa,br BRA,MF,23.0,6,1,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Mauricio Plenckauskas Cordeiro,br BRA,FW,25.0,4,1,155.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.58,0.0,0.58,0.58,0.58,Matches,2018,brasileirao,24,2018 Vitória
Mateus Rodrigues,br BRA,DF,18.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Alexander Baumjohann,de GER,MF,31.0,3,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Eron,br BRA,FW,19.0,2,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Nickson,br BRA,MF,20.0,5,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Juninho,br BRA,DF,28.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Todinho Júnior,br BRA,"FW,MF",24.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Vitória
Jonatas Belusso,br BRA,FW,29.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Vitória
Hebert Cristian,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Vitória
Bruno Gomes,br BRA,FW,21.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Vitória
Jhemerson,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Vitória
Fernando Miguel,br BRA,GK,32.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Vitória
Diego Washington,br BRA,GK,18.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Vitória
Léo Xavier,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Vitória
Squad Total,,,24.6,38,418,3420.0,38.0,32.0,20.0,52.0,27.0,5.0,5.0,112.0,7.0,0.84,0.53,1.37,0.71,1.24,,2018,brasileirao,24,2018 Vitória
Opponent Total,,,27.1,38,418,3420.0,38.0,59.0,47.0,106.0,56.0,3.0,6.0,89.0,6.0,1.55,1.24,2.79,1.47,2.71,,2018,brasileirao,24,2018 Vitória
Leandro Vilela,br BRA,MF,22.0,30,28,2383.0,26.5,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches,2018,brasileirao,24,2018 Paraná
Silvio Junior,br BRA,MF,27.0,30,26,2171.0,24.1,3.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.12,0.0,0.12,0.12,0.12,Matches,2018,brasileirao,24,2018 Paraná
Igor Cariús,br BRA,DF,24.0,24,24,2075.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Richard,br BRA,GK,26.0,23,23,2025.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Caio Henrique Oliveira Silva,br BRA,"MF,FW",20.0,27,22,1979.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,2018,brasileirao,24,2018 Paraná
Alex Santana,br BRA,MF,22.0,27,21,1945.0,21.6,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,2018,brasileirao,24,2018 Paraná
Junior Santos,br BRA,DF,26.0,22,21,1892.0,21.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,2018,brasileirao,24,2018 Paraná
Rayan,br BRA,DF,28.0,20,19,1699.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Rene Santos,br BRA,DF,25.0,19,18,1513.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Jhonny Lucas,br BRA,MF,17.0,21,18,1420.0,15.8,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,2018,brasileirao,24,2018 Paraná
Jesiel,br BRA,DF,23.0,18,17,1523.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Carlos,br BRA,"MF,FW",22.0,19,16,1407.0,15.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,2018,brasileirao,24,2018 Paraná
Rafael Grampola,br BRA,FW,29.0,18,16,1279.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,2018,brasileirao,24,2018 Paraná
Mansur,br BRA,DF,24.0,17,15,1284.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Wesley,br BRA,"DF,MF",22.0,16,13,1169.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Jorge Daniel González Marquet,py PAR,MF,29.0,17,13,1002.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2018,brasileirao,24,2018 Paraná
Thiago Rodrigues,br BRA,GK,29.0,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Cléber,br BRA,DF,27.0,12,12,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Juninho,br BRA,"MF,DF",22.0,11,11,855.0,9.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,2018,brasileirao,24,2018 Paraná
Nádson,br BRA,"MF,FW",28.0,10,8,649.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Andrey,br BRA,"MF,FW",17.0,9,7,624.0,6.9,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,0.14,0.29,0.43,0.14,0.43,Matches,2018,brasileirao,24,2018 Paraná
Léo Itaperuna,br BRA,MF,28.0,11,6,584.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,2018,brasileirao,24,2018 Paraná
Alemão,br BRA,DF,27.0,6,5,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Charles Luis Reiter,br BRA,DF,29.0,6,5,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Carlos Eduardo,br BRA,"MF,FW",30.0,9,4,458.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Rodolfo,br BRA,MF,25.0,9,4,449.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,2018,brasileirao,24,2018 Paraná
Neris,br BRA,DF,25.0,5,4,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Deivid Souza,br BRA,MF,29.0,7,4,382.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Thiago Santos,br BRA,FW,27.0,6,4,371.0,4.1,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.24,0.24,0.49,0.0,0.24,Matches,2018,brasileirao,24,2018 Paraná
José Ortigoza,py PAR,FW,30.0,5,3,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Keslley,br BRA,MF,18.0,5,3,319.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,2018,brasileirao,24,2018 Paraná
Raphael Alemão,br BRA,MF,21.0,7,3,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
David,br BRA,GK,22.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Jhony Santiago,br BRA,MF,20.0,8,2,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Alesson,br BRA,"MF,FW",18.0,7,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Felipe Augusto,br BRA,FW,25.0,4,1,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Maicosuel,br BRA,MF,31.0,6,1,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Guilherme Biteco,br BRA,MF,23.0,5,1,121.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.74,0.0,0.74,0.74,0.74,Matches,2018,brasileirao,24,2018 Paraná
Rodrigo Porto Carioca,br BRA,MF,18.0,2,1,97.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,0.0,0.93,Matches,2018,brasileirao,24,2018 Paraná
Diego Tavares,br BRA,DF,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Diego Gonçalves,br BRA,MF,23.0,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Marcelo Báez,py PAR,DF,27.0,3,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Matheus Pereira da Silva,br BRA,MF,19.0,2,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Vitor Feijão,br BRA,"FW,MF",21.0,3,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Jean Lucas,br BRA,MF,22.0,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Luís Carlos,br BRA,GK,30.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Matheus Iacovelli,br BRA,FW,19.0,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Luan,br BRA,FW,22.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Zezinho,br BRA,MF,25.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Bruno,br BRA,MF,18.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018,brasileirao,24,2018 Paraná
Paulo Fales,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Kennidy,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Murillo,br BRA,GK,17.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Gabriel Pires,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Matheus Silva,br BRA,,18.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Minho Silva,br BRA,MF,23.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Vitinho,br BRA,MF,16.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Warley,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches,2018,brasileirao,24,2018 Paraná
Squad Total,,,25.0,38,418,3420.0,38.0,17.0,13.0,30.0,16.0,1.0,1.0,102.0,9.0,0.45,0.34,0.79,0.42,0.76,,2018,brasileirao,24,2018 Paraná
Opponent Total,,,27.0,38,418,3420.0,38.0,57.0,32.0,89.0,49.0,8.0,9.0,73.0,6.0,1.5,0.84,2.34,1.29,2.13,,2018,brasileirao,24,2018 Paraná
