Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2017-10-28,19:00,Série A,Matchweek 31,Sat,Away,D,0,0,Flamengo,43.0,24813.0,Martín Silva,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,8,0,0.0,0.0,,
2017-11-05,19:00,Série A,Matchweek 32,Sun,Home,D,1,1,Vitória,40.0,15811.0,Martín Silva,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,3,2,66.7,0.33,0.5,
2017-11-08,21:45,Série A,Matchweek 33,Wed,Away,W,2,1,Santos,43.0,7841.0,Breno Borges,4-4-1-1,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,20,6,30.0,0.1,0.33,
2017-11-12,17:00,Série A,Matchweek 34,Sun,Home,D,1,1,São Paulo,51.0,17447.0,Nenê,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,25,3,12.0,0.04,0.33,
2017-11-15,21:45,Série A,Matchweek 35,Wed,Home,D,1,1,Atlético Mineiro,55.0,12059.0,Breno Borges,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,20,7,35.0,0.05,0.14,
2017-11-19,19:00,Série A,Matchweek 36,Sun,Away,L,1,3,Ath Paranaense,58.0,9252.0,Breno Borges,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,13,4,30.8,0.0,0.0,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Away,W,1,0,Cruzeiro,33.0,14930.0,Martín Silva,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,9,4,44.4,0.11,0.25,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,2,1,Ponte Preta,50.0,22076.0,Nenê,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,14,8,57.1,0.14,0.25,
2017-03-07,20:45,Libertadores,Group stage,Tue,Away,W,2,1,ve Zulia,39.0,,Artur Moraes,4-1-4-1,4-2-3-1,Jhon Álvarez,Match Report,,2017,brasileirao,24,2017 Chapecoense,14,5,35.7,0.14,0.4,
2017-03-16,19:30,Libertadores,Group stage,Thu,Home,L,1,3,ar Lanús,39.0,,Artur Moraes,4-1-4-1,4-3-3,Enrique Cáceres,Match Report,,2017,brasileirao,24,2017 Chapecoense,9,3,33.3,0.11,0.33,
2017-04-18,21:45,Libertadores,Group stage,Tue,Home,D,1,1,uy Nacional,,,Artur Moraes,4-1-4-1,4-4-2,Klever Rojas,Match Report,,2017,brasileirao,24,2017 Chapecoense,0,0,,,,
2017-04-27,19:30,Libertadores,Group stage,Thu,Away,L,0,3,uy Nacional,49.0,,Wellington Paulista,5-4-1,4-4-2,Eber Aguino,Match Report,,2017,brasileirao,24,2017 Chapecoense,7,3,42.9,0.0,0.0,
2017-05-13,19:00,Série A,Matchweek 1,Sat,Away,D,1,1,Corinthians,33.0,31470.0,Andrei Girotto,4-2-3-1,4-1-4-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Chapecoense,15,1,6.7,0.07,1.0,
2017-05-17,21:45,Libertadores,Group stage,Wed,Away,L,0,3,ar Lanús,25.0,,Wellington Paulista,4-4-2,4-3-3,Wilson Lamouroux,Match Report,Match awarded to Lanús,2017,brasileirao,24,2017 Chapecoense,8,2,25.0,0.25,1.0,
2017-05-20,19:00,Série A,Matchweek 2,Sat,Home,W,1,0,Palmeiras,45.0,10323.0,Wellington Paulista,4-1-4-1,4-3-3,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 Chapecoense,11,4,36.4,0.09,0.25,
2017-05-23,19:30,Libertadores,Group stage,Tue,Home,W,2,1,ve Zulia,61.0,,Wellington Paulista,4-1-4-1,5-4-1,Gustavo Murillo,Match Report,,2017,brasileirao,24,2017 Chapecoense,32,8,25.0,0.06,0.25,
2017-05-29,20:00,Série A,Matchweek 3,Mon,Home,W,2,0,Avaí,57.0,6188.0,Wellington Paulista,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Chapecoense,22,4,18.2,0.09,0.5,
2017-06-04,19:00,Série A,Matchweek 4,Sun,Away,W,2,0,Cruzeiro,39.0,16591.0,Wellington Paulista,4-1-4-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Chapecoense,10,5,50.0,0.2,0.4,
2017-06-08,20:00,Série A,Matchweek 5,Thu,Home,L,3,6,Grêmio,48.0,14403.0,Wellington Paulista,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Chapecoense,18,7,38.9,0.11,0.29,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,L,2,3,Ponte Preta,65.0,4105.0,Wellington Paulista,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Chapecoense,17,7,41.2,0.12,0.29,
2017-06-14,21:45,Série A,Matchweek 7,Wed,Home,W,2,1,Vasco da Gama,51.0,10003.0,Wellington Paulista,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Chapecoense,16,10,62.5,0.13,0.2,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Home,L,0,2,Botafogo (RJ),59.0,11603.0,Wellington Paulista,4-1-4-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Chapecoense,21,6,28.6,0.0,0.0,
2017-06-22,21:00,Série A,Matchweek 9,Thu,Away,L,1,5,Flamengo,48.0,14632.0,Wellington Paulista,4-1-4-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Chapecoense,12,2,16.7,0.08,0.5,
2017-06-25,19:00,Série A,Matchweek 10,Sun,Home,L,0,1,Atlético Mineiro,67.0,9013.0,Wellington Paulista,4-1-4-1,4-2-3-1,Joao Batista de Arruda,Match Report,,2017,brasileirao,24,2017 Chapecoense,14,1,7.1,0.0,0.0,
2017-06-28,19:15,Sudamericana,Second stage,Wed,Away,L,0,1,ar Defensa y Just,27.0,,Wellington Paulista,4-2-3-1,5-3-2,Diego Haro,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Chapecoense,10,3,30.0,0.0,0.0,
2017-07-03,20:00,Série A,Matchweek 11,Mon,Away,D,3,3,Fluminense,31.0,7536.0,Wellington Paulista,4-1-4-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2017,brasileirao,24,2017 Chapecoense,23,7,30.4,0.13,0.43,
2017-07-09,11:00,Série A,Matchweek 12,Sun,Home,D,1,1,Ath Paranaense,44.0,9689.0,Wellington Paulista,4-1-4-1,4-1-4-1,Caio Max Augusto Vieira,Match Report,,2017,brasileirao,24,2017 Chapecoense,25,6,24.0,0.04,0.17,
2017-07-13,19:30,Série A,Matchweek 13,Thu,Away,L,0,3,Sport Recife,47.0,25861.0,Wellington Paulista,4-1-4-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,2017,brasileirao,24,2017 Chapecoense,9,1,11.1,0.0,0.0,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,W,2,0,São Paulo,33.0,10742.0,Douglas Grolli,4-1-4-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Chapecoense,15,5,33.3,0.13,0.4,
2017-07-19,19:30,Série A,Matchweek 15,Wed,Away,L,0,1,Santos,41.0,5533.0,Douglas Grolli,4-1-4-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Chapecoense,18,5,27.8,0.0,0.0,
2017-07-22,16:00,Série A,Matchweek 16,Sat,Away,W,2,1,Vitória,33.0,5433.0,Douglas Grolli,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Chapecoense,15,7,46.7,0.07,0.14,
2017-07-25,19:15,Sudamericana,Second stage,Tue,Home,W,1 (4),0 (2),ar Defensa y Just,40.0,,Douglas Grolli,4-1-4-1,3-4-1-2,Daniel Fedorczuk,Match Report,Leg 2 of 2; Chapecoense won; Chapecoense won on penalty kicks following extra time,2017,brasileirao,24,2017 Chapecoense,12,2,16.7,0.08,0.5,
2017-07-30,11:00,Série A,Matchweek 17,Sun,Home,L,1,2,Atl Goianiense,50.0,9744.0,Andrei Girotto,4-1-4-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Chapecoense,15,7,46.7,0.07,0.14,
2017-08-02,19:30,Série A,Matchweek 18,Wed,Home,D,1,1,Bahia,48.0,3466.0,Douglas Grolli,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Chapecoense,7,4,57.1,0.14,0.25,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,L,0,2,Coritiba,51.0,12103.0,Douglas Grolli,4-4-1-1,4-3-3,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Chapecoense,8,2,25.0,0.0,0.0,
2017-08-20,19:00,Série A,Matchweek 21,Sun,Away,W,2,0,Palmeiras,29.0,21261.0,Douglas Grolli,4-1-4-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,2017,brasileirao,24,2017 Chapecoense,13,5,38.5,0.15,0.4,
2017-08-23,19:30,Série A,Matchweek 20,Wed,Home,L,0,1,Corinthians,35.0,15831.0,Douglas Grolli,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,2017,brasileirao,24,2017 Chapecoense,13,4,30.8,0.0,0.0,
2017-08-27,19:00,Série A,Matchweek 22,Sun,Away,L,0,1,Avaí,59.0,5955.0,Douglas Grolli,4-2-3-1,4-2-2-2,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Chapecoense,13,3,23.1,0.0,0.0,
2017-09-10,19:00,Série A,Matchweek 23,Sun,Home,L,1,2,Cruzeiro,55.0,9676.0,Douglas Grolli,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Chapecoense,15,6,40.0,0.07,0.17,
2017-09-13,19:15,Sudamericana,Round of 16,Wed,Home,D,0,0,br Flamengo,38.0,,Douglas Grolli,4-1-4-1,4-2-3-1,Gery Vargas,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Chapecoense,18,5,27.8,0.0,0.0,
2017-09-17,16:00,Série A,Matchweek 24,Sun,Away,W,1,0,Grêmio,23.0,14618.0,Douglas Grolli,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Chapecoense,8,5,62.5,0.13,0.2,
2017-09-20,19:15,Sudamericana,Round of 16,Wed,Away,L,0,4,br Flamengo,42.0,,Douglas Grolli,4-1-4-1,4-2-3-1,Michel Espinoza,Match Report,Leg 2 of 2; Flamengo won,2017,brasileirao,24,2017 Chapecoense,10,3,30.0,0.0,0.0,
2017-09-24,16:00,Série A,Matchweek 25,Sun,Home,W,1,0,Ponte Preta,43.0,9980.0,Moisés Ribeiro,4-1-4-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,2017,brasileirao,24,2017 Chapecoense,12,4,33.3,0.08,0.25,
2017-09-30,16:00,Série A,Matchweek 26,Sat,Away,D,1,1,Vasco da Gama,34.0,,Moisés Ribeiro,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Chapecoense,13,5,38.5,0.08,0.2,
2017-10-11,19:30,Série A,Matchweek 27,Wed,Away,L,1,2,Botafogo (RJ),36.0,7613.0,Alan Ruschel,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Chapecoense,5,2,40.0,0.2,0.5,
2017-10-15,17:00,Série A,Matchweek 28,Sun,Home,L,0,1,Flamengo,44.0,10484.0,Jandrei,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Chapecoense,14,4,28.6,0.0,0.0,
2017-10-18,21:00,Série A,Matchweek 29,Wed,Away,W,3,2,Atlético Mineiro,49.0,11927.0,Wellington Paulista,4-1-4-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Chapecoense,17,7,41.2,0.18,0.43,
2017-10-22,19:00,Série A,Matchweek 30,Sun,Home,W,2,0,Fluminense,33.0,10010.0,Wellington Paulista,4-1-4-1,4-3-2-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Chapecoense,9,3,33.3,0.22,0.67,
2017-10-28,21:00,Série A,Matchweek 31,Sat,Away,D,0,0,Ath Paranaense,38.0,9774.0,Wellington Paulista,4-4-2,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Chapecoense,6,2,33.3,0.0,0.0,
2017-11-05,19:00,Série A,Matchweek 32,Sun,Home,D,1,1,Sport Recife,42.0,10654.0,Douglas Grolli,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Chapecoense,9,5,55.6,0.0,0.0,
2017-11-09,20:00,Série A,Matchweek 33,Thu,Away,D,2,2,São Paulo,32.0,35037.0,Wellington Paulista,4-4-1-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Chapecoense,6,2,33.3,0.17,0.5,
2017-11-13,20:00,Série A,Matchweek 34,Mon,Home,W,2,0,Santos,44.0,11301.0,Wellington Paulista,4-2-3-1,4-3-3,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Chapecoense,12,5,41.7,0.08,0.2,
2017-11-16,20:00,Série A,Matchweek 35,Thu,Home,W,2,1,Vitória,51.0,7546.0,Wellington Paulista,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Chapecoense,8,3,37.5,0.25,0.67,
2017-11-19,17:00,Série A,Matchweek 36,Sun,Away,D,1,1,Atl Goianiense,40.0,2280.0,Amaral,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Chapecoense,15,5,33.3,0.07,0.2,
2017-11-26,18:00,Série A,Matchweek 37,Sun,Away,W,1,0,Bahia,39.0,35437.0,Wellington Paulista,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2017,brasileirao,24,2017 Chapecoense,9,4,44.4,0.11,0.25,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,2,1,Coritiba,48.0,12913.0,Wellington Paulista,4-1-4-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2017,brasileirao,24,2017 Chapecoense,14,8,57.1,0.14,0.25,
2017-03-08,19:30,Libertadores,Group stage,Wed,Away,D,1,1,ar Godoy Cruz,68.0,,Leonardo Silva,4-3-3,4-2-3-1,Wilson Lamouroux,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,12,1,8.3,0.0,0.0,
2017-04-13,19:30,Libertadores,Group stage,Thu,Home,W,5,2,bo Sport Boys,68.0,,Leonardo Silva,4-2-3-1,4-5-1,José Argote,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,20,7,35.0,0.25,0.71,
2017-04-19,20:45,Libertadores,Group stage,Wed,Away,L,0,1,py Libertad,,,Leonardo Silva,4-1-4-1,3-4-3,Julio Bascuñán,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,0,0,,,,
2017-04-26,19:30,Libertadores,Group stage,Wed,Home,W,2,0,py Libertad,66.0,,Leonardo Silva,4-1-4-1,5-4-1,Wilson Lamouroux,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,19,5,26.3,0.11,0.4,
2017-05-03,18:30,Libertadores,Group stage,Wed,Away,W,5,1,bo Sport Boys,55.0,,Leonardo Silva,4-2-3-1,4-3-1-2,Jesús Valenzuela,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,18,7,38.9,0.28,0.71,
2017-05-13,16:00,Série A,Matchweek 1,Sat,Away,D,1,1,Flamengo,58.0,50220.0,Victor Leandro Bagy,4-3-2-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,15,4,26.7,0.07,0.25,
2017-05-16,21:00,Libertadores,Group stage,Tue,Home,W,4,1,ar Godoy Cruz,50.0,,Fred,4-4-1-1,4-3-3,Michael Espinoza,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,11,6,54.5,0.36,0.67,
2017-05-21,16:00,Série A,Matchweek 2,Sun,Home,L,1,2,Fluminense,60.0,16145.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,19,3,15.8,0.05,0.33,
2017-05-28,11:00,Série A,Matchweek 3,Sun,Home,D,2,2,Ponte Preta,67.0,19553.0,Victor Leandro Bagy,4-2-3-1,5-4-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,10,7,70.0,0.2,0.29,
2017-06-04,16:00,Série A,Matchweek 4,Sun,Away,D,0,0,Palmeiras,47.0,34240.0,Victor Leandro Bagy,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,9,3,33.3,0.0,0.0,
2017-06-07,19:30,Série A,Matchweek 5,Wed,Home,W,1,0,Avaí,54.0,12648.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,6,4,66.7,0.17,0.25,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,L,0,2,Vitória,58.0,6812.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,9,1,11.1,0.0,0.0,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Home,L,0,1,Ath Paranaense,69.0,10924.0,Leonardo Silva,4-2-3-1,4-1-4-1,Pericles Bassols Pegado Cortez,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,25,3,12.0,0.0,0.0,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,W,2,1,São Paulo,41.0,22704.0,Leonardo Silva,4-4-2,3-4-3,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,8,3,37.5,0.25,0.67,
2017-06-21,21:45,Série A,Matchweek 9,Wed,Home,D,2,2,Sport Recife,52.0,12027.0,Leonardo Silva,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,5,2,40.0,0.4,1.0,
2017-06-25,19:00,Série A,Matchweek 10,Sun,Away,W,1,0,Chapecoense,33.0,9013.0,Rafael Carioca,4-2-3-1,4-1-4-1,Joao Batista de Arruda,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,5,3,60.0,0.2,0.33,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,3,1,Cruzeiro,47.0,17251.0,Leonardo Silva,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,11,4,36.4,0.27,0.75,
2017-07-05,20:45,Libertadores,Round of 16,Wed,Away,L,0,1,bo Wilstermann,50.0,,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Daniel Fedorczuk,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Atlético Mineiro,13,0,0.0,0.0,,
2017-07-09,19:00,Série A,Matchweek 12,Sun,Away,D,1,1,Botafogo (RJ),44.0,9630.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,9,6,66.7,0.11,0.17,
2017-07-12,19:30,Série A,Matchweek 13,Wed,Home,L,0,1,Santos,63.0,12949.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,24,7,29.2,0.0,0.0,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,W,2,1,Atl Goianiense,57.0,5235.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,5,2,40.0,0.4,1.0,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Home,L,0,2,Bahia,69.0,12177.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,25,10,40.0,0.0,0.0,
2017-07-23,19:00,Série A,Matchweek 16,Sun,Home,L,1,2,Vasco da Gama,58.0,12497.0,Fábio Santos,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,13,3,23.1,0.08,0.33,
2017-07-30,16:00,Série A,Matchweek 17,Sun,Away,W,2,0,Coritiba,49.0,11564.0,Leonardo Silva,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,9,6,66.7,0.11,0.17,
2017-08-02,21:00,Série A,Matchweek 18,Wed,Home,L,0,2,Corinthians,58.0,45283.0,Leonardo Silva,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,16,4,25.0,0.0,0.0,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,L,0,2,Grêmio,38.0,22702.0,Victor Leandro Bagy,4-1-4-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,10,4,40.0,0.0,0.0,
2017-08-09,21:45,Libertadores,Round of 16,Wed,Home,D,0,0,bo Wilstermann,75.0,,Victor Leandro Bagy,4-2-3-1,5-4-1,José Argote,Match Report,Leg 2 of 2; Wilstermann won,2017,brasileirao,24,2017 Atlético Mineiro,22,6,27.3,0.0,0.0,
2017-08-13,16:00,Série A,Matchweek 20,Sun,Home,W,2,0,Flamengo,52.0,11031.0,Leonardo Silva,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,20,6,30.0,0.05,0.17,
2017-08-21,20:00,Série A,Matchweek 21,Mon,Away,L,1,2,Fluminense,50.0,10412.0,Leonardo Silva,4-1-4-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,15,7,46.7,0.07,0.14,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Away,W,2,1,Ponte Preta,58.0,5779.0,Leonardo Silva,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,16,6,37.5,0.13,0.33,
2017-09-09,16:00,Série A,Matchweek 23,Sat,Home,D,1,1,Palmeiras,61.0,25672.0,Leonardo Silva,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,21,6,28.6,0.0,0.0,
2017-09-17,11:00,Série A,Matchweek 24,Sun,Away,D,1,1,Avaí,67.0,9201.0,Leonardo Silva,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,17,4,23.5,0.06,0.25,
2017-09-24,19:00,Série A,Matchweek 25,Sun,Home,L,1,3,Vitória,67.0,10865.0,Leonardo Silva,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,9,4,44.4,0.11,0.25,
2017-10-01,19:00,Série A,Matchweek 26,Sun,Away,W,2,0,Ath Paranaense,37.0,11418.0,Leonardo Silva,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,6,3,50.0,0.33,0.67,
2017-10-11,21:45,Série A,Matchweek 27,Wed,Home,W,1,0,São Paulo,47.0,17606.0,Fred,4-2-3-1,4-1-4-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,25,7,28.0,0.0,0.0,
2017-10-15,16:00,Série A,Matchweek 28,Sun,Away,D,1,1,Sport Recife,53.0,20273.0,Fred,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,13,2,15.4,0.08,0.5,
2017-10-18,21:00,Série A,Matchweek 29,Wed,Home,L,2,3,Chapecoense,51.0,11927.0,Fred,4-2-3-1,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,4,2,50.0,0.5,1.0,
2017-10-22,17:00,Série A,Matchweek 30,Sun,Away,W,3,1,Cruzeiro,41.0,35921.0,Leonardo Silva,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,14,5,35.7,0.21,0.6,
2017-10-29,17:00,Série A,Matchweek 31,Sun,Home,D,0,0,Botafogo (RJ),60.0,17086.0,Leonardo Silva,4-4-1-1,4-4-2,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,15,1,6.7,0.0,0.0,
2017-11-04,17:00,Série A,Matchweek 32,Sat,Away,L,1,3,Santos,50.0,11418.0,Leonardo Silva,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,14,4,28.6,0.07,0.25,
2017-11-09,20:00,Série A,Matchweek 33,Thu,Home,W,3,2,Atl Goianiense,54.0,8204.0,Leonardo Silva,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,12,5,41.7,0.17,0.4,
2017-11-12,17:00,Série A,Matchweek 34,Sun,Away,D,2,2,Bahia,44.0,29769.0,Victor Leandro Bagy,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,11,6,54.5,0.18,0.33,
2017-11-15,21:45,Série A,Matchweek 35,Wed,Away,D,1,1,Vasco da Gama,46.0,12059.0,Leonardo Silva,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,12,5,41.7,0.08,0.2,
2017-11-19,19:00,Série A,Matchweek 36,Sun,Home,W,3,0,Coritiba,49.0,8184.0,Leonardo Silva,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,10,6,60.0,0.3,0.5,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Away,D,2,2,Corinthians,43.0,46030.0,Leonardo Silva,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,9,3,33.3,0.22,0.67,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,4,3,Grêmio,63.0,19116.0,Leonardo Silva,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Atlético Mineiro,22,9,40.9,0.18,0.44,
