Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90,Matches,season,league_name,league_id,team_name
Pedro,br BRA,FW,22.0,34,15,1591.0,17.7,13.0,2.0,15.0,13.0,0.0,2.0,2.0,0.0,13.0,11.4,3.5,14.8,19.0,34.0,109.0,0.74,0.11,0.85,0.74,0.85,0.74,0.2,0.93,0.64,0.84,Matches,2020,brasileirao,24,2020 Flamengo
Diego,br BRA,MF,34.0,26,14,1259.0,14.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,1.3,3.3,48.0,144.0,45.0,0.07,0.21,0.29,0.07,0.29,0.14,0.09,0.23,0.14,0.23,Matches,2020,brasileirao,24,2020 Flamengo
Thiago Maia,br BRA,MF,22.0,14,13,1063.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.8,1.0,21.0,99.0,48.0,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,Matches,2020,brasileirao,24,2020 Flamengo
Natan,br BRA,DF,18.0,14,12,1131.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,0.2,2.4,11.0,54.0,2.0,0.08,0.0,0.08,0.08,0.08,0.18,0.01,0.19,0.18,0.19,Matches,2020,brasileirao,24,2020 Flamengo
Léo Pereira,br BRA,DF,24.0,13,11,982.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.5,13.0,58.0,1.0,0.09,0.0,0.09,0.09,0.09,0.04,0.0,0.04,0.04,0.04,Matches,2020,brasileirao,24,2020 Flamengo
Diego Alves,br BRA,GK,34.0,10,10,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Flamengo
Vitinho,br BRA,"MF,FW",26.0,29,9,956.0,10.6,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,3.8,3.8,1.7,5.5,53.0,44.0,130.0,0.19,0.28,0.47,0.19,0.47,0.36,0.16,0.52,0.36,0.52,Matches,2020,brasileirao,24,2020 Flamengo
Renê,br BRA,DF,27.0,12,7,697.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.8,17.0,67.0,46.0,0.13,0.13,0.26,0.13,0.26,0.03,0.08,0.11,0.03,0.11,Matches,2020,brasileirao,24,2020 Flamengo
Michael,br BRA,"FW,MF",23.0,20,4,508.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.7,1.7,0.9,2.6,47.0,20.0,115.0,0.0,0.18,0.18,0.0,0.18,0.31,0.16,0.47,0.31,0.47,Matches,2020,brasileirao,24,2020 Flamengo
João Gomes,br BRA,MF,18.0,11,4,502.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.4,6.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Matches,2020,brasileirao,24,2020 Flamengo
Matheuzinho,br BRA,DF,19.0,13,4,444.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,11.0,41.0,33.0,0.0,0.2,0.2,0.0,0.2,0.02,0.11,0.14,0.02,0.14,Matches,2020,brasileirao,24,2020 Flamengo
César,br BRA,GK,28.0,5,3,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Flamengo
João Lucas,br BRA,DF,21.0,5,3,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,2020,brasileirao,24,2020 Flamengo
Gabriel Batista,br BRA,GK,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Flamengo
Lincoln,br BRA,"FW,MF",19.0,14,2,283.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.6,2.6,0.6,3.2,7.0,7.0,29.0,0.32,0.32,0.64,0.32,0.64,0.83,0.2,1.03,0.83,1.03,Matches,2020,brasileirao,24,2020 Flamengo
Matheus Thuler,br BRA,DF,20.0,4,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Flamengo
Pedro Rocha Neves,br BRA,"FW,MF",25.0,5,2,151.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,10.0,6.0,25.0,0.0,0.6,0.6,0.0,0.6,0.02,0.85,0.87,0.02,0.87,Matches,2020,brasileirao,24,2020 Flamengo
Gabriel Noga,br BRA,DF,18.0,2,1,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Flamengo
Rafinha,br BRA,DF,34.0,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2020,brasileirao,24,2020 Flamengo
Ramon,br BRA,DF,18.0,4,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,2020,brasileirao,24,2020 Flamengo
Otavio Ataide,br BRA,DF,17.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2020,brasileirao,24,2020 Flamengo
Guilherme Bala,br BRA,FW,18.0,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2020,brasileirao,24,2020 Flamengo
João Pedro Pepê,br BRA,MF,22.0,11,0,103.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,4.0,12.0,8.0,0.87,0.0,0.87,0.87,0.87,0.12,0.49,0.61,0.12,0.61,Matches,2020,brasileirao,24,2020 Flamengo
Rodrigo Muniz,br BRA,"FW,MF",18.0,4,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,2020,brasileirao,24,2020 Flamengo
Lázaro,br BRA,"FW,MF",17.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Flamengo
Richard Ríos,co COL,FW,19.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Flamengo
Yuri de Oliveira,br BRA,DF,19.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,2.52,2.52,2.52,Matches,2020,brasileirao,24,2020 Flamengo
Daniel Cabral,br BRA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Robert Piris Da Motta,py PAR,MF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Dhouglas,br BRA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
João Fernando,br BRA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Ítalo,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Milani,at AUT,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Hugo Moura,br BRA,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Paradela de Souza,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Vinicius Souza,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Flamengo
Squad Total,,,26.6,38,418,3420.0,38.0,67.0,50.0,117.0,60.0,7.0,10.0,88.0,3.0,78.4,71.5,57.8,129.3,922.0,2171.0,2151.0,1.76,1.32,3.08,1.58,2.89,2.06,1.52,3.58,1.88,3.4,,2020,brasileirao,24,2020 Flamengo
Opponent Total,,,26.6,38,418,3420.0,38.0,46.0,34.0,80.0,43.0,3.0,3.0,111.0,4.0,35.2,32.9,25.9,58.8,516.0,982.0,970.0,1.21,0.89,2.11,1.13,2.03,0.93,0.68,1.61,0.86,1.55,,2020,brasileirao,24,2020 Flamengo
Marcelo Lomba,br BRA,GK,33.0,37,37,3327.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Internacional
Víctor Cuesta,ar ARG,DF,31.0,35,35,3131.0,34.8,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.9,0.9,0.6,1.5,29.0,128.0,8.0,0.03,0.03,0.06,0.03,0.06,0.03,0.02,0.04,0.03,0.04,Matches,2020,brasileirao,24,2020 Internacional
Patrick,br BRA,"MF,FW",27.0,33,32,2603.0,28.9,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,4.8,4.8,4.6,9.4,96.0,114.0,164.0,0.21,0.14,0.35,0.21,0.35,0.16,0.16,0.32,0.16,0.32,Matches,2020,brasileirao,24,2020 Internacional
Edenílson,br BRA,MF,30.0,33,31,2785.0,30.9,6.0,5.0,11.0,3.0,3.0,3.0,6.0,0.0,6.2,3.9,4.5,8.4,47.0,164.0,118.0,0.19,0.16,0.36,0.1,0.26,0.2,0.15,0.35,0.13,0.27,Matches,2020,brasileirao,24,2020 Internacional
Moisés,br BRA,DF,24.0,26,24,2174.0,24.2,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.4,2.7,63.0,75.0,117.0,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.11,0.01,0.11,Matches,2020,brasileirao,24,2020 Internacional
Thiago Galhardo,br BRA,FW,30.0,29,20,1859.0,20.7,17.0,5.0,22.0,11.0,6.0,7.0,4.0,1.0,14.0,8.5,4.3,12.8,34.0,47.0,109.0,0.82,0.24,1.07,0.53,0.77,0.68,0.21,0.89,0.41,0.62,Matches,2020,brasileirao,24,2020 Internacional
Rodinei,br BRA,DF,28.0,23,20,1811.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,1.0,1.3,64.0,68.0,99.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,Matches,2020,brasileirao,24,2020 Internacional
Bruno Praxedes,br BRA,MF,17.0,22,18,1195.0,13.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.9,2.9,31.0,74.0,35.0,0.08,0.0,0.08,0.08,0.08,0.08,0.14,0.22,0.08,0.22,Matches,2020,brasileirao,24,2020 Internacional
Zé Gabriel,br BRA,DF,21.0,22,17,1549.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,32.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2020,brasileirao,24,2020 Internacional
Marcos Guilherme,br BRA,"MF,FW",24.0,27,16,1263.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,2.1,3.3,32.0,42.0,69.0,0.0,0.07,0.07,0.0,0.07,0.09,0.15,0.23,0.09,0.23,Matches,2020,brasileirao,24,2020 Internacional
Rodrigo Lindoso,br BRA,MF,30.0,30,15,1688.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,1.1,2.3,18.0,100.0,15.0,0.0,0.05,0.05,0.0,0.05,0.07,0.06,0.12,0.07,0.12,Matches,2020,brasileirao,24,2020 Internacional
Rodrigo Dourado,br BRA,MF,25.0,19,15,1206.0,13.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.7,0.7,0.5,1.2,6.0,41.0,4.0,0.22,0.07,0.3,0.22,0.3,0.05,0.04,0.09,0.05,0.09,Matches,2020,brasileirao,24,2020 Internacional
Yuri Alberto,br BRA,"FW,MF",18.0,23,14,1299.0,14.4,10.0,2.0,12.0,10.0,0.0,0.0,3.0,0.0,8.1,8.1,2.0,10.1,20.0,14.0,112.0,0.69,0.14,0.83,0.69,0.83,0.56,0.14,0.7,0.56,0.7,Matches,2020,brasileirao,24,2020 Internacional
Uendel,br BRA,DF,31.0,14,13,1073.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,1.4,1.6,27.0,55.0,57.0,0.0,0.08,0.08,0.0,0.08,0.02,0.12,0.14,0.02,0.14,Matches,2020,brasileirao,24,2020 Internacional
Caio Vidal,br BRA,"MF,FW",19.0,14,12,827.0,9.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,0.4,2.1,28.0,11.0,90.0,0.22,0.0,0.22,0.22,0.22,0.18,0.05,0.23,0.18,0.23,Matches,2020,brasileirao,24,2020 Internacional
Lucas Ribeiro,br BRA,DF,21.0,13,11,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,8.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,2020,brasileirao,24,2020 Internacional
Rodrigo Moledo,br BRA,DF,32.0,18,10,958.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.1,0.1,0.0,0.2,6.0,31.0,2.0,0.09,0.0,0.09,0.09,0.09,0.01,0.0,0.02,0.01,0.02,Matches,2020,brasileirao,24,2020 Internacional
Abel Hernández,uy URU,FW,29.0,23,10,925.0,10.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,5.3,5.3,0.7,6.0,5.0,20.0,52.0,0.29,0.1,0.39,0.29,0.39,0.51,0.07,0.58,0.51,0.58,Matches,2020,brasileirao,24,2020 Internacional
Heitor,br BRA,DF,19.0,12,10,877.0,9.7,0.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,2.0,2.5,14.0,28.0,45.0,0.0,0.41,0.41,0.0,0.41,0.05,0.21,0.26,0.05,0.26,Matches,2020,brasileirao,24,2020 Internacional
Gabriel Boschilia,br BRA,"MF,FW",23.0,13,9,855.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.1,14.0,43.0,37.0,0.11,0.11,0.21,0.11,0.21,0.12,0.11,0.23,0.12,0.23,Matches,2020,brasileirao,24,2020 Internacional
Renzo Saravia,ar ARG,DF,26.0,8,8,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,14.0,23.0,43.0,0.0,0.12,0.12,0.0,0.12,0.02,0.08,0.09,0.02,0.09,Matches,2020,brasileirao,24,2020 Internacional
Damián Musto,ar ARG,MF,32.0,14,6,636.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.3,0.3,0.1,0.4,4.0,42.0,5.0,0.14,0.0,0.14,0.14,0.14,0.04,0.01,0.05,0.04,0.05,Matches,2020,brasileirao,24,2020 Internacional
Johnny Cardoso,us USA,MF,18.0,13,5,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Matches,2020,brasileirao,24,2020 Internacional
Andrés D'Alessandro,ar ARG,"MF,FW",38.0,20,4,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.1,1.8,12.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.3,0.12,0.3,Matches,2020,brasileirao,24,2020 Internacional
Nonato,br BRA,MF,21.0,11,4,429.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,7.0,28.0,9.0,0.21,0.0,0.21,0.21,0.21,0.07,0.04,0.11,0.07,0.11,Matches,2020,brasileirao,24,2020 Internacional
Peglow,br BRA,"MF,FW",18.0,16,3,331.0,3.7,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,1.1,3.2,6.0,16.0,22.0,0.54,0.82,1.36,0.54,1.36,0.58,0.3,0.87,0.58,0.87,Matches,2020,brasileirao,24,2020 Internacional
William Pottker,br BRA,"FW,MF",26.0,7,3,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.1,0.7,8.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.18,0.21,Matches,2020,brasileirao,24,2020 Internacional
Mauricio,br BRA,"MF,FW",18.0,8,3,296.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,0.0,7.0,14.0,0.3,0.3,0.61,0.3,0.61,0.12,0.1,0.22,0.12,0.22,Matches,2020,brasileirao,24,2020 Internacional
Leandro Fernández,ar ARG,"FW,MF",28.0,9,3,272.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,6.0,8.0,25.0,0.0,0.33,0.33,0.0,0.33,0.2,0.1,0.3,0.2,0.3,Matches,2020,brasileirao,24,2020 Internacional
Paolo Guerrero,pe PER,FW,36.0,3,3,231.0,2.6,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.6,1.6,1.0,2.6,7.0,8.0,16.0,1.17,0.39,1.56,1.17,1.56,0.62,0.39,1.01,0.62,1.01,Matches,2020,brasileirao,24,2020 Internacional
Bruno Fuchs,br BRA,DF,20.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Internacional
Martín Sarrafiore,ar ARG,FW,22.0,2,1,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.21,0.18,0.21,Matches,2020,brasileirao,24,2020 Internacional
Jussa,br BRA,"MF,DF",23.0,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Internacional
Danilo Fernandes,br BRA,GK,31.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Internacional
Muchacho,br BRA,FW,19.0,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,2020,brasileirao,24,2020 Internacional
Pedro Henrique,br BRA,DF,19.0,1,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,2020,brasileirao,24,2020 Internacional
Leonardo Borges,br BRA,DF,19.0,1,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Internacional
Lucas Mazetti,br BRA,DF,18.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Internacional
Daniel,br BRA,GK,25.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Internacional
Emerson Júnior,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Internacional
Keiller,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Internacional
Squad Total,,,27.1,38,418,3420.0,38.0,59.0,40.0,99.0,50.0,9.0,10.0,91.0,8.0,55.3,47.4,35.4,82.8,663.0,1391.0,1377.0,1.55,1.05,2.61,1.32,2.37,1.45,0.93,2.39,1.25,2.18,,2020,brasileirao,24,2020 Internacional
Opponent Total,,,26.8,38,418,3420.0,38.0,34.0,21.0,55.0,30.0,4.0,5.0,95.0,3.0,36.2,32.3,24.2,56.5,542.0,1525.0,1507.0,0.89,0.55,1.45,0.79,1.34,0.95,0.64,1.59,0.85,1.49,,2020,brasileirao,24,2020 Internacional
