season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2014-2015,Juan Carlos,es ESP,"FW,MF",23.0,2.0,0.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,David Gómez,es ESP,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,Dani Iglesias,es ESP,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,Borja López,es ESP,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,Iago López,es ESP,DF,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,Marcos Remeseiro,es ESP,MF,22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,Squad Total,,,26.9,38.0,418.0,3420.0,38.0,33.0,17.0,50.0,29.0,4.0,7.0,0.0,0.0,0.87,0.45,1.32,0.76,1.21,,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,Opponent Total,,,26.4,38.0,418.0,3420.0,38.0,57.0,43.0,100.0,53.0,4.0,6.0,103.0,3.0,1.5,1.13,2.63,1.39,2.53,,la_liga,12,deportivo_la_coruna,2a60ed82,,,,,,,,,,,,
2014-2015,Jean-Sylvain Babin,mq MTQ,DF,27.0,34.0,34.0,3030.0,33.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Allan Nyom,cm CMR,"DF,MF",26.0,34.0,34.0,2985.0,33.2,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Fran Rico,es ESP,MF,26.0,31.0,28.0,2548.0,28.3,3.0,1.0,4.0,1.0,2.0,2.0,13.0,0.0,0.11,0.04,0.14,0.04,0.07,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Piti,es ESP,"FW,MF",33.0,33.0,28.0,2303.0,25.6,1.0,3.0,4.0,1.0,0.0,0.0,9.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Manuel Iturra,cl CHI,MF,30.0,30.0,27.0,2362.0,26.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Youssef El-Arabi,ma MAR,FW,27.0,28.0,24.0,1977.0,22.0,8.0,2.0,10.0,4.0,4.0,4.0,4.0,1.0,0.36,0.09,0.46,0.18,0.27,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Roberto,es ESP,GK,35.0,23.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Diego Mainz,es ESP,DF,31.0,23.0,18.0,1731.0,19.2,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Dimitri Foulquier,fr FRA,"DF,MF",21.0,25.0,18.0,1697.0,18.9,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Jeison Murillo,co COL,DF,22.0,19.0,18.0,1589.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Jhon Córdoba,co COL,FW,21.0,26.0,16.0,1409.0,15.7,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Javi Márquez,es ESP,MF,28.0,25.0,15.0,1424.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Juankar,es ESP,"DF,FW",24.0,21.0,15.0,1344.0,14.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Oier Olazábal,es ESP,GK,24.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Rubén Pérez,es ESP,MF,25.0,14.0,13.0,1108.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Rubén Rochina,es ESP,"FW,MF",23.0,19.0,12.0,1133.0,12.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.16,0.08,0.24,0.16,0.24,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Robert Ibáñez,es ESP,"FW,MF",21.0,17.0,12.0,1064.0,11.8,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.42,0.08,0.51,0.42,0.51,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Emanuel Insúa,ar ARG,DF,23.0,12.0,12.0,1020.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.09,0.09,0.0,0.09,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Lass Bangoura,gn GUI,"FW,MF",22.0,14.0,12.0,922.0,10.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Abdoul Sissoko,fr FRA,MF,24.0,11.0,10.0,756.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Isaac Success,ng NGA,"FW,MF",18.0,19.0,9.0,934.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Cala,es ESP,DF,24.0,7.0,6.0,517.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Daniel Candeias,pt POR,"FW,MF",26.0,11.0,5.0,530.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Héctor Yuste,es ESP,"DF,MF",26.0,6.0,4.0,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Adrián Colunga,es ESP,"FW,MF",29.0,4.0,3.0,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Alfredo Ortuño,es ESP,"DF,FW",23.0,5.0,2.0,247.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Darwin Machís,ve VEN,"FW,MF",21.0,3.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Eddy Silvestre,az AZE,MF,21.0,5.0,1.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Luís Martins,pt POR,DF,22.0,3.0,1.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Stole Dimitrievski,mk MKD,GK,20.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Sulayman Marreh,gm GAM,"DF,MF",18.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Riki,es ESP,FW,33.0,9.0,0.0,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Daniel Larsson,se SWE,"FW,MF",27.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Uche Henry Agbo,ng NGA,MF,18.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Marcelo Djaló,gw GNB,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Francisco Morante Martínez,es ESP,DF,22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Dany Nounkeu,cm CMR,DF,28.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Squad Total,,,26.6,38.0,418.0,3420.0,38.0,29.0,17.0,46.0,23.0,6.0,6.0,0.0,0.0,0.76,0.45,1.21,0.61,1.05,,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Opponent Total,,,26.5,38.0,418.0,3420.0,38.0,62.0,39.0,101.0,58.0,4.0,4.0,108.0,8.0,1.63,1.03,2.66,1.53,2.55,,la_liga,12,granada,a0435291,,,,,,,,,,,,
2014-2015,Eneko Bóveda,es ESP,DF,25.0,35.0,35.0,3136.0,34.8,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.03,0.09,0.11,0.03,0.11,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Dani García,es ESP,MF,24.0,34.0,34.0,2951.0,32.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,1.0,0.03,0.06,0.09,0.03,0.09,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Xabi Irureta,es ESP,GK,28.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Saúl Berjón,es ESP,"FW,MF",28.0,34.0,30.0,2387.0,26.5,3.0,7.0,10.0,3.0,0.0,0.0,4.0,0.0,0.11,0.26,0.38,0.11,0.38,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Mikel Arruabarrena,es ESP,FW,31.0,34.0,29.0,2539.0,28.2,9.0,3.0,12.0,7.0,2.0,2.0,10.0,0.0,0.32,0.11,0.43,0.25,0.35,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Lillo,es ESP,DF,25.0,31.0,28.0,2536.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Raúl Navas,es ESP,DF,26.0,29.0,28.0,2456.0,27.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,2.0,0.07,0.0,0.07,0.07,0.07,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Ander Capa,es ESP,"DF,MF",22.0,34.0,27.0,2401.0,26.7,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.11,0.04,0.15,0.11,0.15,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Manu del Moral,es ESP,FW,30.0,28.0,21.0,1678.0,18.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.16,0.05,0.21,0.16,0.21,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Jon Errasti,es ESP,MF,26.0,25.0,19.0,1725.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Federico Piovaccari,it ITA,FW,29.0,28.0,17.0,1592.0,17.7,6.0,0.0,6.0,6.0,0.0,0.0,6.0,2.0,0.34,0.0,0.34,0.34,0.34,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Raúl Albentosa,es ESP,DF,25.0,17.0,17.0,1530.0,17.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Javi Lara,es ESP,MF,28.0,31.0,16.0,1715.0,19.1,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.05,0.16,0.21,0.05,0.21,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Abraham Minero,es ESP,"DF,MF",28.0,22.0,14.0,1322.0,14.7,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.07,0.14,0.2,0.07,0.2,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Borja Fernández,es ESP,MF,33.0,16.0,14.0,1125.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Txema Añibarro,es ESP,"DF,MF",35.0,15.0,12.0,1146.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Dídac Vilà,es ESP,DF,25.0,15.0,12.0,1113.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Borja Ekiza,es ESP,DF,26.0,11.0,11.0,926.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Derek Boateng,gh GHA,MF,31.0,13.0,8.0,729.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Ángel Rodríguez,es ESP,FW,27.0,15.0,6.0,534.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Jaime,es ESP,GK,33.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Dejan Lekić,rs SRB,FW,29.0,18.0,1.0,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Dani Nieto,es ESP,"FW,MF",23.0,9.0,1.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Txusta,es ESP,GK,28.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Squad Total,,,27.6,38.0,418.0,3420.0,38.0,33.0,25.0,58.0,31.0,2.0,2.0,0.0,0.0,0.87,0.66,1.53,0.82,1.47,,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Opponent Total,,,26.5,38.0,418.0,3420.0,38.0,55.0,34.0,89.0,50.0,5.0,5.0,94.0,1.0,1.45,0.89,2.34,1.32,2.21,,la_liga,12,eibar,bea5c710,,,,,,,,,,,,
2014-2015,Ángel Trujillo,es ESP,DF,26.0,36.0,35.0,3208.0,35.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Verza,es ESP,MF,27.0,33.0,33.0,2844.0,31.6,4.0,3.0,7.0,1.0,3.0,4.0,10.0,0.0,0.13,0.09,0.22,0.03,0.13,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Sebastián Dubarbier,ar ARG,"DF,FW",28.0,32.0,32.0,2761.0,30.7,0.0,1.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,0.03,0.03,0.0,0.03,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Ximo Navarro,es ESP,DF,24.0,28.0,28.0,2405.0,26.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Thomas Partey,gh GHA,MF,21.0,31.0,28.0,2361.0,26.2,4.0,0.0,4.0,4.0,0.0,0.0,13.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Mauro dos Santos,ar ARG,DF,25.0,29.0,27.0,2296.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.04,0.0,0.04,0.04,0.04,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Tomer Hemed,il ISR,FW,27.0,35.0,26.0,2326.0,25.8,8.0,4.0,12.0,6.0,2.0,2.0,4.0,1.0,0.31,0.15,0.46,0.23,0.39,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Rubén,es ESP,GK,30.0,23.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Corona,es ESP,MF,33.0,31.0,23.0,2025.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Wellington Silva,br BRA,"FW,MF",21.0,31.0,23.0,1978.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Edgar Mendez,es ESP,MF,24.0,30.0,21.0,1912.0,21.2,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,0.19,0.05,0.24,0.19,0.24,,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Thievy Bifouma,cg CGO,"FW,MF",22.0,29.0,21.0,1776.0,19.7,4.0,1.0,5.0,4.0,0.0,0.0,7.0,1.0,0.2,0.05,0.25,0.2,0.25,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Jonathan Zongo,bf BFA,"FW,MF",25.0,27.0,16.0,1565.0,17.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.12,0.06,0.17,0.12,0.17,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Julián Cuesta,es ESP,GK,23.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Fran Vélez,es ESP,"DF,MF",23.0,17.0,14.0,1213.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Fernando Soriano,es ESP,MF,34.0,28.0,13.0,1441.0,16.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,0.19,0.06,0.25,0.19,0.25,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Michel,br BRA,DF,24.0,14.0,13.0,1206.0,13.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.15,0.0,0.15,0.15,0.15,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Ramon Azeez,ng NGA,MF,21.0,14.0,10.0,846.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Javier Espinosa,es ESP,MF,21.0,15.0,8.0,718.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,José Manuel Casado,es ESP,DF,27.0,8.0,5.0,415.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Mané,es ESP,"DF,MF",32.0,5.0,3.0,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Antonio Marín,es ESP,DF,18.0,2.0,1.0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Teerasil Dangda,th THA,FW,26.0,6.0,0.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Dani Romera,es ESP,FW,18.0,5.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Quique,es ESP,"FW,MF",24.0,3.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Carlos Selfa,es ESP,MF,22.0,1.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Gaspar Panadero,es ESP,MF,16.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Yeray Gómez Ferragut,es ESP,GK,22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,José Jurado,es ESP,MF,22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Édgar Méndez,es ESP,"FW,MF",24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Iván Sánchez,es ESP,"FW,MF",21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Charlie Took,cm CMR,DF,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Squad Total,,,26.1,38.0,418.0,3420.0,38.0,33.0,22.0,55.0,28.0,5.0,6.0,0.0,0.0,0.87,0.58,1.45,0.74,1.32,,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Opponent Total,,,26.7,38.0,418.0,3420.0,38.0,62.0,47.0,109.0,61.0,1.0,2.0,121.0,7.0,1.63,1.24,2.87,1.61,2.84,,la_liga,12,almeria,78ecf4bb,,,,,,,,,,,,
2014-2015,Juan Carlos,es ESP,GK,26.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,cordoba,6009ff35,,,,,,,,,,,,
2014-2015,Aleksandar Pantić,rs SRB,DF,22.0,29.0,27.0,2415.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,cordoba,6009ff35,,,,,,,,,,,,
2014-2015,José Ángel Crespo,es ESP,DF,27.0,27.0,26.0,2163.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,la_liga,12,cordoba,6009ff35,,,,,,,,,,,,
2014-2015,Federico Cartabia,ar ARG,"FW,MF",21.0,30.0,24.0,2159.0,24.0,4.0,4.0,8.0,4.0,0.0,1.0,11.0,2.0,0.17,0.17,0.33,0.17,0.33,Matches,la_liga,12,cordoba,6009ff35,,,,,,,,,,,,
