season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2018-2019,Šime Vrsaljko,hr CRO,DF,26.0,10.0,8.0,727.0,8.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,serie_a,11,internazionale,d609edc0,0.0,0.0,1.3,1.4,20.0,38.0,48.0,0.0,0.16,0.17,0.0,0.17
2018-2019,Antonio Candreva,it ITA,"FW,MF",31.0,18.0,5.0,502.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,serie_a,11,internazionale,d609edc0,2.0,2.0,1.1,3.1,41.0,17.0,75.0,0.35,0.2,0.55,0.35,0.55
2018-2019,Cédric Soares,pt POR,DF,26.0,4.0,3.0,259.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches,serie_a,11,internazionale,d609edc0,0.1,0.1,0.5,0.6,2.0,14.0,15.0,0.05,0.17,0.22,0.05,0.22
2018-2019,Andrea Ranocchia,it ITA,"DF,FW",30.0,4.0,0.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,0.1,0.1,0.0,0.1,0.0,1.0,1.0,0.17,0.0,0.17,0.17,0.17
2018-2019,Yann Karamoh,fr FRA,"FW,MF",20.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Tommaso Berni,it ITA,GK,35.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2018-2019,Facundo Colidio,ar ARG,"FW,MF",18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2018-2019,Daniele Padelli,it ITA,GK,32.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2018-2019,Eddie Salcedo,it ITA,FW,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2018-2019,Squad Total,,,27.7,38.0,418.0,3420.0,38.0,57.0,36.0,93.0,49.0,8.0,9.0,73.0,3.0,1.5,0.95,2.45,1.29,2.24,,serie_a,11,internazionale,d609edc0,63.8,56.8,45.4,102.3,954.0,1917.0,1907.0,1.68,1.2,2.88,1.5,2.69
2018-2019,Opponent Total,,,26.8,38.0,418.0,3420.0,38.0,30.0,22.0,52.0,27.0,3.0,5.0,99.0,5.0,0.79,0.58,1.37,0.71,1.29,,serie_a,11,internazionale,d609edc0,38.3,34.3,26.4,60.7,639.0,1208.0,1203.0,1.01,0.69,1.7,0.9,1.6
2018-2019,Gianluigi Donnarumma,it ITA,GK,19.0,36.0,36.0,3090.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,milan,dc56fe14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ricardo Rodríguez,ch SUI,DF,25.0,35.0,35.0,3047.0,33.9,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,serie_a,11,milan,dc56fe14,0.6,0.6,1.4,2.0,86.0,177.0,81.0,0.02,0.04,0.06,0.02,0.06
2018-2019,Suso,es ESP,"FW,MF",24.0,35.0,35.0,3018.0,33.5,7.0,10.0,17.0,7.0,0.0,0.0,9.0,1.0,0.21,0.3,0.51,0.21,0.51,Matches,serie_a,11,milan,dc56fe14,4.2,4.2,9.9,14.2,138.0,215.0,368.0,0.13,0.3,0.42,0.13,0.42
2018-2019,Franck Kessié,ci CIV,MF,21.0,34.0,34.0,3018.0,33.5,7.0,2.0,9.0,4.0,3.0,3.0,8.0,0.0,0.21,0.06,0.27,0.12,0.18,Matches,serie_a,11,milan,dc56fe14,7.5,5.2,2.3,7.4,72.0,191.0,159.0,0.22,0.07,0.29,0.15,0.22
2018-2019,Hakan Çalhanoğlu,tr TUR,"MF,FW",24.0,36.0,34.0,2884.0,32.0,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,0.09,0.19,0.28,0.09,0.28,Matches,serie_a,11,milan,dc56fe14,5.2,5.2,6.2,11.4,126.0,210.0,196.0,0.16,0.19,0.36,0.16,0.36
2018-2019,Alessio Romagnoli,it ITA,DF,23.0,32.0,32.0,2847.0,31.6,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches,serie_a,11,milan,dc56fe14,0.9,0.9,0.2,1.1,11.0,86.0,3.0,0.03,0.01,0.03,0.03,0.03
2018-2019,Mateo Musacchio,ar ARG,DF,27.0,29.0,29.0,2610.0,29.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,serie_a,11,milan,dc56fe14,2.0,2.0,0.4,2.4,11.0,116.0,4.0,0.07,0.01,0.08,0.07,0.08
2018-2019,Tiemoué Bakayoko,fr FRA,MF,23.0,31.0,26.0,2301.0,25.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches,serie_a,11,milan,dc56fe14,1.7,1.7,1.6,3.2,49.0,156.0,45.0,0.06,0.06,0.13,0.06,0.13
2018-2019,Davide Calabria,it ITA,DF,21.0,26.0,22.0,1950.0,21.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,serie_a,11,milan,dc56fe14,0.4,0.4,2.0,2.4,58.0,123.0,124.0,0.02,0.09,0.11,0.02,0.11
2018-2019,Krzysztof Piątek,pl POL,FW,23.0,18.0,16.0,1373.0,15.3,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,Matches,serie_a,11,milan,dc56fe14,6.9,6.9,1.2,8.2,12.0,16.0,107.0,0.46,0.08,0.54,0.46,0.54
2018-2019,Ignazio Abate,it ITA,DF,31.0,19.0,15.0,1302.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,milan,dc56fe14,0.1,0.1,0.4,0.4,27.0,88.0,43.0,0.01,0.02,0.03,0.01,0.03
2018-2019,Gonzalo Higuaín,ar ARG,FW,30.0,15.0,15.0,1277.0,14.2,6.0,1.0,7.0,6.0,0.0,1.0,3.0,1.0,0.42,0.07,0.49,0.42,0.49,Matches,serie_a,11,milan,dc56fe14,6.6,5.8,1.7,7.5,25.0,34.0,81.0,0.47,0.12,0.59,0.41,0.53
2018-2019,Lucas Biglia,ar ARG,MF,32.0,16.0,13.0,1114.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,serie_a,11,milan,dc56fe14,0.2,0.2,0.4,0.7,11.0,67.0,4.0,0.02,0.03,0.05,0.02,0.05
2018-2019,Patrick Cutrone,it ITA,FW,20.0,34.0,12.0,1457.0,16.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.19,0.12,0.31,0.19,0.31,Matches,serie_a,11,milan,dc56fe14,3.0,3.0,1.6,4.5,26.0,13.0,142.0,0.18,0.1,0.28,0.18,0.28
2018-2019,Cristián Zapata,co COL,DF,31.0,13.0,12.0,1026.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,milan,dc56fe14,0.2,0.2,0.3,0.6,6.0,39.0,0.0,0.02,0.03,0.05,0.02,0.05
2018-2019,Lucas Paquetá,br BRA,MF,20.0,13.0,12.0,842.0,9.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.11,0.11,0.21,0.11,0.21,Matches,serie_a,11,milan,dc56fe14,1.3,1.3,0.8,2.1,21.0,48.0,49.0,0.14,0.08,0.22,0.14,0.22
2018-2019,Fabio Borini,it ITA,"FW,DF",27.0,20.0,10.0,1054.0,11.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches,serie_a,11,milan,dc56fe14,2.5,2.5,1.2,3.6,13.0,26.0,96.0,0.21,0.1,0.31,0.21,0.31
2018-2019,Samu Castillejo,es ESP,"FW,MF",23.0,31.0,8.0,1023.0,11.4,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,0.35,0.18,0.53,0.35,0.53,Matches,serie_a,11,milan,dc56fe14,1.7,1.7,1.8,3.5,56.0,42.0,124.0,0.15,0.16,0.31,0.15,0.31
2018-2019,Giacomo Bonaventura,it ITA,MF,28.0,8.0,8.0,646.0,7.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.42,0.14,0.56,0.42,0.56,Matches,serie_a,11,milan,dc56fe14,2.9,2.9,0.8,3.6,32.0,40.0,26.0,0.4,0.1,0.5,0.4,0.5
2018-2019,Diego Laxalt,uy URU,"DF,MF",25.0,20.0,6.0,651.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,milan,dc56fe14,1.2,1.2,0.7,1.8,21.0,27.0,51.0,0.16,0.09,0.25,0.16,0.25
2018-2019,Andrea Conti,it ITA,DF,24.0,12.0,4.0,500.0,5.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches,serie_a,11,milan,dc56fe14,0.0,0.0,1.1,1.1,19.0,34.0,38.0,0.0,0.2,0.2,0.0,0.2
2018-2019,Pepe Reina,es ESP,GK,35.0,4.0,2.0,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,milan,dc56fe14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,José Mauri,it ITA,MF,22.0,5.0,2.0,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,milan,dc56fe14,0.1,0.1,0.1,0.2,1.0,11.0,2.0,0.04,0.05,0.1,0.04,0.1
2018-2019,Raoul Bellanova,it ITA,"DF,MF",18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Andrea Bertolacci,it ITA,MF,27.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Marco Brescianini,it ITA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Mattia Caldara,it ITA,DF,24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Antonio Donnarumma,it ITA,GK,28.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Alen Halilović,hr CRO,"FW,MF",22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Riccardo Montolivo,it ITA,MF,33.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Alessandro Plizzari,it ITA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Stefan Simić,cz CZE,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Matteo Soncin,it ITA,GK,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Ivan Strinić,hr CRO,DF,31.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Emmanuel Torres,ar ARG,FW,26.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Frank Tsadjout,it ITA,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2018-2019,Squad Total,,,24.8,38.0,418.0,3420.0,38.0,51.0,35.0,86.0,48.0,3.0,4.0,80.0,5.0,1.34,0.92,2.26,1.26,2.18,,serie_a,11,milan,dc56fe14,48.8,45.7,35.6,81.3,821.0,1759.0,1743.0,1.28,0.94,2.22,1.2,2.14
2018-2019,Opponent Total,,,26.9,38.0,418.0,3420.0,38.0,35.0,21.0,56.0,31.0,4.0,5.0,69.0,5.0,0.92,0.55,1.47,0.82,1.37,,serie_a,11,milan,dc56fe14,41.2,37.3,29.2,66.5,698.0,1505.0,1494.0,1.08,0.77,1.85,0.98,1.75
2018-2019,Aleksandar Kolarov,rs SRB,DF,32.0,33.0,32.0,2906.0,32.3,8.0,2.0,10.0,5.0,3.0,3.0,7.0,1.0,0.25,0.06,0.31,0.15,0.22,Matches,serie_a,11,roma,cf74a709,5.0,2.6,6.6,9.2,105.0,165.0,177.0,0.15,0.2,0.36,0.08,0.28
2018-2019,Federico Fazio,ar ARG,DF,31.0,34.0,31.0,2806.0,31.2,5.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,serie_a,11,roma,cf74a709,2.5,2.5,0.3,2.8,19.0,100.0,5.0,0.08,0.01,0.09,0.08,0.09
2018-2019,Steven Nzonzi,fr FRA,MF,29.0,30.0,29.0,2617.0,29.1,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,serie_a,11,roma,cf74a709,1.7,1.7,2.1,3.9,21.0,180.0,21.0,0.06,0.07,0.13,0.06,0.13
2018-2019,Edin Džeko,ba BIH,FW,32.0,33.0,28.0,2579.0,28.7,9.0,6.0,15.0,9.0,0.0,0.0,9.0,0.0,0.31,0.21,0.52,0.31,0.52,Matches,serie_a,11,roma,cf74a709,14.5,14.5,4.2,18.6,64.0,94.0,246.0,0.5,0.15,0.65,0.5,0.65
2018-2019,Robin Olsen,se SWE,GK,28.0,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,roma,cf74a709,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Kostas Manolas,gr GRE,DF,27.0,27.0,27.0,2324.0,25.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,serie_a,11,roma,cf74a709,1.8,1.8,0.4,2.2,8.0,55.0,2.0,0.07,0.02,0.08,0.07,0.08
2018-2019,Bryan Cristante,it ITA,MF,23.0,35.0,26.0,2425.0,26.9,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,0.15,0.11,0.26,0.15,0.26,Matches,serie_a,11,roma,cf74a709,3.8,3.8,2.4,6.2,39.0,182.0,47.0,0.14,0.09,0.23,0.14,0.23
2018-2019,Alessandro Florenzi,it ITA,"DF,FW",27.0,29.0,24.0,2180.0,24.2,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,0.12,0.08,0.21,0.12,0.21,Matches,serie_a,11,roma,cf74a709,2.2,2.2,4.4,6.6,66.0,154.0,101.0,0.09,0.18,0.27,0.09,0.27
2018-2019,Stephan El Shaarawy,it ITA,"FW,MF",25.0,28.0,23.0,2104.0,23.4,11.0,3.0,14.0,11.0,0.0,0.0,2.0,0.0,0.47,0.13,0.6,0.47,0.6,Matches,serie_a,11,roma,cf74a709,7.6,7.6,5.0,12.6,104.0,96.0,185.0,0.32,0.22,0.54,0.32,0.54
2018-2019,Lorenzo Pellegrini,it ITA,MF,22.0,25.0,21.0,1821.0,20.2,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.1,0.15,0.25,0.1,0.25,Matches,serie_a,11,roma,cf74a709,4.2,4.2,4.6,8.8,41.0,93.0,127.0,0.21,0.23,0.44,0.21,0.44
2018-2019,Nicolò Zaniolo,it ITA,"MF,FW",19.0,27.0,20.0,1766.0,19.6,4.0,2.0,6.0,4.0,0.0,0.0,8.0,0.0,0.2,0.1,0.31,0.2,0.31,Matches,serie_a,11,roma,cf74a709,4.4,4.4,1.7,6.2,48.0,50.0,130.0,0.23,0.09,0.31,0.23,0.31
2018-2019,Cengiz Ünder,tr TUR,FW,21.0,26.0,17.0,1375.0,15.3,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,0.2,0.46,0.65,0.2,0.65,Matches,serie_a,11,roma,cf74a709,2.4,2.4,3.9,6.4,53.0,45.0,164.0,0.16,0.26,0.42,0.16,0.42
2018-2019,Juan Jesus,br BRA,DF,27.0,20.0,15.0,1403.0,15.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,serie_a,11,roma,cf74a709,0.7,0.7,0.0,0.7,3.0,44.0,1.0,0.04,0.0,0.05,0.04,0.05
2018-2019,Patrik Schick,cz CZE,"FW,MF",22.0,24.0,15.0,1314.0,14.6,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,serie_a,11,roma,cf74a709,5.4,5.4,1.5,6.9,13.0,21.0,90.0,0.37,0.1,0.47,0.37,0.47
2018-2019,Daniele De Rossi,it ITA,MF,35.0,18.0,15.0,1270.0,14.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,serie_a,11,roma,cf74a709,1.5,1.5,1.3,2.8,16.0,115.0,9.0,0.11,0.1,0.2,0.11,0.2
2018-2019,Justin Kluivert,nl NED,FW,19.0,29.0,14.0,1341.0,14.9,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,0.07,0.4,0.47,0.07,0.47,Matches,serie_a,11,roma,cf74a709,1.3,1.3,3.0,4.3,68.0,35.0,168.0,0.09,0.2,0.29,0.09,0.29
2018-2019,Davide Santon,it ITA,DF,27.0,17.0,11.0,1009.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,serie_a,11,roma,cf74a709,0.1,0.1,0.7,0.8,51.0,61.0,45.0,0.01,0.06,0.07,0.01,0.07
2018-2019,Antonio Mirante,it ITA,GK,35.0,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,roma,cf74a709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Iván Marcano,es ESP,DF,31.0,10.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,roma,cf74a709,0.2,0.2,0.5,0.7,6.0,34.0,6.0,0.02,0.06,0.08,0.02,0.08
2018-2019,Javier Pastore,ar ARG,"MF,FW",29.0,14.0,7.0,597.0,6.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,serie_a,11,roma,cf74a709,2.7,2.7,0.9,3.6,35.0,62.0,44.0,0.4,0.13,0.54,0.4,0.54
2018-2019,Rick Karsdorp,nl NED,DF,23.0,11.0,7.0,593.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,serie_a,11,roma,cf74a709,0.0,0.0,0.3,0.3,20.0,44.0,28.0,0.0,0.04,0.04,0.0,0.04
2018-2019,Diego Perotti,ar ARG,"FW,MF",30.0,13.0,6.0,668.0,7.4,5.0,0.0,5.0,2.0,3.0,3.0,3.0,0.0,0.67,0.0,0.67,0.27,0.27,Matches,serie_a,11,roma,cf74a709,3.6,1.2,2.4,3.6,52.0,30.0,56.0,0.49,0.32,0.8,0.17,0.48
2018-2019,Luca Pellegrini,it ITA,DF,19.0,4.0,2.0,161.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.56,0.56,0.0,0.56,Matches,serie_a,11,roma,cf74a709,0.0,0.0,0.4,0.4,5.0,12.0,9.0,0.0,0.21,0.21,0.0,0.21
2018-2019,Kevin Strootman,nl NED,MF,28.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,roma,cf74a709,0.0,0.0,0.1,0.1,0.0,4.0,2.0,0.0,0.11,0.11,0.0,0.11
2018-2019,Ante Ćorić,hr CRO,MF,21.0,2.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,roma,cf74a709,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.08,0.0,0.08,0.08,0.08
2018-2019,Žan Celar,si SVN,FW,19.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,roma,cf74a709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Gianmarco Cangiano,it ITA,FW,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Riccardo Cargnelutti,it ITA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Ludovico D'Orazio,it ITA,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Daniel Fuzato,br BRA,GK,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Stefano Greco,it ITA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Andrea Marcucci,it ITA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Salvatore Pezzella,it ITA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Alessio Riccardi,it ITA,FW,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Francesco Semeraro,it ITA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,roma,cf74a709,,,,,,,,,,,,
2018-2019,Squad Total,,,27.5,38.0,418.0,3420.0,38.0,65.0,41.0,106.0,59.0,6.0,6.0,88.0,2.0,1.71,1.08,2.79,1.55,2.63,,serie_a,11,roma,cf74a709,64.4,59.6,46.2,105.8,838.0,1678.0,1664.0,1.69,1.22,2.91,1.57,2.78
2018-2019,Opponent Total,,,26.7,38.0,418.0,3420.0,38.0,47.0,34.0,81.0,43.0,4.0,7.0,70.0,3.0,1.24,0.89,2.13,1.13,2.03,,serie_a,11,roma,cf74a709,52.1,46.6,38.3,84.9,797.0,1413.0,1400.0,1.37,1.01,2.38,1.23,2.24
2018-2019,Andrea Belotti,it ITA,FW,24.0,37.0,37.0,3299.0,36.7,15.0,3.0,18.0,10.0,5.0,6.0,5.0,0.0,0.41,0.08,0.49,0.27,0.35,Matches,serie_a,11,torino,105360fe,17.3,12.6,4.3,16.9,82.0,68.0,267.0,0.47,0.12,0.59,0.34,0.46
2018-2019,Armando Izzo,it ITA,DF,26.0,37.0,37.0,3271.0,36.3,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,0.11,0.03,0.14,0.11,0.14,Matches,serie_a,11,torino,105360fe,2.9,2.9,1.1,4.0,55.0,165.0,26.0,0.08,0.03,0.11,0.08,0.11
2018-2019,Nicolas Nkoulou,cm CMR,DF,28.0,36.0,36.0,3214.0,35.7,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches,serie_a,11,torino,105360fe,1.0,1.0,0.1,1.1,1.0,42.0,2.0,0.03,0.0,0.03,0.03,0.03
2018-2019,Salvatore Sirigu,it ITA,GK,31.0,36.0,36.0,3169.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,torino,105360fe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Tomás Rincón,ve VEN,MF,30.0,34.0,32.0,2799.0,31.1,3.0,1.0,4.0,3.0,0.0,0.0,15.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,serie_a,11,torino,105360fe,1.2,1.2,1.3,2.5,55.0,144.0,41.0,0.04,0.04,0.08,0.04,0.08
2018-2019,Soualiho Meïté,fr FRA,MF,24.0,35.0,30.0,2659.0,29.5,2.0,4.0,6.0,2.0,0.0,0.0,7.0,1.0,0.07,0.14,0.2,0.07,0.2,Matches,serie_a,11,torino,105360fe,1.2,1.2,2.3,3.5,57.0,152.0,64.0,0.04,0.08,0.12,0.04,0.12
2018-2019,Lorenzo De Silvestri,it ITA,DF,30.0,32.0,30.0,2415.0,26.8,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,0.07,0.15,0.22,0.07,0.22,Matches,serie_a,11,torino,105360fe,2.8,2.8,2.7,5.6,59.0,102.0,139.0,0.11,0.1,0.21,0.11,0.21
2018-2019,Daniele Baselli,it ITA,MF,26.0,34.0,27.0,2379.0,26.4,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,0.15,0.04,0.19,0.15,0.19,Matches,serie_a,11,torino,105360fe,2.4,2.4,4.2,6.6,50.0,143.0,73.0,0.09,0.16,0.25,0.09,0.25
2018-2019,Cristian Ansaldi,ar ARG,"DF,MF",31.0,24.0,23.0,1807.0,20.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.15,0.1,0.25,0.15,0.25,Matches,serie_a,11,torino,105360fe,1.4,1.4,2.9,4.3,96.0,93.0,108.0,0.07,0.14,0.21,0.07,0.21
2018-2019,Ola Aina,ng NGA,DF,21.0,30.0,22.0,2160.0,24.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.04,0.12,0.17,0.04,0.17,Matches,serie_a,11,torino,105360fe,1.4,1.4,2.5,4.0,62.0,97.0,96.0,0.06,0.11,0.17,0.06,0.17
