season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2015-2016,Jeison Murillo,co COL,DF,23.0,34.0,32.0,2843.0,31.6,2.0,1.0,3.0,2.0,0.0,0.0,6.0,3.0,0.06,0.03,0.09,0.06,0.09,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Mauro Icardi,ar ARG,FW,22.0,33.0,32.0,2584.0,28.7,16.0,4.0,20.0,15.0,1.0,2.0,1.0,0.0,0.56,0.14,0.7,0.52,0.66,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Miranda,br BRA,DF,30.0,32.0,31.0,2788.0,31.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,2.0,0.03,0.1,0.13,0.03,0.13,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Gary Medel,cl CHI,"MF,DF",27.0,30.0,28.0,2411.0,26.8,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Ivan Perišić,hr CRO,"MF,FW",26.0,34.0,26.0,2408.0,26.8,7.0,6.0,13.0,7.0,0.0,0.0,5.0,0.0,0.26,0.22,0.49,0.26,0.49,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Marcelo Brozović,hr CRO,MF,22.0,32.0,25.0,2390.0,26.6,4.0,5.0,9.0,4.0,0.0,0.0,7.0,0.0,0.15,0.19,0.34,0.15,0.34,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Geoffrey Kondogbia,cf CTA,MF,22.0,26.0,23.0,1988.0,22.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Felipe Melo,br BRA,MF,32.0,26.0,21.0,1773.0,19.7,1.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,0.05,0.05,0.1,0.05,0.1,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Yuto Nagatomo,jp JPN,DF,28.0,22.0,19.0,1651.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Danilo D'Ambrosio,it ITA,"DF,MF",26.0,20.0,18.0,1616.0,18.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.11,0.0,0.11,0.11,0.11,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Alex Telles,br BRA,DF,22.0,21.0,18.0,1573.0,17.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Stevan Jovetić,me MNE,"FW,MF",25.0,26.0,18.0,1516.0,16.8,6.0,2.0,8.0,5.0,1.0,1.0,4.0,0.0,0.36,0.12,0.47,0.3,0.42,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Adem Ljajić,rs SRB,"MF,FW",23.0,25.0,16.0,1444.0,16.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.19,0.19,0.37,0.19,0.37,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Juan Jesus,br BRA,DF,24.0,19.0,16.0,1413.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Rodrigo Palacio,ar ARG,"FW,MF",33.0,27.0,15.0,1405.0,15.6,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,0.13,0.26,0.38,0.13,0.38,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Davide Santon,it ITA,DF,24.0,12.0,11.0,974.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Fredy Guarín,co COL,MF,29.0,16.0,11.0,971.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.09,0.09,0.19,0.09,0.19,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Éder,it ITA,"FW,MF",28.0,14.0,8.0,751.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Jonathan Biabiany,fr FRA,"MF,FW",27.0,20.0,7.0,872.0,9.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.1,0.21,0.31,0.1,0.31,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Martín Montoya,es ESP,DF,24.0,3.0,3.0,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Juan Pablo Carrizo,ar ARG,GK,31.0,2.0,2.0,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Andrea Ranocchia,it ITA,DF,27.0,10.0,1.0,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Assane Gnoukouri,ci CIV,MF,18.0,2.0,1.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Hernanes,br BRA,MF,30.0,2.0,0.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Rey Manaj,al ALB,FW,18.0,4.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Ionuț Andrei Radu,ro ROU,GK,,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Fabio Della Giovanna,it ITA,DF,18.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Marco Andreolli,it ITA,DF,29.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Enrico Baldini,it ITA,"FW,MF",18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Tommaso Berni,it ITA,GK,32.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Mattia Bonetto,it ITA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Federico Dimarco,it ITA,"DF,MF",17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Dodô,br BRA,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Bright Gyamfi,gh GHA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Senna Miangue,be BEL,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Răzvan Popa,ro ROU,"DF,MF",18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Ionuț Radu,ro ROU,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Ezequiel Schelotto,it ITA,"DF,MF",26.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Saphir Taïder,dz ALG,MF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Zé Turbo,gw GNB,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Loris Zonta,it ITA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Squad Total,,,26.7,38.0,418.0,3420.0,38.0,49.0,35.0,84.0,47.0,2.0,3.0,0.0,0.0,1.29,0.92,2.21,1.24,2.16,,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Opponent Total,,,27.2,38.0,418.0,3420.0,38.0,37.0,25.0,62.0,32.0,5.0,6.0,116.0,6.0,0.97,0.66,1.63,0.84,1.5,,serie_a,11,internazionale,d609edc0,,,,,,,,,,,,
2015-2016,Ciprian Tătărușanu,ro ROU,GK,29.0,37.0,37.0,3310.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Gonzalo Rodríguez,ar ARG,DF,31.0,35.0,35.0,3140.0,34.9,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Borja Valero,es ESP,MF,30.0,37.0,35.0,3093.0,34.4,4.0,6.0,10.0,4.0,0.0,0.0,5.0,0.0,0.12,0.17,0.29,0.12,0.29,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Davide Astori,it ITA,DF,28.0,33.0,32.0,2901.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Matías Vecino,uy URU,MF,23.0,30.0,27.0,2396.0,26.6,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,0.08,0.04,0.11,0.08,0.11,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Facundo Roncaglia,ar ARG,DF,28.0,30.0,26.0,2435.0,27.1,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Marcos Alonso,es ESP,"MF,DF",24.0,31.0,26.0,2347.0,26.1,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,0.12,0.15,0.27,0.12,0.27,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Nikola Kalinić,hr CRO,FW,27.0,36.0,25.0,2576.0,28.6,12.0,3.0,15.0,12.0,0.0,1.0,5.0,0.0,0.42,0.1,0.52,0.42,0.52,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Federico Bernardeschi,it ITA,MF,21.0,33.0,25.0,2272.0,25.2,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Milan Badelj,hr CRO,MF,26.0,27.0,25.0,2129.0,23.7,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Josip Iličić,si SVN,MF,27.0,30.0,24.0,1907.0,21.2,13.0,5.0,18.0,6.0,7.0,7.0,2.0,0.0,0.61,0.24,0.85,0.28,0.52,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Nenad Tomović,rs SRB,DF,27.0,24.0,19.0,1673.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Cristian Tello,es ESP,MF,23.0,15.0,13.0,1072.0,11.9,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.17,0.34,0.5,0.17,0.5,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Manuel Pasqual,it ITA,"MF,DF",33.0,17.0,12.0,1031.0,11.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Matías Fernández,cl CHI,MF,29.0,22.0,11.0,1079.0,12.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.08,0.25,0.33,0.08,0.33,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Khouma Babacar,sn SEN,FW,22.0,18.0,11.0,802.0,8.9,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,0.56,0.11,0.67,0.45,0.56,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Jakub Błaszczykowski,pl POL,"MF,FW",29.0,15.0,9.0,761.0,8.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.24,0.12,0.35,0.24,0.35,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Mauro Zárate,ar ARG,"MF,FW",28.0,15.0,6.0,704.0,7.8,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,0.38,0.13,0.51,0.38,0.51,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Mario Suárez,es ESP,MF,28.0,9.0,5.0,456.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Giuseppe Rossi,it ITA,"FW,MF",28.0,11.0,4.0,373.0,4.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48,0.48,0.0,0.48,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Tino Costa,ar ARG,MF,30.0,7.0,3.0,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Gilberto,br BRA,MF,22.0,5.0,3.0,282.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Ante Rebić,hr CRO,"FW,MF",21.0,4.0,3.0,228.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Joan Verdú,es ESP,MF,32.0,5.0,1.0,185.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Luca Lezzerini,it ITA,GK,20.0,2.0,1.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Panagiotis Kone,gr GRE,MF,28.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Jaime Báez,uy URU,"FW,MF",20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Ricardo Bagadur,hr CRO,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Nicolò Fazzi,it ITA,"DF,MF",20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,José María Basanta,ar ARG,DF,31.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Giacomo Satalino,it ITA,GK,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Luigi Sepe,it ITA,GK,24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Squad Total,,,27.6,38.0,418.0,3420.0,38.0,58.0,38.0,96.0,50.0,8.0,9.0,0.0,0.0,1.53,1.0,2.53,1.32,2.32,,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Opponent Total,,,26.9,38.0,418.0,3420.0,38.0,42.0,30.0,72.0,41.0,1.0,1.0,117.0,8.0,1.11,0.79,1.89,1.08,1.87,,serie_a,11,fiorentina,421387cf,,,,,,,,,,,,
2015-2016,Andrea Consigli,it ITA,GK,28.0,37.0,37.0,3270.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Francesco Acerbi,it ITA,DF,27.0,36.0,36.0,3240.0,36.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Šime Vrsaljko,hr CRO,DF,23.0,35.0,35.0,3060.0,34.0,0.0,4.0,4.0,0.0,0.0,0.0,9.0,1.0,0.0,0.12,0.12,0.0,0.12,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Francesco Magnanelli,it ITA,MF,30.0,34.0,34.0,3060.0,34.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Federico Peluso,it ITA,DF,31.0,34.0,34.0,3037.0,33.7,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Paolo Cannavaro,it ITA,DF,34.0,31.0,30.0,2643.0,29.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Nicola Sansone,it ITA,FW,23.0,37.0,28.0,2542.0,28.2,7.0,4.0,11.0,7.0,0.0,0.0,8.0,0.0,0.25,0.14,0.39,0.25,0.39,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Alfred Duncan,gh GHA,MF,22.0,33.0,27.0,2488.0,27.6,1.0,5.0,6.0,1.0,0.0,0.0,5.0,0.0,0.04,0.18,0.22,0.04,0.22,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Domenico Berardi,it ITA,FW,20.0,29.0,26.0,2167.0,24.1,7.0,6.0,13.0,4.0,3.0,4.0,10.0,1.0,0.29,0.25,0.54,0.17,0.42,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Grégoire Defrel,mq MTQ,FW,24.0,33.0,24.0,2050.0,22.8,7.0,3.0,10.0,7.0,0.0,0.0,3.0,1.0,0.31,0.13,0.44,0.31,0.44,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Simone Missiroli,it ITA,MF,29.0,24.0,22.0,1832.0,20.4,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.1,0.0,0.1,0.1,0.1,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Lorenzo Pellegrini,it ITA,MF,19.0,19.0,13.0,1150.0,12.8,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.23,0.0,0.23,0.23,0.23,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Davide Biondini,it ITA,MF,32.0,22.0,12.0,1103.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Diego Falcinelli,it ITA,FW,24.0,26.0,11.0,1117.0,12.4,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.16,0.08,0.24,0.08,0.16,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Matteo Politano,it ITA,FW,21.0,28.0,11.0,1045.0,11.6,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,0.43,0.17,0.6,0.43,0.6,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Antonio Floro Flores,it ITA,FW,32.0,14.0,8.0,638.0,7.1,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.42,0.28,0.71,0.42,0.71,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Karim Laribi,tn TUN,MF,24.0,11.0,6.0,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Sergio Floccari,it ITA,FW,33.0,7.0,5.0,436.0,4.8,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.83,0.0,0.83,0.83,0.83,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Marcello Gazzola,it ITA,DF,30.0,9.0,4.0,480.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Luca Antei,it ITA,DF,23.0,5.0,4.0,341.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Alessandro Longhi,it ITA,DF,26.0,6.0,4.0,310.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Emanuele Terranova,it ITA,DF,28.0,6.0,3.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Lorenzo Ariaudo,it ITA,DF,26.0,4.0,2.0,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Marcello Trotta,it ITA,FW,22.0,8.0,1.0,200.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Gianluca Pegolo,it ITA,GK,34.0,2.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Claud Adjapong,it ITA,"DF,MF",17.0,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Federico Abelli,it ITA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Jérémie Broh,it ITA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Patrick Corbelli,it ITA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Martin Erlic,hr CRO,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Manuel Ferrini,it ITA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Leonardo Fontanesi,it ITA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Nicholas Pierini,it ITA,FW,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Alberto Pomini,it ITA,GK,34.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Squad Total,,,27.0,38.0,418.0,3420.0,38.0,48.0,33.0,81.0,44.0,4.0,5.0,0.0,0.0,1.26,0.87,2.13,1.16,2.03,,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Opponent Total,,,27.1,38.0,418.0,3420.0,38.0,39.0,27.0,66.0,36.0,3.0,5.0,100.0,11.0,1.03,0.71,1.74,0.95,1.66,,serie_a,11,sassuolo,e2befd26,,,,,,,,,,,,
2015-2016,Carlos Bacca,co COL,FW,28.0,38.0,36.0,3156.0,35.1,18.0,2.0,20.0,16.0,2.0,2.0,2.0,0.0,0.51,0.06,0.57,0.46,0.51,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
2015-2016,Alessio Romagnoli,it ITA,DF,20.0,34.0,33.0,2944.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,serie_a,11,milan,dc56fe14,,,,,,,,,,,,
