Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90,Matches,season,league_name,league_id,team_name
Samuel Xavier,br BRA,DF,31.0,33.0,32.0,2826.0,31.4,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.7,1.7,4.0,5.8,66.0,141.0,138.0,0.06,0.06,0.13,0.06,0.13,0.05,0.13,0.18,0.05,0.18,Matches,2022,brasileirao,24,2022 Fluminense
Jhon Arias,co COL,"FW,MF",24.0,33.0,31.0,2663.0,29.6,7.0,10.0,17.0,6.0,1.0,1.0,4.0,0.0,3.4,2.7,7.1,9.7,138.0,171.0,266.0,0.24,0.34,0.57,0.2,0.54,0.12,0.24,0.35,0.09,0.33,Matches,2022,brasileirao,24,2022 Fluminense
Manoel,br BRA,DF,31.0,31.0,31.0,2448.0,27.2,4.0,1.0,5.0,4.0,0.0,0.0,5.0,2.0,1.6,1.6,1.1,2.7,24.0,95.0,11.0,0.15,0.04,0.18,0.15,0.18,0.06,0.04,0.1,0.06,0.1,Matches,2022,brasileirao,24,2022 Fluminense
Nino,br BRA,DF,24.0,30.0,30.0,2511.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.6,1.6,34.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,2022,brasileirao,24,2022 Fluminense
Martinelli,br BRA,MF,20.0,28.0,17.0,1619.0,18.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,2.2,3.7,42.0,119.0,64.0,0.06,0.17,0.22,0.06,0.22,0.09,0.12,0.21,0.09,0.21,Matches,2022,brasileirao,24,2022 Fluminense
Caio Paulista,br BRA,DF,23.0,27.0,17.0,1609.0,17.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,2.2,2.2,2.0,4.3,80.0,55.0,129.0,0.06,0.17,0.22,0.06,0.22,0.12,0.11,0.24,0.12,0.24,Matches,2022,brasileirao,24,2022 Fluminense
Matheus Martins,br BRA,"FW,MF",18.0,30.0,17.0,1604.0,17.8,3.0,5.0,8.0,3.0,0.0,0.0,2.0,0.0,3.7,3.7,3.0,6.7,62.0,77.0,175.0,0.17,0.28,0.45,0.17,0.45,0.21,0.17,0.37,0.21,0.37,Matches,2022,brasileirao,24,2022 Fluminense
Yago,br BRA,"MF,DF",26.0,21.0,15.0,1131.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.4,3.4,19.0,38.0,76.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.27,0.16,0.27,Matches,2022,brasileirao,24,2022 Fluminense
Luiz Henrique,br BRA,"FW,MF",21.0,14.0,12.0,1054.0,11.7,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.2,4.2,31.0,23.0,102.0,0.17,0.26,0.43,0.17,0.43,0.17,0.19,0.35,0.17,0.35,Matches,2022,brasileirao,24,2022 Fluminense
Nonato,br BRA,MF,23.0,17.0,11.0,1090.0,12.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,1.1,1.5,23.0,91.0,40.0,0.0,0.17,0.17,0.0,0.17,0.03,0.09,0.13,0.03,0.13,Matches,2022,brasileirao,24,2022 Fluminense
David Braz,br BRA,DF,34.0,13.0,10.0,708.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.5,0.5,0.0,0.5,5.0,22.0,1.0,0.13,0.0,0.13,0.13,0.13,0.06,0.01,0.06,0.06,0.06,Matches,2022,brasileirao,24,2022 Fluminense
Wellington Martins,br BRA,MF,31.0,11.0,9.0,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,4.0,33.0,3.0,0.0,0.14,0.14,0.0,0.14,0.0,0.06,0.06,0.0,0.06,Matches,2022,brasileirao,24,2022 Fluminense
Nathan,br BRA,"MF,FW",25.0,24.0,8.0,967.0,10.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.1,2.1,1.6,3.8,41.0,63.0,95.0,0.19,0.19,0.37,0.19,0.37,0.2,0.15,0.35,0.2,0.35,Matches,2022,brasileirao,24,2022 Fluminense
Cristiano da Silva Leite,br BRA,DF,28.0,14.0,8.0,748.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.8,15.0,21.0,53.0,0.0,0.12,0.12,0.0,0.12,0.07,0.03,0.1,0.07,0.1,Matches,2022,brasileirao,24,2022 Fluminense
Lucas Calegari,br BRA,DF,19.0,10.0,7.0,659.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,15.0,34.0,33.0,0.0,0.14,0.14,0.0,0.14,0.01,0.05,0.06,0.01,0.06,Matches,2022,brasileirao,24,2022 Fluminense
Felipe Melo,br BRA,"DF,MF",38.0,24.0,4.0,733.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.1,0.1,2.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,2022,brasileirao,24,2022 Fluminense
Luccas Claro,br BRA,DF,30.0,10.0,4.0,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2022,brasileirao,24,2022 Fluminense
Mario Pineida,ec ECU,DF,29.0,7.0,4.0,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,2022,brasileirao,24,2022 Fluminense
Willian,br BRA,"FW,MF",35.0,28.0,3.0,474.0,5.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,2.0,8.0,14.0,36.0,0.57,0.19,0.76,0.57,0.76,0.29,0.09,0.38,0.29,0.38,Matches,2022,brasileirao,24,2022 Fluminense
Marlon,br BRA,DF,24.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,Matches,2022,brasileirao,24,2022 Fluminense
Alexsander,br BRA,DF,18.0,3.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,9.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,Matches,2022,brasileirao,24,2022 Fluminense
Fred,br BRA,"FW,MF",38.0,6.0,1.0,129.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,2.0,4.0,14.0,0.7,0.0,0.7,0.7,0.7,0.36,0.02,0.38,0.36,0.38,Matches,2022,brasileirao,24,2022 Fluminense
Marrony,br BRA,"FW,MF",22.0,10.0,0.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.2,0.6,12.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.22,0.08,0.31,0.22,0.31,Matches,2022,brasileirao,24,2022 Fluminense
John Kennedy,br BRA,"FW,MF",19.0,6.0,0.0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.4,1.5,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.71,0.27,0.98,0.71,0.98,Matches,2022,brasileirao,24,2022 Fluminense
David Duarte,br BRA,DF,27.0,4.0,0.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Fluminense
Michel Araujo,uy URU,"FW,MF",25.0,8.0,0.0,83.0,0.9,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.6,6.0,6.0,9.0,2.17,3.25,5.42,2.17,5.42,0.88,0.86,1.74,0.88,1.74,Matches,2022,brasileirao,24,2022 Fluminense
Alexandre Jesus,br BRA,"MF,DF",20.0,5.0,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches,2022,brasileirao,24,2022 Fluminense
Alan Carvalho,cn CHN,"FW,MF",32.0,4.0,0.0,36.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,1.0,2.5,0.0,2.5,2.5,2.5,0.3,0.0,0.3,0.3,0.3,Matches,2022,brasileirao,24,2022 Fluminense
Muriel Becker,br BRA,GK,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Fluminense
Cipriano,br BRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Fluminense
Marcos Felipe,br BRA,GK,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Fluminense
Matheus Ferraz,br BRA,DF,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Fluminense
Marcos Pedro,br BRA,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Fluminense
Pedro Rangel,br BRA,GK,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Fluminense
Squad Total,,,28.4,38.0,418.0,3420.0,38.0,62.0,47.0,109.0,58.0,4.0,4.0,80.0,9.0,50.1,47.1,37.6,84.7,773.0,1625.0,1606.0,1.63,1.24,2.87,1.53,2.76,1.32,0.99,2.31,1.24,2.23,,2022,brasileirao,24,2022 Fluminense
Opponent Total,,,27.3,38.0,418.0,3420.0,38.0,40.0,25.0,65.0,37.0,3.0,3.0,87.0,8.0,40.3,38.1,29.4,67.5,562.0,1137.0,1124.0,1.05,0.66,1.71,0.97,1.63,1.06,0.77,1.83,1.0,1.78,,2022,brasileirao,24,2022 Fluminense
Cássio,br BRA,GK,34.0,34.0,34.0,3059.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Roger Guedes,br BRA,"FW,MF",25.0,36.0,33.0,2550.0,28.3,10.0,2.0,12.0,9.0,1.0,1.0,6.0,0.0,10.6,9.8,3.5,13.3,70.0,91.0,228.0,0.35,0.07,0.42,0.32,0.39,0.37,0.12,0.5,0.35,0.47,Matches,2022,brasileirao,24,2022 Corinthians
Du Queiroz,br BRA,MF,22.0,36.0,28.0,2603.0,28.9,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,1.6,3.6,74.0,118.0,98.0,0.07,0.07,0.14,0.07,0.14,0.07,0.06,0.12,0.07,0.12,Matches,2022,brasileirao,24,2022 Corinthians
Gil,br BRA,DF,34.0,25.0,23.0,2047.0,22.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.8,2.1,1.0,45.0,1.0,0.0,0.04,0.04,0.0,0.04,0.05,0.04,0.09,0.05,0.09,Matches,2022,brasileirao,24,2022 Corinthians
Lucas Piton,br BRA,"DF,FW",21.0,28.0,20.0,1770.0,19.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,1.9,2.5,51.0,84.0,105.0,0.05,0.15,0.2,0.05,0.2,0.03,0.1,0.12,0.03,0.12,Matches,2022,brasileirao,24,2022 Corinthians
Raul Bicalho,br BRA,DF,22.0,20.0,18.0,1684.0,18.7,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.4,1.9,8.0,52.0,2.0,0.11,0.05,0.16,0.11,0.16,0.08,0.02,0.1,0.08,0.1,Matches,2022,brasileirao,24,2022 Corinthians
Giuliano de Paula,br BRA,MF,31.0,32.0,18.0,1652.0,18.4,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.8,2.8,2.6,5.3,24.0,102.0,84.0,0.05,0.11,0.16,0.05,0.16,0.15,0.14,0.29,0.15,0.29,Matches,2022,brasileirao,24,2022 Corinthians
Fábio Santos,br BRA,DF,36.0,22.0,17.0,1567.0,17.4,3.0,0.0,3.0,1.0,2.0,2.0,4.0,0.0,2.0,0.4,0.6,1.1,20.0,95.0,64.0,0.17,0.0,0.17,0.06,0.06,0.12,0.04,0.15,0.02,0.06,Matches,2022,brasileirao,24,2022 Corinthians
Renato Augusto,br BRA,MF,33.0,25.0,16.0,1402.0,15.6,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,3.7,5.1,28.0,139.0,91.0,0.06,0.19,0.26,0.06,0.26,0.09,0.24,0.33,0.09,0.33,Matches,2022,brasileirao,24,2022 Corinthians
Fausto Vera,ar ARG,MF,21.0,18.0,16.0,1303.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,0.2,1.4,16.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches,2022,brasileirao,24,2022 Corinthians
Yuri Alberto,br BRA,FW,20.0,20.0,15.0,1453.0,16.1,8.0,1.0,9.0,8.0,0.0,0.0,4.0,1.0,5.9,5.9,1.6,7.5,28.0,29.0,115.0,0.5,0.06,0.56,0.5,0.56,0.36,0.1,0.46,0.36,0.46,Matches,2022,brasileirao,24,2022 Corinthians
Rafael Ramos,pt POR,DF,27.0,20.0,15.0,1304.0,14.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.3,1.5,19.0,50.0,57.0,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.1,0.02,0.1,Matches,2022,brasileirao,24,2022 Corinthians
Adson,br BRA,"FW,MF",21.0,25.0,13.0,1239.0,13.8,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.6,2.6,0.8,3.4,56.0,72.0,109.0,0.22,0.0,0.22,0.22,0.22,0.19,0.06,0.25,0.19,0.25,Matches,2022,brasileirao,24,2022 Corinthians
Bruno Méndez,uy URU,DF,22.0,18.0,13.0,1133.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.9,4.0,31.0,8.0,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.07,0.04,0.07,Matches,2022,brasileirao,24,2022 Corinthians
Gustavo Mosquito,br BRA,"FW,MF",24.0,22.0,13.0,1132.0,12.6,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,1.7,1.7,2.2,3.9,33.0,23.0,106.0,0.24,0.24,0.48,0.24,0.48,0.13,0.18,0.31,0.13,0.31,Matches,2022,brasileirao,24,2022 Corinthians
Fabián Balbuena,py PAR,DF,30.0,13.0,13.0,1080.0,12.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.1,1.1,0.0,1.1,1.0,34.0,1.0,0.25,0.0,0.25,0.25,0.25,0.09,0.0,0.09,0.09,0.09,Matches,2022,brasileirao,24,2022 Corinthians
Víctor Cantillo,co COL,MF,28.0,19.0,10.0,916.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,11.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,2022,brasileirao,24,2022 Corinthians
Robert Renan,br BRA,DF,18.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2022,brasileirao,24,2022 Corinthians
Gustavo Mantuan,br BRA,"FW,DF",20.0,14.0,10.0,863.0,9.6,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.8,1.8,0.6,2.4,21.0,33.0,71.0,0.31,0.1,0.42,0.31,0.42,0.19,0.06,0.25,0.19,0.25,Matches,2022,brasileirao,24,2022 Corinthians
Willian,br BRA,FW,33.0,14.0,10.0,828.0,9.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.3,1.9,46.0,48.0,77.0,0.0,0.22,0.22,0.0,0.22,0.07,0.14,0.21,0.07,0.21,Matches,2022,brasileirao,24,2022 Corinthians
Maycon,br BRA,MF,24.0,16.0,10.0,791.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.8,1.2,8.0,47.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,2022,brasileirao,24,2022 Corinthians
Fagner,br BRA,DF,32.0,17.0,9.0,904.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.1,1.2,20.0,64.0,50.0,0.0,0.1,0.1,0.0,0.1,0.01,0.11,0.12,0.01,0.12,Matches,2022,brasileirao,24,2022 Corinthians
Mateus Vital,br BRA,"FW,MF",23.0,16.0,7.0,742.0,8.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,21.0,31.0,50.0,0.0,0.24,0.24,0.0,0.24,0.07,0.1,0.17,0.07,0.17,Matches,2022,brasileirao,24,2022 Corinthians
Budiga Roni,br BRA,MF,22.0,19.0,6.0,751.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.2,1.2,0.6,1.8,10.0,25.0,21.0,0.0,0.12,0.12,0.0,0.12,0.14,0.07,0.21,0.14,0.21,Matches,2022,brasileirao,24,2022 Corinthians
Ramiro Benetti,br BRA,"MF,FW",28.0,12.0,6.0,552.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.9,2.0,20.0,15.0,0.0,0.16,0.16,0.0,0.16,0.04,0.09,0.14,0.04,0.14,Matches,2022,brasileirao,24,2022 Corinthians
João Victor,br BRA,DF,23.0,7.0,5.0,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2022,brasileirao,24,2022 Corinthians
Bruno Melo,br BRA,"DF,MF",29.0,7.0,5.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,9.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches,2022,brasileirao,24,2022 Corinthians
Júnior Moraes,ua UKR,FW,34.0,9.0,5.0,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,3.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16,Matches,2022,brasileirao,24,2022 Corinthians
Robson Bambu,br BRA,DF,24.0,7.0,4.0,393.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,2022,brasileirao,24,2022 Corinthians
Paulinho,br BRA,MF,33.0,3.0,3.0,163.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,3.0,8.0,4.0,0.55,0.0,0.55,0.55,0.55,0.13,0.03,0.15,0.13,0.15,Matches,2022,brasileirao,24,2022 Corinthians
Giovane,br BRA,"FW,DF",18.0,10.0,2.0,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.0,1.4,7.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.11,0.3,0.41,0.11,0.41,Matches,2022,brasileirao,24,2022 Corinthians
Matheus Donelli,br BRA,GK,19.0,3.0,2.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Carlos Miguel,br BRA,GK,23.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Xavier,br BRA,MF,21.0,5.0,2.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2022,brasileirao,24,2022 Corinthians
Jô,br BRA,FW,34.0,4.0,1.0,194.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,0.0,7.0,12.0,0.46,0.0,0.46,0.46,0.46,0.31,0.02,0.33,0.31,0.33,Matches,2022,brasileirao,24,2022 Corinthians
João Pedro,br BRA,"DF,FW",25.0,2.0,1.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Biro,br BRA,FW,17.0,2.0,1.0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Matches,2022,brasileirao,24,2022 Corinthians
Felipe Augusto,br BRA,FW,17.0,3.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Léo Mana,br BRA,DF,17.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Léo Natel,br BRA,FW,24.0,1.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,2022,brasileirao,24,2022 Corinthians
Wesley,br BRA,"MF,FW",16.0,2.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Arthur,br BRA,FW,18.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Corinthians
Matheus Araújo,br BRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Corinthians
Breno,br BRA,MF,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Corinthians
Ivan,br BRA,GK,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022,brasileirao,24,2022 Corinthians
Squad Total,,,26.9,38.0,418.0,3420.0,38.0,42.0,28.0,70.0,39.0,3.0,3.0,77.0,3.0,40.9,38.7,28.7,67.4,606.0,1493.0,1480.0,1.11,0.74,1.84,1.03,1.76,1.08,0.76,1.83,1.02,1.77,,2022,brasileirao,24,2022 Corinthians
Opponent Total,,,27.2,38.0,418.0,3420.0,38.0,35.0,24.0,59.0,29.0,6.0,6.0,78.0,3.0,41.0,36.4,28.8,65.1,591.0,1371.0,1357.0,0.92,0.63,1.55,0.76,1.39,1.08,0.76,1.84,0.96,1.71,,2022,brasileirao,24,2022 Corinthians
Ayrton Lucas,br BRA,DF,24.0,31.0,28.0,2560.0,28.4,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,3.0,4.6,74.0,125.0,115.0,0.07,0.21,0.28,0.07,0.28,0.06,0.1,0.16,0.06,0.16,Matches,2022,brasileirao,24,2022 Flamengo
Matheuzinho,br BRA,DF,21.0,28.0,23.0,2153.0,23.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,4.7,6.2,43.0,136.0,153.0,0.04,0.13,0.17,0.04,0.17,0.06,0.2,0.26,0.06,0.26,Matches,2022,brasileirao,24,2022 Flamengo
Gabriel Barbosa,br BRA,FW,25.0,29.0,22.0,2047.0,22.7,11.0,1.0,12.0,10.0,1.0,3.0,11.0,1.0,11.1,8.7,4.6,13.3,44.0,114.0,172.0,0.48,0.04,0.53,0.44,0.48,0.49,0.2,0.69,0.38,0.59,Matches,2022,brasileirao,24,2022 Flamengo
Pablo,br BRA,DF,30.0,23.0,22.0,1947.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,0.6,1.9,9.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,2022,brasileirao,24,2022 Flamengo
João Gomes,br BRA,MF,20.0,29.0,22.0,1880.0,20.9,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.9,1.9,30.0,113.0,46.0,0.0,0.05,0.05,0.0,0.05,0.05,0.04,0.09,0.05,0.09,Matches,2022,brasileirao,24,2022 Flamengo
Everton Ribeiro,br BRA,"MF,FW",32.0,30.0,19.0,1787.0,19.9,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,4.9,7.6,58.0,177.0,172.0,0.1,0.2,0.3,0.1,0.3,0.13,0.25,0.38,0.13,0.38,Matches,2022,brasileirao,24,2022 Flamengo
Santos,br BRA,GK,31.0,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022,brasileirao,24,2022 Flamengo
