season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,xG,xGA,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2023-2024,2023-10-05,17:45,Conf Lg,Group stage,Thu,Away,D,0,0,fo KÍ,74.0,2191.0,Benjamin André,4-2-3-1,Elçin Məsiyev,Match Report,,ligue_1,13,lille,cb188c0c,13.0,0.0,0.0,0.0,,21.5,0.7,0.1,1.0,1.0,100.0,0.1,0.1,593.0,711.0,83.4,10719.0,2669.0,0.0,0.4,1.7,2.0,80.0,7.0,76.0,9.0,34.0,3.0,4.0,21.0,0.0,12.0,8.0,2.0,1.0,6.0,8.0,14.0,0.0,296.0,30.0,50.0,18.0,8.0,6.0,1.0,54.0,55.2
2023-2024,2023-10-08,17:05,Ligue 1,Matchweek 8,Sun,Away,D,1,1,Lens,55.0,37223.0,Benjamin André,4-2-3-1,Benoît Millot,Match Report,,ligue_1,13,lille,cb188c0c,8.0,3.0,37.5,0.13,0.33,15.0,1.7,2.0,5.0,4.0,80.0,0.9,-0.1,430.0,530.0,81.1,7283.0,2212.0,1.0,1.7,1.0,2.0,29.0,7.0,16.0,1.0,12.0,1.0,5.0,15.0,2.0,18.0,14.0,7.0,0.0,14.0,10.0,24.0,0.0,90.0,14.0,15.0,13.0,3.0,16.0,0.0,48.0,61.9
2023-2024,2023-10-22,15:00,Ligue 1,Matchweek 9,Sun,Home,W,1,0,Brest,43.0,34358.0,Benjamin André,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,lille,cb188c0c,6.0,4.0,66.7,0.17,0.25,11.9,1.6,0.8,1.0,1.0,100.0,0.2,0.2,298.0,414.0,72.0,4858.0,1953.0,1.0,1.6,1.2,0.0,39.0,6.0,25.0,5.0,8.0,4.0,3.0,12.0,2.0,30.0,23.0,12.0,2.0,7.0,16.0,27.0,0.0,106.0,23.0,15.0,22.0,18.0,12.0,0.0,73.0,65.6
2023-2024,2023-10-26,18:45,Conf Lg,Group stage,Thu,Home,W,2,1,sk Slovan Bratislava,65.0,19610.0,Benjamin André,4-2-3-1,Luca Pairetto,Match Report,,ligue_1,13,lille,cb188c0c,14.0,5.0,35.7,0.14,0.4,14.6,2.1,1.3,1.0,0.0,0.0,1.0,0.0,485.0,592.0,81.9,9138.0,2838.0,2.0,1.7,1.3,3.0,76.0,10.0,51.0,8.0,34.0,4.0,7.0,26.0,3.0,19.0,15.0,8.0,6.0,11.0,5.0,12.0,0.0,227.0,27.0,23.0,12.0,7.0,11.0,0.0,55.0,60.0
2023-2024,2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Home,W,2,0,Monaco,41.0,40046.0,Benjamin André,4-2-3-1,Clément Turpin,Match Report,,ligue_1,13,lille,cb188c0c,7.0,5.0,71.4,0.29,0.4,21.1,0.5,0.6,6.0,6.0,100.0,1.6,1.6,268.0,358.0,74.9,4436.0,1786.0,2.0,0.4,0.3,2.0,24.0,4.0,22.0,3.0,8.0,0.0,2.0,14.0,4.0,16.0,10.0,11.0,1.0,11.0,12.0,44.0,0.0,72.0,16.0,11.0,19.0,10.0,17.0,0.0,45.0,45.5
2023-2024,2023-11-04,21:00,Ligue 1,Matchweek 11,Sat,Away,D,0,0,Marseille,54.0,63674.0,Benjamin André,4-2-3-1,Stéphanie Frappart,Match Report,,ligue_1,13,lille,cb188c0c,10.0,1.0,10.0,0.0,0.0,22.7,0.3,0.8,3.0,3.0,100.0,0.3,0.3,461.0,537.0,85.8,7931.0,2376.0,0.0,0.3,0.3,0.0,35.0,8.0,22.0,4.0,17.0,1.0,8.0,18.0,0.0,13.0,8.0,8.0,0.0,3.0,10.0,22.0,0.0,111.0,20.0,12.0,18.0,8.0,12.0,2.0,49.0,52.6
2023-2024,2023-11-09,21:00,Conf Lg,Group stage,Thu,Away,D,1,1,sk Slovan Bratislava,70.0,21544.0,Benjamin André,4-2-3-1,Gergő Bogár,Match Report,,ligue_1,13,lille,cb188c0c,11.0,3.0,27.3,0.09,0.33,18.3,1.1,1.1,3.0,2.0,66.7,1.1,0.1,585.0,667.0,87.7,10106.0,3070.0,1.0,0.5,0.9,0.0,64.0,6.0,69.0,6.0,17.0,0.0,4.0,17.0,2.0,15.0,12.0,7.0,2.0,7.0,7.0,11.0,0.0,214.0,34.0,19.0,17.0,5.0,16.0,2.0,47.0,55.6
2023-2024,2023-11-12,15:00,Ligue 1,Matchweek 12,Sun,Home,D,1,1,Toulouse,60.0,34959.0,Benjamin André,4-2-3-1,Mathieu Vernice,Match Report,,ligue_1,13,lille,cb188c0c,14.0,5.0,35.7,0.07,0.2,13.2,2.5,0.1,1.0,0.0,0.0,0.7,-0.3,469.0,574.0,81.7,8477.0,2487.0,1.0,2.1,1.1,1.0,55.0,9.0,35.0,1.0,21.0,1.0,11.0,21.0,2.0,18.0,7.0,8.0,2.0,19.0,11.0,8.0,0.0,158.0,21.0,21.0,11.0,14.0,12.0,2.0,51.0,52.2
2023-2024,2023-11-26,20:45,Ligue 1,Matchweek 13,Sun,Away,W,2,0,Lyon,52.0,40029.0,Jonathan David,4-2-3-1,Eric Wattellier,Match Report,,ligue_1,13,lille,cb188c0c,15.0,8.0,53.3,0.13,0.25,17.0,1.5,1.9,5.0,5.0,100.0,0.9,0.9,526.0,618.0,85.1,7867.0,2375.0,1.0,1.3,0.8,0.0,28.0,12.0,21.0,1.0,12.0,1.0,5.0,26.0,2.0,15.0,9.0,7.0,3.0,8.0,13.0,14.0,1.0,97.0,32.0,20.0,11.0,8.0,5.0,1.0,52.0,26.7
2023-2024,2023-11-30,18:45,Conf Lg,Group stage,Thu,Away,W,2,0,si Olimpija,49.0,4053.0,Benjamin André,4-2-3-1,Sven Jablonski,Match Report,,ligue_1,13,lille,cb188c0c,19.0,6.0,31.6,0.11,0.33,16.4,2.0,0.9,5.0,5.0,100.0,0.3,0.3,271.0,400.0,67.8,4850.0,2535.0,1.0,0.8,0.6,1.0,46.0,13.0,33.0,2.0,12.0,1.0,5.0,33.0,3.0,22.0,13.0,9.0,0.0,16.0,7.0,22.0,0.0,189.0,24.0,9.0,30.0,11.0,9.0,2.0,75.0,60.0
2023-2024,2023-12-03,17:05,Ligue 1,Matchweek 14,Sun,Home,W,2,0,Metz,65.0,38065.0,Rémy Cabella,4-2-3-1,Gaël Angoula,Match Report,,ligue_1,13,lille,cb188c0c,15.0,5.0,33.3,0.07,0.2,16.2,2.9,1.9,4.0,2.0,100.0,2.8,2.8,613.0,707.0,86.7,10378.0,3457.0,0.0,1.0,1.9,2.0,68.0,10.0,46.0,2.0,17.0,0.0,6.0,29.0,3.0,15.0,11.0,5.0,3.0,4.0,6.0,9.0,0.0,163.0,21.0,13.0,12.0,9.0,8.0,2.0,54.0,64.3
2023-2024,2023-12-10,15:00,Ligue 1,Matchweek 15,Sun,Away,D,0,0,Clermont Foot,53.0,8789.0,Benjamin André,4-2-3-1,Florent Batta,Match Report,,ligue_1,13,lille,cb188c0c,12.0,3.0,25.0,0.0,0.0,19.3,1.0,1.3,5.0,5.0,100.0,0.7,0.7,448.0,548.0,81.8,7824.0,2667.0,0.0,1.0,1.0,2.0,46.0,11.0,26.0,7.0,16.0,0.0,5.0,23.0,0.0,18.0,9.0,7.0,5.0,9.0,8.0,10.0,0.0,131.0,19.0,13.0,14.0,6.0,9.0,0.0,54.0,44.4
2023-2024,2023-12-14,21:00,Conf Lg,Group stage,Thu,Home,W,3,0,fo KÍ,70.0,20061.0,Rémy Cabella,4-2-3-1,António Nobre,Match Report,,ligue_1,13,lille,cb188c0c,11.0,3.0,27.3,0.0,0.0,17.6,3.6,0.8,4.0,4.0,100.0,1.4,1.4,504.0,589.0,85.6,9054.0,2512.0,0.0,0.8,1.8,4.0,57.0,8.0,57.0,7.0,14.0,3.0,5.0,28.0,6.0,10.0,5.0,1.0,3.0,10.0,8.0,27.0,0.0,237.0,19.0,28.0,21.0,6.0,10.0,2.0,38.0,61.3
2023-2024,2023-12-17,20:45,Ligue 1,Matchweek 16,Sun,Home,D,1,1,Paris S-G,41.0,47993.0,Benjamin André,4-2-3-1,Willy Delajod,Match Report,,ligue_1,13,lille,cb188c0c,15.0,3.0,20.0,0.07,0.33,16.4,1.4,1.4,2.0,1.0,100.0,1.2,0.2,312.0,400.0,78.0,5063.0,2047.0,0.0,0.8,0.6,1.0,22.0,10.0,17.0,2.0,14.0,1.0,8.0,24.0,1.0,25.0,15.0,16.0,3.0,11.0,13.0,27.0,0.0,103.0,13.0,12.0,8.0,6.0,9.0,4.0,51.0,38.5
2023-2024,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,L,1,2,Strasbourg,68.0,25373.0,Benjamin André,4-2-3-1,Clément Turpin,Match Report,,ligue_1,13,lille,cb188c0c,9.0,2.0,22.2,0.0,0.0,18.2,0.5,0.8,2.0,1.0,0.0,0.3,-0.7,536.0,618.0,86.7,9256.0,2852.0,0.0,0.4,0.7,1.0,47.0,6.0,37.0,4.0,10.0,1.0,5.0,15.0,0.0,28.0,16.0,15.0,6.0,7.0,5.0,24.0,0.0,115.0,15.0,11.0,9.0,15.0,10.0,2.0,38.0,42.9
2023-2024,2024-01-06,15:30,Coupe de France,Round of 64,Sat,Home,W,12,0,Golden Lion de Saint-Joseph,68.0,13060.0,Benjamin André,,Thomas Léonard,Match Report,,ligue_1,13,lille,cb188c0c,36.0,22.0,61.1,0.31,0.5,,,,0.0,0.0,,,,,,,,,11.0,,,,,,,,21.0,,,,,,9.0,,,,7.0,,,,,,,,17.0,4.0,,
2023-2024,2024-01-14,13:00,Ligue 1,Matchweek 18,Sun,Home,W,3,0,Lorient,63.0,35204.0,Benjamin André,4-2-3-1,Pierre Gaillouste,Match Report,,ligue_1,13,lille,cb188c0c,24.0,10.0,41.7,0.13,0.3,19.3,2.3,0.1,0.0,0.0,,0.0,0.0,588.0,672.0,87.5,10536.0,2889.0,2.0,1.2,1.5,2.0,67.0,13.0,71.0,2.0,24.0,1.0,7.0,39.0,5.0,14.0,7.0,2.0,5.0,17.0,11.0,3.0,0.0,230.0,18.0,19.0,15.0,11.0,10.0,3.0,55.0,60.0
2023-2024,2024-01-21,17:30,Coupe de France,Round of 32,Sun,Away,W,1,0,RCFF Colombes 92,66.0,2517.0,Benjamin André,4-2-3-1,Eric Wattellier,Match Report,,ligue_1,13,lille,cb188c0c,10.0,6.0,60.0,0.1,0.17,,,,1.0,1.0,100.0,,,,,,,,0.0,,,,,,,,7.0,,,,,,14.0,,,,5.0,,,,,,,,10.0,0.0,,
2023-2024,2024-01-28,13:00,Ligue 1,Matchweek 19,Sun,Away,D,0,0,Montpellier,61.0,12575.0,Benjamin André,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,lille,cb188c0c,12.0,0.0,0.0,0.0,,21.2,0.5,0.7,7.0,7.0,100.0,2.0,2.0,509.0,584.0,87.2,9050.0,2984.0,0.0,0.5,0.7,3.0,37.0,11.0,45.0,0.0,19.0,1.0,2.0,20.0,0.0,23.0,14.0,14.0,3.0,10.0,8.0,19.0,0.0,145.0,22.0,25.0,21.0,8.0,16.0,4.0,50.0,46.2
2023-2024,2024-02-04,15:00,Ligue 1,Matchweek 20,Sun,Home,W,4,0,Clermont Foot,60.0,38597.0,Benjamin André,4-2-3-1,Bastien Dechepy,Match Report,,ligue_1,13,lille,cb188c0c,23.0,13.0,56.5,0.17,0.31,19.7,2.9,0.4,3.0,3.0,100.0,1.0,1.0,609.0,704.0,86.5,9839.0,3121.0,3.0,2.5,2.0,4.0,56.0,19.0,54.0,2.0,26.0,4.0,12.0,40.0,8.0,21.0,15.0,4.0,2.0,7.0,16.0,10.0,0.0,217.0,22.0,20.0,10.0,8.0,8.0,0.0,66.0,56.3
2023-2024,2024-02-07,18:30,Coupe de France,Round of 16,Wed,Away,L,1,2,Lyon,58.0,29085.0,Benjamin André,4-2-3-1,Benoît Millot,Match Report,,ligue_1,13,lille,cb188c0c,12.0,5.0,41.7,0.08,0.2,,,,7.0,5.0,71.4,,,,,,,,1.0,,,,,,,,19.0,,,,,,7.0,,,,11.0,,,,,,,,12.0,2.0,,
2023-2024,2024-02-10,21:00,Ligue 1,Matchweek 21,Sat,Away,L,1,3,Paris S-G,48.0,47000.0,Benjamin André,4-2-3-1,François Letexier,Match Report,,ligue_1,13,lille,cb188c0c,10.0,3.0,30.0,0.1,0.33,15.9,1.2,2.8,8.0,6.0,62.5,2.4,0.4,397.0,480.0,82.7,6961.0,2355.0,0.0,0.9,1.1,2.0,23.0,7.0,28.0,3.0,16.0,2.0,8.0,16.0,2.0,18.0,8.0,7.0,3.0,10.0,7.0,14.0,2.0,121.0,11.0,8.0,16.0,10.0,10.0,3.0,49.0,40.0
2023-2024,2024-02-17,17:00,Ligue 1,Matchweek 22,Sat,Home,W,3,0,Le Havre,61.0,40317.0,Benjamin André,4-2-3-1,Jérémie Pignard,Match Report,,ligue_1,13,lille,cb188c0c,16.0,7.0,43.8,0.19,0.43,12.9,3.8,0.6,2.0,2.0,100.0,0.5,0.5,505.0,585.0,86.3,8898.0,3043.0,1.0,1.4,0.9,1.0,44.0,10.0,26.0,2.0,5.0,3.0,1.0,28.0,4.0,18.0,12.0,8.0,1.0,13.0,8.0,17.0,1.0,94.0,19.0,9.0,12.0,7.0,11.0,2.0,48.0,36.8
2023-2024,2024-02-25,15:00,Ligue 1,Matchweek 23,Sun,Away,L,1,3,Toulouse,68.0,24124.0,Jonathan David,4-2-3-1,Mathieu Vernice,Match Report,,ligue_1,13,lille,cb188c0c,12.0,2.0,16.7,0.08,0.5,19.2,0.6,2.1,4.0,1.0,50.0,2.8,-0.2,585.0,670.0,87.3,9956.0,3096.0,1.0,0.5,1.0,2.0,56.0,10.0,49.0,2.0,20.0,0.0,8.0,20.0,2.0,9.0,6.0,3.0,2.0,11.0,4.0,15.0,1.0,160.0,25.0,19.0,13.0,14.0,10.0,1.0,43.0,56.5
2023-2024,2024-03-02,17:00,Ligue 1,Matchweek 24,Sat,Away,W,1,0,Reims,43.0,16452.0,Benjamin André,4-3-3,Jeremy Stinat,Match Report,,ligue_1,13,lille,cb188c0c,8.0,3.0,37.5,0.13,0.33,19.6,1.1,0.6,3.0,3.0,100.0,0.2,0.2,293.0,382.0,76.7,5511.0,1836.0,0.0,0.2,0.1,0.0,32.0,4.0,27.0,4.0,10.0,0.0,4.0,13.0,0.0,23.0,17.0,13.0,3.0,10.0,9.0,22.0,0.0,90.0,9.0,7.0,13.0,7.0,14.0,2.0,36.0,55.0
2023-2024,2024-03-07,18:45,Conf Lg,Round of 16,Thu,Away,W,3,0,at Sturm Graz,67.0,13825.0,Benjamin André,4-3-3,Bartosz Frankowski,Match Report,Leg 1 of 2,ligue_1,13,lille,cb188c0c,16.0,8.0,50.0,0.19,0.38,18.0,2.9,1.0,2.0,2.0,100.0,1.1,1.1,542.0,637.0,85.1,9708.0,3062.0,2.0,1.8,1.6,2.0,48.0,11.0,42.0,5.0,15.0,4.0,6.0,31.0,5.0,14.0,9.0,5.0,1.0,10.0,8.0,19.0,1.0,184.0,21.0,26.0,17.0,6.0,5.0,0.0,39.0,60.0
2023-2024,2024-03-10,17:05,Ligue 1,Matchweek 25,Sun,Home,D,2,2,Rennes,60.0,40383.0,Benjamin André,4-3-3,Benoît Millot,Match Report,,ligue_1,13,lille,cb188c0c,15.0,8.0,53.3,0.13,0.25,14.8,2.4,1.1,3.0,1.0,33.3,0.7,-1.3,490.0,585.0,83.8,8723.0,2896.0,1.0,1.6,1.6,3.0,58.0,9.0,38.0,5.0,27.0,0.0,6.0,26.0,3.0,7.0,3.0,4.0,0.0,7.0,10.0,8.0,0.0,158.0,29.0,25.0,9.0,10.0,17.0,5.0,44.0,78.3
2023-2024,2024-03-14,21:00,Conf Lg,Round of 16,Thu,Home,D,1,1,at Sturm Graz,63.0,17888.0,Rémy Cabella,4-3-3,Matej Jug,Match Report,Leg 2 of 2; Lille won,ligue_1,13,lille,cb188c0c,13.0,6.0,46.2,0.08,0.17,14.4,1.7,1.3,5.0,4.0,80.0,1.7,0.7,569.0,679.0,83.8,10076.0,3095.0,1.0,1.4,1.6,0.0,47.0,11.0,21.0,10.0,15.0,3.0,8.0,25.0,2.0,11.0,9.0,4.0,0.0,9.0,12.0,13.0,1.0,151.0,25.0,17.0,19.0,5.0,7.0,1.0,42.0,40.0
2023-2024,2024-03-17,13:00,Ligue 1,Matchweek 26,Sun,Away,D,1,1,Brest,49.0,14774.0,Benjamin André,4-3-3,Clément Turpin,Match Report,,ligue_1,13,lille,cb188c0c,13.0,8.0,61.5,0.08,0.13,23.5,0.8,1.0,4.0,3.0,75.0,1.3,0.3,397.0,486.0,81.7,6939.0,2678.0,1.0,0.6,0.4,1.0,45.0,7.0,35.0,4.0,12.0,0.0,3.0,22.0,2.0,12.0,7.0,5.0,2.0,13.0,9.0,23.0,0.0,115.0,22.0,15.0,15.0,11.0,12.0,0.0,41.0,40.0
2023-2024,2024-03-29,21:00,Ligue 1,Matchweek 27,Fri,Home,W,2,1,Lens,49.0,48233.0,Benjamin André,4-3-3,Willy Delajod,Match Report,,ligue_1,13,lille,cb188c0c,15.0,6.0,40.0,0.13,0.33,18.4,1.6,0.6,3.0,2.0,66.7,0.4,-0.6,371.0,461.0,80.5,6334.0,1820.0,1.0,0.8,0.3,1.0,27.0,11.0,17.0,3.0,8.0,0.0,5.0,25.0,3.0,21.0,14.0,10.0,1.0,10.0,9.0,23.0,0.0,87.0,16.0,12.0,13.0,8.0,13.0,2.0,45.0,30.0
2023-2024,2024-04-05,21:00,Ligue 1,Matchweek 28,Fri,Home,W,3,1,Marseille,53.0,46864.0,Benjamin André,4-3-3,Bastien Dechepy,Match Report,,ligue_1,13,lille,cb188c0c,13.0,5.0,38.5,0.15,0.4,20.1,1.8,1.2,5.0,4.0,80.0,0.6,-0.4,382.0,461.0,82.9,7034.0,2499.0,2.0,1.0,0.6,0.0,32.0,12.0,25.0,2.0,15.0,0.0,4.0,25.0,4.0,8.0,5.0,5.0,0.0,12.0,3.0,17.0,0.0,104.0,21.0,9.0,15.0,11.0,13.0,1.0,36.0,52.6
2023-2024,2024-04-11,20:00,Conf Lg,Quarter-finals,Thu,Away,L,1,2,eng Aston Villa,58.0,37220.0,Benjamin André,4-2-3-1,Espen Eskås,Match Report,Leg 1 of 2,ligue_1,13,lille,cb188c0c,11.0,7.0,63.6,0.09,0.14,13.9,1.5,1.1,4.0,2.0,50.0,1.1,-0.9,448.0,493.0,90.9,8488.0,2357.0,1.0,1.5,1.1,0.0,32.0,11.0,25.0,5.0,9.0,3.0,3.0,21.0,2.0,12.0,9.0,8.0,1.0,9.0,5.0,13.0,0.0,83.0,15.0,10.0,6.0,8.0,11.0,6.0,33.0,27.3
2023-2024,2024-04-18,18:45,Conf Lg,Quarter-finals,Thu,Home,W,2 (3),1 (4),eng Aston Villa,52.0,47093.0,Benjamin André,4-2-3-1,Ivan Kružliak,Match Report,Leg 2 of 2; Aston Villa won; Aston Villa won on penalty kicks following extra time,ligue_1,13,lille,cb188c0c,12.0,4.0,33.3,0.17,0.5,14.5,1.4,1.2,6.0,5.0,83.3,1.1,0.1,526.0,620.0,84.8,9678.0,2548.0,2.0,1.2,0.9,3.0,48.0,9.0,39.0,2.0,31.0,1.0,7.0,20.0,4.0,15.0,11.0,7.0,6.0,5.0,11.0,26.0,1.0,174.0,14.0,24.0,12.0,7.0,17.0,3.0,36.0,45.0
2023-2024,2024-04-21,15:00,Ligue 1,Matchweek 30,Sun,Home,W,1,0,Strasbourg,53.0,40381.0,Benjamin André,4-2-3-1,Benoît Millot,Match Report,,ligue_1,13,lille,cb188c0c,6.0,2.0,33.3,0.17,0.5,15.1,0.8,1.3,2.0,2.0,100.0,0.4,0.4,439.0,533.0,82.4,7802.0,2736.0,1.0,0.7,0.8,0.0,32.0,5.0,28.0,4.0,9.0,0.0,4.0,10.0,2.0,14.0,8.0,6.0,3.0,7.0,5.0,16.0,1.0,130.0,15.0,11.0,14.0,6.0,11.0,3.0,44.0,44.4
2023-2024,2024-04-24,21:00,Ligue 1,Matchweek 29,Wed,Away,L,0,1,Monaco,57.0,9000.0,Benjamin André,4-3-3,Clément Turpin,Match Report,,ligue_1,13,lille,cb188c0c,13.0,4.0,30.8,0.0,0.0,17.4,1.3,1.6,7.0,6.0,85.7,1.6,0.6,473.0,568.0,83.3,8055.0,3063.0,0.0,1.3,1.5,1.0,42.0,12.0,27.0,4.0,15.0,0.0,5.0,25.0,0.0,21.0,14.0,13.0,2.0,10.0,7.0,17.0,0.0,129.0,16.0,17.0,19.0,11.0,9.0,0.0,53.0,72.7
2023-2024,2024-04-28,13:00,Ligue 1,Matchweek 31,Sun,Away,W,2,1,Metz,70.0,24728.0,Rémy Cabella,4-2-3-1,Stéphanie Frappart,Match Report,,ligue_1,13,lille,cb188c0c,14.0,4.0,28.6,0.14,0.5,19.5,0.8,1.1,2.0,1.0,100.0,1.2,0.2,658.0,743.0,88.6,11058.0,3610.0,1.0,0.6,1.5,1.0,69.0,11.0,69.0,0.0,16.0,2.0,4.0,26.0,3.0,16.0,10.0,6.0,3.0,7.0,7.0,10.0,1.0,182.0,18.0,14.0,6.0,10.0,12.0,0.0,33.0,55.6
2023-2024,2024-05-06,21:00,Ligue 1,Matchweek 32,Mon,Home,L,3,4,Lyon,44.0,45227.0,Jonathan David,4-2-3-1,Benoît Bastien,Match Report,,ligue_1,13,lille,cb188c0c,8.0,5.0,62.5,0.38,0.6,15.8,0.9,2.4,7.0,3.0,42.9,3.7,-0.3,371.0,463.0,80.1,6459.0,2199.0,3.0,0.9,1.2,2.0,21.0,8.0,29.0,5.0,15.0,0.0,4.0,16.0,6.0,17.0,7.0,12.0,2.0,11.0,8.0,18.0,0.0,94.0,13.0,9.0,14.0,8.0,14.0,0.0,37.0,41.7
2023-2024,2024-05-12,21:00,Ligue 1,Matchweek 33,Sun,Away,W,2,1,Nantes,70.0,26529.0,Benjamin André,4-2-3-1,Eric Wattellier,Match Report,,ligue_1,13,lille,cb188c0c,11.0,3.0,27.3,0.18,0.67,18.3,1.5,0.7,5.0,4.0,80.0,0.8,0.1,566.0,652.0,86.8,10240.0,3256.0,2.0,1.5,1.0,1.0,53.0,8.0,41.0,7.0,12.0,1.0,4.0,20.0,3.0,15.0,8.0,4.0,3.0,7.0,7.0,25.0,0.0,149.0,19.0,18.0,12.0,12.0,7.0,1.0,35.0,54.2
2023-2024,2023-08-13,13:00,Ligue 1,Matchweek 1,Sun,Home,W,3.0,2.0,Lens,48.0,15085.0,Brendan Chardonnet,4-2-3-1,Jérémie Pignard,Match Report,,ligue_1,13,brest,fb08dbb3,13.0,6.0,46.2,0.08,0.17,20.9,2.5,0.7,2.0,0.0,0.0,0.8,-1.2,317.0,413.0,76.8,6099.0,2421.0,0.0,0.5,0.5,2.0,35.0,8.0,28.0,1.0,28.0,1.0,6.0,26.0,5.0,19.0,11.0,8.0,7.0,13.0,8.0,24.0,0.0,137.0,17.0,11.0,26.0,8.0,13.0,0.0,55.0,44.1
2023-2024,2023-08-20,15:00,Ligue 1,Matchweek 2,Sun,Away,W,2.0,1.0,Le Havre,44.0,19574.0,Brendan Chardonnet,4-3-3,Florent Batta,Match Report,,ligue_1,13,brest,fb08dbb3,10.0,5.0,50.0,0.2,0.4,15.4,1.1,1.2,7.0,6.0,85.7,1.5,0.5,286.0,398.0,71.9,5824.0,2173.0,2.0,0.9,0.7,2.0,22.0,7.0,12.0,3.0,16.0,1.0,3.0,16.0,4.0,23.0,13.0,9.0,2.0,14.0,10.0,20.0,0.0,97.0,9.0,11.0,17.0,4.0,15.0,2.0,51.0,43.8
2023-2024,2023-08-26,19:00,Ligue 1,Matchweek 3,Sat,Away,L,0.0,2.0,Marseille,56.0,63592.0,Brendan Chardonnet,4-3-3,Jeremy Stinat,Match Report,,ligue_1,13,brest,fb08dbb3,18.0,6.0,33.3,0.0,0.0,16.7,1.5,2.9,6.0,4.0,66.7,2.7,0.7,470.0,571.0,82.3,9179.0,3231.0,0.0,1.4,1.5,5.0,58.0,14.0,45.0,3.0,38.0,3.0,10.0,31.0,0.0,17.0,15.0,5.0,3.0,11.0,11.0,11.0,0.0,212.0,30.0,25.0,14.0,9.0,8.0,1.0,59.0,59.3
2023-2024,2023-09-02,17:00,Ligue 1,Matchweek 4,Sat,Home,D,0.0,0.0,Rennes,48.0,15021.0,Brendan Chardonnet,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,brest,fb08dbb3,13.0,2.0,15.4,0.0,0.0,17.4,1.4,0.3,3.0,3.0,100.0,0.5,0.5,356.0,462.0,77.1,7005.0,2163.0,0.0,1.3,1.3,3.0,33.0,9.0,25.0,7.0,25.0,0.0,7.0,24.0,0.0,14.0,10.0,6.0,0.0,9.0,3.0,20.0,0.0,131.0,16.0,18.0,18.0,2.0,12.0,0.0,61.0,62.5
2023-2024,2023-09-17,15:00,Ligue 1,Matchweek 5,Sun,Away,W,2.0,1.0,Reims,48.0,12948.0,Brendan Chardonnet,4-3-3,Gaël Angoula,Match Report,,ligue_1,13,brest,fb08dbb3,18.0,5.0,27.8,0.11,0.4,17.5,1.5,1.7,7.0,6.0,85.7,1.5,0.5,291.0,410.0,71.0,6397.0,2599.0,1.0,0.9,1.2,7.0,26.0,11.0,31.0,7.0,32.0,1.0,8.0,29.0,3.0,18.0,11.0,7.0,3.0,11.0,11.0,28.0,0.0,168.0,18.0,13.0,17.0,11.0,12.0,0.0,63.0,53.6
2023-2024,2023-09-23,21:00,Ligue 1,Matchweek 6,Sat,Home,W,1.0,0.0,Lyon,57.0,14636.0,Brendan Chardonnet,4-2-3-1,Thomas Léonard,Match Report,,ligue_1,13,brest,fb08dbb3,27.0,11.0,40.7,0.04,0.09,15.6,2.4,0.4,3.0,3.0,100.0,0.6,0.6,370.0,494.0,74.9,7701.0,2961.0,1.0,2.2,1.8,6.0,41.0,23.0,32.0,5.0,32.0,1.0,10.0,48.0,2.0,21.0,15.0,5.0,2.0,7.0,11.0,11.0,0.0,176.0,26.0,14.0,15.0,9.0,17.0,1.0,74.0,73.0
2023-2024,2023-10-01,15:00,Ligue 1,Matchweek 7,Sun,Away,D,0.0,0.0,Nice,46.0,32044.0,Brendan Chardonnet,4-2-3-1,Romain Lissorgue,Match Report,,ligue_1,13,brest,fb08dbb3,7.0,2.0,28.6,0.0,0.0,28.9,0.2,1.1,1.0,1.0,100.0,0.1,0.1,292.0,400.0,73.0,5713.0,2220.0,0.0,0.1,0.3,2.0,33.0,4.0,27.0,5.0,26.0,1.0,4.0,12.0,0.0,30.0,20.0,17.0,4.0,12.0,8.0,17.0,0.0,142.0,20.0,20.0,20.0,6.0,9.0,2.0,59.0,59.1
