season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2019-2020,Batista Mendy,fr FRA,"DF,MF",19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,
2019-2020,Bridge Ndilu,fr FRA,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,
2019-2020,Alexandre Olliero,fr FRA,GK,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,
2019-2020,Anthony Walongwa,,DF,25.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,nantes,d7a486cd,,,,,,,,,,,,
2019-2020,Squad Total,,,25.4,28.0,308.0,2520.0,28.0,23.0,16.0,39.0,21.0,2.0,2.0,51.0,2.0,0.82,0.57,1.39,0.75,1.32,,ligue_1,13,nantes,d7a486cd,30.2,28.7,23.6,52.4,548.0,1034.0,1028.0,1.08,0.84,1.92,1.03,1.87
2019-2020,Opponent Total,,,26.3,28.0,308.0,2520.0,28.0,30.0,23.0,53.0,27.0,3.0,6.0,57.0,3.0,1.07,0.82,1.89,0.96,1.79,,ligue_1,13,nantes,d7a486cd,31.5,26.8,21.5,48.3,398.0,1053.0,1045.0,1.12,0.77,1.89,0.96,1.73
2019-2020,Gautier Larsonneur,fr FRA,GK,22.0,27.0,27.0,2397.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Gaëtan Charbonnier,fr FRA,"FW,MF",30.0,26.0,23.0,2065.0,22.9,4.0,5.0,9.0,4.0,0.0,2.0,5.0,0.0,0.17,0.22,0.39,0.17,0.39,Matches,ligue_1,13,brest,fb08dbb3,7.1,5.5,2.9,8.4,24.0,100.0,162.0,0.31,0.13,0.43,0.24,0.36
2019-2020,Julien Faussurier,fr FRA,DF,32.0,22.0,22.0,1980.0,22.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.09,0.14,0.23,0.09,0.23,Matches,ligue_1,13,brest,fb08dbb3,0.8,0.8,1.8,2.6,36.0,100.0,142.0,0.04,0.08,0.12,0.04,0.12
2019-2020,Jean-Charles Castelletto,cm CMR,DF,24.0,22.0,22.0,1838.0,20.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,ligue_1,13,brest,fb08dbb3,0.5,0.5,0.2,0.7,8.0,66.0,1.0,0.03,0.01,0.03,0.03,0.03
2019-2020,Haris Belkebla,dz ALG,MF,25.0,23.0,20.0,1816.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.7,0.7,0.5,1.2,18.0,77.0,22.0,0.03,0.02,0.06,0.03,0.06
2019-2020,Romain Perraud,fr FRA,DF,21.0,20.0,19.0,1670.0,18.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,ligue_1,13,brest,fb08dbb3,1.1,1.1,1.3,2.4,45.0,83.0,85.0,0.06,0.07,0.13,0.06,0.13
2019-2020,Ibrahima Diallo,fr FRA,MF,20.0,19.0,18.0,1561.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,ligue_1,13,brest,fb08dbb3,0.2,0.2,0.7,0.9,24.0,69.0,18.0,0.01,0.04,0.05,0.01,0.05
2019-2020,Yoann Court,fr FRA,"FW,MF",29.0,23.0,18.0,1465.0,16.3,3.0,7.0,10.0,3.0,0.0,0.0,6.0,0.0,0.18,0.43,0.61,0.18,0.61,Matches,ligue_1,13,brest,fb08dbb3,1.8,1.8,2.7,4.5,33.0,65.0,95.0,0.11,0.16,0.28,0.11,0.28
2019-2020,Samuel Grandsir,fr FRA,"FW,MF",22.0,24.0,17.0,1492.0,16.6,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.18,0.06,0.24,0.18,0.24,Matches,ligue_1,13,brest,fb08dbb3,2.4,2.4,1.9,4.3,63.0,54.0,162.0,0.15,0.11,0.26,0.15,0.26
2019-2020,Cristian Battocchio,it ITA,MF,27.0,24.0,16.0,1392.0,15.5,3.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.19,0.06,0.26,0.19,0.26,Matches,ligue_1,13,brest,fb08dbb3,1.7,1.0,1.7,2.6,10.0,99.0,40.0,0.11,0.11,0.22,0.06,0.17
2019-2020,Irvin Cardona,fr FRA,"FW,MF",21.0,21.0,15.0,1450.0,16.1,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.37,0.19,0.56,0.37,0.56,Matches,ligue_1,13,brest,fb08dbb3,5.5,5.5,2.3,7.8,37.0,53.0,134.0,0.34,0.14,0.48,0.34,0.48
2019-2020,Paul Lasne,fr FRA,"MF,FW",30.0,19.0,14.0,1224.0,13.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.15,0.07,0.22,0.15,0.22,Matches,ligue_1,13,brest,fb08dbb3,0.8,0.8,1.9,2.7,14.0,54.0,68.0,0.06,0.14,0.2,0.06,0.2
2019-2020,Mathias Autret,fr FRA,"MF,FW",28.0,23.0,14.0,1222.0,13.6,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.15,0.22,0.37,0.15,0.37,Matches,ligue_1,13,brest,fb08dbb3,1.8,1.8,2.8,4.7,32.0,63.0,83.0,0.14,0.21,0.34,0.14,0.34
2019-2020,Dénys Bain,fr FRA,DF,26.0,15.0,13.0,1268.0,14.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.07,0.0,0.07,0.07,0.07,Matches,ligue_1,13,brest,fb08dbb3,0.7,0.7,0.0,0.7,1.0,23.0,0.0,0.05,0.0,0.05,0.05,0.05
2019-2020,Jean-Kevin Duverne,ht HAI,DF,22.0,14.0,13.0,1178.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.2,0.2,0.1,0.2,15.0,70.0,4.0,0.01,0.01,0.02,0.01,0.02
2019-2020,Alexandre Mendy,gw GNB,FW,25.0,20.0,9.0,899.0,10.0,3.0,1.0,4.0,3.0,0.0,1.0,3.0,0.0,0.3,0.1,0.4,0.3,0.4,Matches,ligue_1,13,brest,fb08dbb3,3.9,3.2,0.4,3.5,9.0,10.0,45.0,0.39,0.04,0.43,0.32,0.35
2019-2020,Ludovic Baal,gf GUF,DF,33.0,11.0,9.0,827.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.1,0.1,0.8,0.9,29.0,48.0,42.0,0.02,0.08,0.1,0.02,0.1
2019-2020,Brendan Chardonnet,fr FRA,DF,24.0,12.0,9.0,823.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.3,0.3,0.1,0.5,8.0,42.0,2.0,0.03,0.01,0.05,0.03,0.05
2019-2020,Gaëtan Belaud,fr FRA,DF,32.0,7.0,6.0,580.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.1,0.1,0.2,0.3,3.0,36.0,17.0,0.01,0.03,0.04,0.01,0.04
2019-2020,Hugo Magnetti,fr FRA,MF,21.0,8.0,2.0,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.2,0.2,0.2,0.4,4.0,18.0,8.0,0.09,0.06,0.15,0.09,0.15
2019-2020,Hianga Mananga Mbock,fr FRA,MF,19.0,2.0,1.0,141.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Matches,ligue_1,13,brest,fb08dbb3,0.2,0.2,0.0,0.2,1.0,5.0,1.0,0.12,0.02,0.14,0.12,0.14
2019-2020,Donovan Léon,gf GUF,GK,26.0,2.0,1.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Ferris N'Goma,fr FRA,"MF,FW",26.0,4.0,0.0,25.0,0.3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.6,0.0,3.6,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.8,0.0,0.0,0.0,1.0,1.0,2.0,3.01,0.0,3.01,0.17,0.17
2019-2020,Kévin Mayi,ga GAB,"FW,MF",26.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,brest,fb08dbb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Julien Fabri,fr FRA,GK,25.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,brest,fb08dbb3,,,,,,,,,,,,
2019-2020,Squad Total,,,26.1,28.0,308.0,2520.0,28.0,32.0,27.0,59.0,31.0,1.0,5.0,45.0,2.0,1.14,0.96,2.11,1.11,2.07,,ligue_1,13,brest,fb08dbb3,30.7,26.8,22.1,48.9,415.0,1138.0,1133.0,1.1,0.79,1.89,0.96,1.75
2019-2020,Opponent Total,,,26.2,28.0,308.0,2520.0,28.0,37.0,24.0,61.0,33.0,4.0,6.0,40.0,1.0,1.32,0.86,2.18,1.18,2.04,,ligue_1,13,brest,fb08dbb3,45.5,40.8,30.5,71.3,621.0,1144.0,1136.0,1.62,1.09,2.71,1.46,2.55
2019-2020,Fabien Centonze,fr FRA,DF,23.0,28.0,28.0,2520.0,28.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,ligue_1,13,metz,f83960ae,0.5,0.5,1.9,2.4,97.0,80.0,82.0,0.02,0.07,0.09,0.02,0.09
2019-2020,Alexandre Oukidja,dz ALG,GK,31.0,27.0,27.0,2384.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Habib Maïga,ci CIV,MF,23.0,26.0,26.0,2266.0,25.2,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,ligue_1,13,metz,f83960ae,1.6,1.6,1.3,2.9,56.0,120.0,64.0,0.06,0.05,0.12,0.06,0.12
2019-2020,Habib Diallo,sn SEN,FW,24.0,26.0,26.0,2196.0,24.4,12.0,3.0,15.0,11.0,1.0,3.0,2.0,1.0,0.49,0.12,0.61,0.45,0.57,Matches,ligue_1,13,metz,f83960ae,9.6,7.2,2.6,9.8,35.0,19.0,129.0,0.39,0.11,0.5,0.29,0.4
2019-2020,John Boye,gh GHA,DF,32.0,24.0,24.0,2115.0,23.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,ligue_1,13,metz,f83960ae,2.3,2.3,0.1,2.4,1.0,28.0,0.0,0.1,0.0,0.1,0.1,0.1
2019-2020,Opa Nguette,sn SEN,FW,25.0,26.0,23.0,1826.0,20.3,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,0.25,0.1,0.35,0.25,0.35,Matches,ligue_1,13,metz,f83960ae,2.9,2.9,1.4,4.3,67.0,46.0,143.0,0.14,0.07,0.21,0.14,0.21
2019-2020,Kévin N'Doram,fr FRA,MF,23.0,20.0,19.0,1646.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.4,0.4,0.3,0.7,21.0,86.0,7.0,0.02,0.02,0.04,0.02,0.04
2019-2020,Mamadou Fofana,ml MLI,"DF,MF",21.0,20.0,18.0,1587.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.4,0.4,0.5,0.8,5.0,29.0,2.0,0.02,0.03,0.05,0.02,0.05
2019-2020,Stoppila Sunzu,zm ZAM,DF,30.0,17.0,14.0,1352.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.6,0.6,0.0,0.6,2.0,9.0,0.0,0.04,0.0,0.04,0.04,0.04
2019-2020,Thomas Delaine,fr FRA,DF,27.0,16.0,14.0,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.3,0.3,0.6,0.9,66.0,47.0,86.0,0.02,0.04,0.07,0.02,0.07
2019-2020,Matthieu Udol,fr FRA,DF,23.0,13.0,12.0,1102.0,12.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,ligue_1,13,metz,f83960ae,0.7,0.7,0.4,1.0,39.0,33.0,17.0,0.06,0.03,0.09,0.06,0.09
2019-2020,Adama Traoré,ml MLI,"FW,MF",24.0,15.0,12.0,1007.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.09,0.36,0.45,0.09,0.45,Matches,ligue_1,13,metz,f83960ae,1.3,1.3,2.6,4.0,24.0,60.0,37.0,0.12,0.24,0.35,0.12,0.35
2019-2020,Victorien Angban,ci CIV,MF,22.0,20.0,11.0,1029.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.1,0.1,0.1,0.2,25.0,70.0,17.0,0.01,0.01,0.02,0.01,0.02
2019-2020,Ibrahima Niane,sn SEN,FW,20.0,21.0,9.0,951.0,10.6,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.28,0.0,0.28,0.19,0.19,Matches,ligue_1,13,metz,f83960ae,2.5,1.7,0.3,2.0,19.0,19.0,72.0,0.24,0.03,0.26,0.16,0.19
2019-2020,Dylan Bronn,tn TUN,DF,24.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.1,0.1,0.0,0.1,0.0,11.0,0.0,0.01,0.0,0.01,0.01,0.01
2019-2020,Renaud Cohade,fr FRA,MF,34.0,12.0,9.0,764.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,ligue_1,13,metz,f83960ae,0.4,0.4,0.6,1.0,27.0,71.0,30.0,0.04,0.07,0.12,0.04,0.12
2019-2020,Farid Boulaya,dz ALG,FW,26.0,19.0,8.0,821.0,9.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.22,0.11,0.33,0.22,0.33,Matches,ligue_1,13,metz,f83960ae,1.8,1.8,2.1,3.9,33.0,44.0,54.0,0.2,0.23,0.43,0.2,0.43
2019-2020,Vincent Pajot,fr FRA,MF,28.0,7.0,7.0,519.0,5.8,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.52,0.52,0.0,0.52,Matches,ligue_1,13,metz,f83960ae,0.2,0.2,0.9,1.2,12.0,18.0,15.0,0.04,0.16,0.2,0.04,0.2
2019-2020,Thierry Ambrose,gp GLP,FW,22.0,18.0,4.0,548.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,1.2,1.2,0.5,1.7,31.0,23.0,49.0,0.19,0.09,0.27,0.19,0.27
2019-2020,Marvin Gakpa,fr FRA,"MF,FW",25.0,13.0,4.0,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.6,0.6,0.9,1.5,9.0,23.0,19.0,0.12,0.17,0.29,0.12,0.29
2019-2020,Manuel Cabit,mq MTQ,DF,26.0,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.7,0.7,8.0,9.0,14.0,0.0,0.23,0.23,0.0,0.23
2019-2020,Paul Delecroix,gw GNB,GK,30.0,2.0,1.0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Georges Mikautadze,ge GEO,FW,18.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.34,0.0,0.34,0.34,0.34
2019-2020,Papa Ndiaga Yade,mr MTN,FW,19.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Amadou Dia Ndiaye,sn SEN,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2019-2020,Guillaume Dietsch,fr FRA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2019-2020,Lenny Lacroix,fr FRA,DF,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2019-2020,Sami Lahssaini,be BEL,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2019-2020,Boubacar Traoré,ml MLI,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2019-2020,Squad Total,,,25.9,28.0,308.0,2520.0,28.0,27.0,20.0,47.0,25.0,2.0,4.0,45.0,4.0,0.96,0.71,1.68,0.89,1.61,,ligue_1,13,metz,f83960ae,27.1,24.0,18.0,41.9,578.0,845.0,840.0,0.97,0.64,1.61,0.86,1.5
2019-2020,Opponent Total,,,26.5,28.0,308.0,2520.0,28.0,35.0,25.0,60.0,31.0,4.0,4.0,37.0,3.0,1.25,0.89,2.14,1.11,2.0,,ligue_1,13,metz,f83960ae,38.1,35.0,27.6,62.6,550.0,1307.0,1297.0,1.36,0.98,2.35,1.25,2.23
2019-2020,Bruno Ecuele Manga,ga GAB,DF,31.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,1.7,1.7,0.3,2.0,5.0,48.0,1.0,0.06,0.01,0.07,0.06,0.07
2019-2020,Didier Ibrahim Ndong,ga GAB,MF,25.0,27.0,27.0,2386.0,26.5,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,ligue_1,13,dijon,8dfb7350,0.7,0.7,1.9,2.6,48.0,130.0,26.0,0.03,0.07,0.1,0.03,0.1
2019-2020,Júlio Tavares,cv CPV,FW,30.0,23.0,22.0,1997.0,22.2,5.0,2.0,7.0,4.0,1.0,1.0,0.0,0.0,0.23,0.09,0.32,0.18,0.27,Matches,ligue_1,13,dijon,8dfb7350,7.1,6.4,2.4,8.7,13.0,42.0,134.0,0.32,0.11,0.43,0.29,0.39
2019-2020,Wesley Lautoa,nc NCL,"MF,DF",31.0,23.0,21.0,1869.0,20.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,ligue_1,13,dijon,8dfb7350,0.6,0.6,0.5,1.2,9.0,68.0,4.0,0.03,0.03,0.06,0.03,0.06
2019-2020,Mama Samba Baldé,gw GNB,"FW,MF",23.0,24.0,20.0,1676.0,18.6,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,0.32,0.11,0.43,0.32,0.43,Matches,ligue_1,13,dijon,8dfb7350,6.0,6.0,3.8,9.8,44.0,29.0,148.0,0.32,0.21,0.53,0.32,0.53
2019-2020,Alfred Gomis,sn SEN,GK,25.0,19.0,19.0,1619.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Romain Amalfitano,fr FRA,MF,29.0,26.0,18.0,1695.0,18.8,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.05,0.05,0.11,0.05,0.11,Matches,ligue_1,13,dijon,8dfb7350,0.4,0.4,1.2,1.7,24.0,94.0,28.0,0.02,0.07,0.09,0.02,0.09
2019-2020,Fouad Chafik,ma MAR,DF,32.0,20.0,18.0,1528.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,ligue_1,13,dijon,8dfb7350,0.2,0.2,1.9,2.1,44.0,85.0,52.0,0.01,0.11,0.12,0.01,0.12
2019-2020,Mounir Chouiar,fr FRA,"MF,FW",20.0,20.0,18.0,1506.0,16.7,4.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,0.24,0.0,0.24,0.24,0.24,Matches,ligue_1,13,dijon,8dfb7350,3.6,3.6,3.7,7.4,67.0,54.0,89.0,0.22,0.22,0.44,0.22,0.44
2019-2020,Hamza Mendyl,ma MAR,DF,21.0,18.0,16.0,1441.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches,ligue_1,13,dijon,8dfb7350,0.5,0.5,1.0,1.5,55.0,47.0,52.0,0.03,0.06,0.09,0.03,0.09
2019-2020,Stephy Mavididi,eng ENG,"FW,MF",21.0,24.0,16.0,1391.0,15.5,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.32,0.06,0.39,0.32,0.39,Matches,ligue_1,13,dijon,8dfb7350,2.9,2.9,0.8,3.6,54.0,30.0,89.0,0.19,0.05,0.24,0.19,0.24
2019-2020,Mickaël Alphonse,gp GLP,DF,30.0,17.0,15.0,1378.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,ligue_1,13,dijon,8dfb7350,0.2,0.2,0.7,0.9,37.0,44.0,45.0,0.01,0.05,0.06,0.01,0.06
2019-2020,Nayef Aguerd,ma MAR,DF,23.0,11.0,11.0,957.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,ligue_1,13,dijon,8dfb7350,0.3,0.3,0.0,0.3,0.0,27.0,0.0,0.03,0.0,0.03,0.03,0.03
2019-2020,Rúnar Alex Rúnarsson,is ISL,GK,24.0,11.0,9.0,901.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,Senou Coulibaly,ml MLI,DF,24.0,10.0,9.0,666.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.6,0.6,0.0,0.6,2.0,16.0,1.0,0.08,0.0,0.08,0.08,0.08
2019-2020,Jhonder Cádiz,ve VEN,"FW,MF",24.0,17.0,7.0,799.0,8.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.23,0.23,0.45,0.23,0.45,Matches,ligue_1,13,dijon,8dfb7350,3.2,3.2,0.9,4.1,25.0,20.0,64.0,0.36,0.1,0.46,0.36,0.46
2019-2020,Muzinga Ngonda,cd COD,DF,24.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.0,0.0,0.1,0.1,15.0,28.0,29.0,0.0,0.01,0.01,0.0,0.01
2019-2020,Frédéric Sammaritano,fr FRA,"MF,FW",33.0,10.0,6.0,518.0,5.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.17,0.35,0.52,0.17,0.52,Matches,ligue_1,13,dijon,8dfb7350,0.6,0.6,1.4,2.1,22.0,34.0,41.0,0.11,0.25,0.36,0.11,0.36
2019-2020,Matheus Pereira da Silva,br BRA,"MF,FW",21.0,10.0,6.0,465.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.8,0.8,0.5,1.3,9.0,32.0,25.0,0.16,0.1,0.26,0.16,0.26
2019-2020,Florent Balmont,fr FRA,MF,39.0,11.0,4.0,401.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.2,0.2,0.1,0.3,7.0,31.0,5.0,0.04,0.02,0.06,0.04,0.06
2019-2020,Bryan Soumaré,fr FRA,"MF,FW",20.0,12.0,4.0,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.5,0.5,0.5,0.9,10.0,15.0,23.0,0.12,0.11,0.22,0.12,0.22
2019-2020,Enzo Loiodice,fr FRA,MF,18.0,5.0,2.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.1,0.1,0.0,0.1,3.0,9.0,4.0,0.06,0.0,0.06,0.06,0.06
2019-2020,Yassine Benzia,dz ALG,MF,24.0,3.0,2.0,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,dijon,8dfb7350,0.1,0.1,0.3,0.5,6.0,4.0,5.0,0.07,0.18,0.25,0.07,0.25
