Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
Ivan,br BRA,GK,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Ponte Preta,,,,,,,,,,,,
Ravanelli,br BRA,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Ponte Preta,,,,,,,,,,,,
Guilherme Silva Nogueira,br BRA,GK,15.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Ponte Preta,,,,,,,,,,,,
Squad Total,,,26.5,38.0,418.0,3420.0,38.0,39.0,26.0,65.0,36.0,3.0,4.0,107.0,5.0,1.03,0.68,1.71,0.95,1.63,,2015,brasileirao,24,2015 Ponte Preta,,,,,,,,,,,,
Opponent Total,,,26.4,38.0,418.0,3420.0,38.0,40.0,30.0,70.0,38.0,2.0,3.0,95.0,3.0,1.05,0.79,1.84,1.0,1.79,,2015,brasileirao,24,2015 Ponte Preta,,,,,,,,,,,,
Éverton,br BRA,MF,26.0,33.0,32.0,2695.0,29.9,4.0,2.0,6.0,4.0,0.0,0.0,9.0,1.0,0.13,0.07,0.2,0.13,0.2,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Márcio Araújo,br BRA,"DF,MF",30.0,33.0,30.0,2743.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Héctor Canteros,ar ARG,MF,25.0,34.0,30.0,2540.0,28.2,2.0,4.0,6.0,2.0,0.0,0.0,9.0,1.0,0.07,0.14,0.21,0.07,0.21,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Wallace Reis,br BRA,DF,27.0,28.0,28.0,2425.0,26.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Pará,br BRA,"DF,MF",28.0,29.0,28.0,2388.0,26.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.08,0.11,0.04,0.11,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Paulo Victor Vidotti,br BRA,GK,28.0,24.0,24.0,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Alan Patrick,br BRA,MF,23.0,26.0,22.0,2028.0,22.5,7.0,5.0,12.0,7.0,0.0,1.0,5.0,0.0,0.31,0.22,0.53,0.31,0.53,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Jorge,br BRA,DF,18.0,22.0,22.0,1964.0,21.8,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Emerson Sheik,qa QAT,FW,36.0,22.0,22.0,1826.0,20.3,5.0,1.0,6.0,5.0,0.0,0.0,6.0,0.0,0.25,0.05,0.3,0.25,0.3,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Samir Santos,br BRA,DF,20.0,20.0,19.0,1625.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
César,br BRA,DF,22.0,20.0,18.0,1692.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Jonas,br BRA,MF,23.0,19.0,15.0,1153.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
César,br BRA,GK,23.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Paolo Guerrero,pe PER,FW,31.0,15.0,14.0,1241.0,13.8,3.0,4.0,7.0,3.0,0.0,0.0,8.0,1.0,0.22,0.29,0.51,0.22,0.51,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Gabriel,br BRA,"FW,MF",25.0,24.0,14.0,1217.0,13.5,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.3,0.07,0.37,0.3,0.37,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Paulinho,br BRA,"FW,MF",26.0,25.0,11.0,1218.0,13.5,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Marcelo Cirino,br BRA,"FW,MF",23.0,21.0,10.0,1086.0,12.1,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Kayke Rodrigues,br BRA,FW,26.0,16.0,10.0,974.0,10.8,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.55,0.28,0.83,0.55,0.83,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Ayrton Ganino,br BRA,DF,29.0,13.0,9.0,882.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Marcelo,br BRA,DF,23.0,11.0,8.0,822.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Luiz Antônio,br BRA,"DF,MF",23.0,14.0,6.0,743.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Víctor Cáceres,py PAR,"DF,MF",29.0,5.0,5.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Alecsandro,br BRA,FW,33.0,4.0,4.0,360.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,0.5,0.25,0.5,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Eduardo da Silva,hr CRO,FW,31.0,9.0,4.0,317.0,3.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.57,0.28,0.85,0.57,0.85,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Pablo Armero,co COL,"DF,MF",28.0,4.0,4.0,294.0,3.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.61,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Anderson Pico,br BRA,DF,26.0,4.0,4.0,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Bressan,br BRA,DF,22.0,4.0,3.0,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Jajá,br BRA,MF,19.0,5.0,3.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Ederson,br BRA,MF,29.0,8.0,2.0,289.0,3.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.93,0.31,1.25,0.93,1.25,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Almir Lopes de Luna,br BRA,"FW,MF",32.0,7.0,2.0,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Arthur Maia,br BRA,MF,22.0,5.0,1.0,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Thiago Santos,br BRA,FW,19.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Lucas Mugni,ar ARG,MF,23.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Rodrigo Frauches,br BRA,DF,22.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Matheus Sávio,br BRA,MF,17.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Ronaldo,br BRA,MF,18.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Douglas Baggio,br BRA,"FW,MF",19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Daniel,br BRA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Rafael Dumas,br BRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Mosquito,br BRA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Thallyson,br BRA,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Squad Total,,,26.4,38.0,418.0,3420.0,38.0,45.0,33.0,78.0,45.0,0.0,1.0,94.0,6.0,1.18,0.87,2.05,1.18,2.05,,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Opponent Total,,,26.4,38.0,418.0,3420.0,38.0,49.0,32.0,81.0,43.0,6.0,6.0,98.0,5.0,1.29,0.84,2.13,1.13,1.97,,2015,brasileirao,24,2015 Flamengo,,,,,,,,,,,,
Diego Cavalieri,br BRA,GK,32.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Jean,br BRA,"DF,MF",28.0,32.0,32.0,2843.0,31.6,4.0,1.0,5.0,2.0,2.0,2.0,4.0,0.0,0.13,0.03,0.16,0.06,0.09,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Gum,br BRA,DF,29.0,29.0,29.0,2573.0,28.6,1.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,0.03,0.03,0.07,0.03,0.07,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Wellington Silva,br BRA,DF,26.0,28.0,25.0,2264.0,25.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Edson,br BRA,"DF,MF",23.0,26.0,25.0,2237.0,24.9,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Gerson,br BRA,"FW,MF",17.0,29.0,25.0,1826.0,20.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,0.05,0.1,0.15,0.05,0.15,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Gustavo Scarpa,br BRA,"DF,FW",21.0,28.0,24.0,2181.0,24.2,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,0.21,0.12,0.33,0.21,0.33,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Marcos Júnior,br BRA,"FW,MF",22.0,30.0,23.0,1919.0,21.3,5.0,1.0,6.0,5.0,0.0,0.0,13.0,1.0,0.23,0.05,0.28,0.23,0.28,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Fred,br BRA,FW,31.0,23.0,23.0,1868.0,20.8,9.0,5.0,14.0,7.0,2.0,3.0,5.0,0.0,0.43,0.24,0.67,0.34,0.58,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Marlon,br BRA,"DF,MF",19.0,24.0,22.0,1951.0,21.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Cícero Santos,br BRA,MF,30.0,19.0,18.0,1649.0,18.3,3.0,1.0,4.0,2.0,1.0,1.0,5.0,0.0,0.16,0.05,0.22,0.11,0.16,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Antônio Carlos,br BRA,DF,31.0,17.0,16.0,1405.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Pierre,br BRA,MF,33.0,18.0,15.0,1133.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Giovanni Palmieri,br BRA,DF,25.0,12.0,12.0,969.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Vinícius,br BRA,"FW,MF",23.0,20.0,11.0,949.0,10.5,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.28,0.19,0.47,0.28,0.47,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Osvaldo,br BRA,"FW,MF",27.0,20.0,10.0,856.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.11,0.0,0.11,0.11,0.11,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Renato,br BRA,"DF,FW",25.0,12.0,9.0,798.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Wágner,br BRA,MF,30.0,9.0,7.0,657.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Magno Alves,br BRA,FW,39.0,18.0,6.0,700.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13,0.13,0.0,0.13,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Wellington Paulista,br BRA,FW,30.0,17.0,6.0,687.0,7.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.13,0.39,0.52,0.13,0.52,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Henrique,br BRA,DF,31.0,8.0,6.0,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Ronaldinho,br BRA,"FW,MF",34.0,7.0,6.0,465.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Léo Pelé,br BRA,DF,18.0,6.0,5.0,449.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Breno Lopes,br BRA,DF,24.0,5.0,5.0,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Higor,br BRA,MF,21.0,8.0,4.0,400.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.23,0.23,0.0,0.23,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Victor Oliveira,br BRA,DF,20.0,6.0,4.0,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Douglas,br BRA,MF,18.0,3.0,3.0,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Ayrton Lucas,br BRA,"DF,MF",17.0,4.0,3.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Michael,br BRA,FW,21.0,5.0,2.0,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Jonathan Moreira,br BRA,DF,28.0,3.0,2.0,205.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Júlio César,br BRA,GK,28.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Ygor Nogueira,br BRA,DF,19.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Rafinha,br BRA,MF,21.0,3.0,1.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Artur Jesus Vieira,br BRA,DF,24.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Kenedy,br BRA,"FW,MF",18.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Kléver,br BRA,GK,25.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Lucas Gomes,br BRA,FW,24.0,15.0,0.0,361.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.25,0.25,0.5,0.25,0.5,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Robert,br BRA,MF,18.0,4.0,0.0,156.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Marlone,br BRA,MF,22.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Luiz Fernando,br BRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Alejandro Martinuccio,ar ARG,"FW,MF",27.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Matheus,br BRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Willian,br BRA,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Squad Total,,,26.6,38.0,421.0,3420.0,38.0,39.0,28.0,67.0,34.0,5.0,6.0,104.0,10.0,1.03,0.74,1.76,0.89,1.63,,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Opponent Total,,,26.6,38.0,421.0,3420.0,38.0,48.0,33.0,81.0,44.0,4.0,5.0,109.0,5.0,1.26,0.87,2.13,1.16,2.03,,2015,brasileirao,24,2015 Fluminense,,,,,,,,,,,,
Dener Assunção Braz,br BRA,DF,23.0,35.0,35.0,3150.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Apodi,br BRA,"DF,MF",28.0,34.0,34.0,3003.0,33.4,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,0.12,0.03,0.15,0.12,0.15,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Danilo,br BRA,GK,29.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Elicarlos,br BRA,MF,29.0,30.0,30.0,2454.0,27.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Bruno Silva,br BRA,MF,28.0,31.0,28.0,2323.0,25.8,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Ananias,br BRA,MF,26.0,30.0,25.0,1933.0,21.5,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.14,0.05,0.19,0.14,0.19,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Fernando Camilo Farias,br BRA,"FW,MF",28.0,31.0,23.0,2181.0,24.2,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Rafael Lima,br BRA,DF,28.0,24.0,23.0,2104.0,23.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Neto,br BRA,DF,29.0,23.0,22.0,1971.0,21.9,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.14,0.05,0.18,0.14,0.18,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Cléber Santana,br BRA,MF,33.0,26.0,21.0,2033.0,22.6,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,0.04,0.18,0.22,0.04,0.22,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Gil,br BRA,MF,27.0,23.0,19.0,1579.0,17.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.11,0.06,0.11,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Vilson,br BRA,"DF,MF",26.0,18.0,18.0,1591.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.06,0.06,0.0,0.06,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Bruno Rangel,br BRA,FW,33.0,19.0,15.0,1360.0,15.1,9.0,0.0,9.0,6.0,3.0,3.0,1.0,0.0,0.6,0.0,0.6,0.4,0.4,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Thiego,br BRA,DF,28.0,13.0,13.0,1170.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Tiago Luís,br BRA,"FW,MF",25.0,22.0,13.0,1068.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Maranhão,br BRA,"FW,MF",24.0,24.0,9.0,1039.0,11.5,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Túlio de Melo,br BRA,FW,30.0,13.0,8.0,788.0,8.8,5.0,1.0,6.0,4.0,1.0,1.0,3.0,0.0,0.57,0.11,0.69,0.46,0.57,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
William Barbio,br BRA,"FW,MF",22.0,12.0,8.0,710.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Wagner,br BRA,MF,23.0,19.0,7.0,728.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Hyoran,br BRA,MF,21.0,17.0,6.0,578.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Edmilson,br BRA,FW,32.0,7.0,6.0,572.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Roger,br BRA,FW,30.0,7.0,6.0,493.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.18,0.18,0.37,0.18,0.37,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
