Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
Maurides,br BRA,FW,19.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Andrigo,br BRA,"FW,MF",18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Artur,br BRA,"DF,MF",19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Carlinhos,br BRA,"DF,MF",19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Agenor Detofol,br BRA,GK,24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Geferson,br BRA,"DF,MF",19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Bruno Gomes,br BRA,FW,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Thales,br BRA,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
William,br BRA,"DF,MF",18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Squad Total,,,27.8,38.0,418.0,3420.0,38.0,52.0,41.0,93.0,51.0,1.0,3.0,100.0,6.0,1.37,1.08,2.45,1.34,2.42,,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Opponent Total,,,26.2,38.0,418.0,3420.0,38.0,41.0,28.0,69.0,38.0,3.0,4.0,93.0,10.0,1.08,0.74,1.82,1.0,1.74,,2014,brasileirao,24,2014 Internacional,,,,,,,,,,,,
Fábio Santos,br BRA,DF,28.0,35.0,35.0,3071.0,34.1,4.0,3.0,7.0,2.0,2.0,3.0,5.0,1.0,0.12,0.09,0.21,0.06,0.15,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Cássio,br BRA,GK,26.0,35.0,35.0,3068.0,34.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Gil,br BRA,DF,26.0,34.0,34.0,3050.0,33.9,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Fagner,br BRA,DF,24.0,35.0,34.0,2976.0,33.1,2.0,1.0,3.0,2.0,0.0,0.0,9.0,1.0,0.06,0.03,0.09,0.06,0.09,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Ralf,br BRA,MF,29.0,30.0,30.0,2683.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Petros,br BRA,MF,24.0,28.0,28.0,2264.0,25.2,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Paolo Guerrero,pe PER,FW,30.0,28.0,26.0,2362.0,26.2,12.0,5.0,17.0,12.0,0.0,0.0,7.0,1.0,0.46,0.19,0.65,0.46,0.65,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Elías,br BRA,MF,28.0,24.0,24.0,2091.0,23.2,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,0.13,0.04,0.17,0.13,0.17,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Renato Augusto,br BRA,MF,25.0,30.0,22.0,2093.0,23.3,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.04,0.26,0.3,0.04,0.3,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Jádson,br BRA,MF,30.0,30.0,20.0,1711.0,19.0,4.0,7.0,11.0,2.0,2.0,2.0,3.0,0.0,0.21,0.37,0.58,0.11,0.47,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Anderson Martins,br BRA,DF,26.0,17.0,17.0,1517.0,16.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Bruno Henrique,br BRA,MF,24.0,25.0,16.0,1417.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Cléber,br BRA,DF,23.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Malcom,br BRA,"FW,MF",16.0,20.0,14.0,1203.0,13.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Luciano,br BRA,"FW,MF",20.0,33.0,13.0,1316.0,14.6,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.41,0.14,0.55,0.41,0.55,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Ángel Romero,py PAR,"FW,MF",21.0,21.0,11.0,997.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Felipe,br BRA,DF,24.0,11.0,10.0,878.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Romarinho,br BRA,"FW,MF",23.0,17.0,9.0,916.0,10.2,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.29,0.1,0.39,0.29,0.39,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Danilo,br BRA,MF,34.0,23.0,5.0,617.0,6.9,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.29,0.44,0.73,0.29,0.73,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Guilherme,br BRA,MF,22.0,5.0,5.0,424.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Walter,br BRA,GK,26.0,4.0,3.0,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Uendel,br BRA,DF,25.0,6.0,3.0,342.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Ferrugem,br BRA,"DF,MF",25.0,6.0,3.0,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Nicolás Lodeiro,uy URU,MF,24.0,7.0,3.0,267.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.34,0.0,0.34,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Guilherme Andrade,br BRA,DF,25.0,6.0,3.0,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Gustavo Tocantins,br BRA,FW,18.0,4.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Zé Paulo,br BRA,MF,19.0,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Paulinho,br BRA,FW,20.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Guilherme Arana,br BRA,"DF,MF",16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Júlio César,br BRA,GK,29.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Danilo Fernandes,br BRA,GK,25.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Pedro Henrique,br BRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Matheus Caldeira Vidotto de Oliveira,br BRA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Squad Total,,,26.2,38.0,418.0,3420.0,38.0,48.0,34.0,82.0,44.0,4.0,5.0,74.0,3.0,1.26,0.89,2.16,1.16,2.05,,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Opponent Total,,,26.2,38.0,418.0,3420.0,38.0,29.0,18.0,47.0,24.0,5.0,6.0,99.0,8.0,0.76,0.47,1.24,0.63,1.11,,2014,brasileirao,24,2014 Corinthians,,,,,,,,,,,,
Victor Leandro Bagy,br BRA,GK,31.0,32.0,32.0,2842.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Leonardo Silva,br BRA,DF,34.0,24.0,24.0,2160.0,24.0,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Diego Tardelli,br BRA,"FW,MF",28.0,24.0,24.0,2060.0,22.9,10.0,0.0,10.0,7.0,3.0,3.0,4.0,1.0,0.44,0.0,0.44,0.31,0.31,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Leandro Donizete,br BRA,MF,31.0,22.0,21.0,1876.0,20.8,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Alex Silva,br BRA,DF,19.0,22.0,21.0,1830.0,20.3,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Jesús Dátolo,ar ARG,MF,29.0,27.0,20.0,1934.0,21.5,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,0.23,0.37,0.6,0.23,0.6,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Jemerson,br BRA,DF,21.0,22.0,20.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Marcos Rocha,br BRA,DF,25.0,20.0,20.0,1770.0,19.7,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Josué,br BRA,MF,34.0,23.0,19.0,1706.0,19.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Carlos,br BRA,"FW,MF",18.0,22.0,17.0,1538.0,17.1,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Emerson,br BRA,DF,27.0,17.0,17.0,1501.0,16.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Pierre,br BRA,MF,32.0,21.0,16.0,1479.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Edcarlos,br BRA,DF,28.0,17.0,16.0,1427.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Guilherme,br BRA,"FW,MF",25.0,21.0,14.0,1188.0,13.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.23,0.15,0.38,0.23,0.38,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Jô,br BRA,FW,26.0,16.0,14.0,1125.0,12.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Maicosuel,br BRA,MF,27.0,15.0,13.0,945.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Luan,br BRA,"FW,MF",23.0,20.0,11.0,1130.0,12.6,5.0,2.0,7.0,5.0,0.0,0.0,7.0,0.0,0.4,0.16,0.56,0.4,0.56,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Marion,br BRA,FW,22.0,21.0,11.0,1094.0,12.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
André,br BRA,FW,23.0,20.0,10.0,951.0,10.6,3.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.28,0.0,0.28,0.19,0.19,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Pedro Botelho,br BRA,"DF,MF",24.0,11.0,9.0,878.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Douglas Santos,br BRA,"DF,MF",19.0,13.0,9.0,863.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Rafael Carioca,br BRA,MF,24.0,9.0,9.0,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Réver,br BRA,DF,29.0,7.0,7.0,494.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Eduardo Henrique,br BRA,MF,18.0,12.0,6.0,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Claudinei,br BRA,MF,25.0,7.0,6.0,509.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Fernandinho,br BRA,"FW,MF",28.0,6.0,6.0,498.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Nicolás Otamendi,ar ARG,DF,25.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Tiago Pagnussat,br BRA,DF,23.0,5.0,5.0,450.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Giovanni Santos,br BRA,GK,26.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Dodô,br BRA,MF,19.0,8.0,4.0,466.0,5.2,4.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,0.77,0.39,1.16,0.58,0.97,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Ronaldinho,br BRA,"FW,MF",33.0,2.0,2.0,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Cesinha,br BRA,"FW,MF",24.0,6.0,1.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Uilson,br BRA,GK,19.0,2.0,1.0,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Fillipe Soutto,br BRA,MF,22.0,3.0,1.0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Rosinei,br BRA,MF,30.0,4.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Danielzinho,br BRA,MF,19.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Paulinho,br BRA,MF,21.0,2.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Neto Berola,br BRA,"FW,MF",26.0,2.0,0.0,28.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,3.21,0.0,3.21,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Donato,br BRA,DF,19.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Rodolfo Pereira de Castro,br BRA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Gabriel,br BRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Lee,br BRA,GK,25.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Leonan,br BRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Michel,br BRA,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Marcos Vinicius,br BRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Squad Total,,,26.8,38.0,418.0,3420.0,38.0,47.0,32.0,79.0,42.0,5.0,5.0,83.0,2.0,1.24,0.84,2.08,1.11,1.95,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Opponent Total,,,26.0,38.0,418.0,3420.0,38.0,37.0,22.0,59.0,36.0,1.0,1.0,86.0,6.0,0.97,0.58,1.55,0.95,1.53,,2014,brasileirao,24,2014 Atlético Mineiro,,,,,,,,,,,,
Darío Conca,ar ARG,MF,30.0,37.0,37.0,3252.0,36.1,9.0,8.0,17.0,8.0,1.0,1.0,5.0,0.0,0.25,0.22,0.47,0.22,0.44,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Jean,br BRA,"DF,MF",27.0,35.0,35.0,3133.0,34.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Diego Cavalieri,br BRA,GK,31.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Wágner,br BRA,MF,29.0,31.0,31.0,2648.0,29.4,7.0,5.0,12.0,7.0,0.0,0.0,6.0,0.0,0.24,0.17,0.41,0.24,0.41,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Bruno Vieira,br BRA,DF,28.0,29.0,28.0,2363.0,26.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Fred,br BRA,FW,30.0,28.0,27.0,2379.0,26.4,18.0,6.0,24.0,13.0,5.0,6.0,5.0,1.0,0.68,0.23,0.91,0.49,0.72,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Rafael Sóbis,br BRA,"FW,MF",28.0,31.0,25.0,2004.0,22.3,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.13,0.13,0.27,0.13,0.27,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Elivélton,br BRA,DF,21.0,25.0,23.0,2015.0,22.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.09,0.04,0.09,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Carlinhos,br BRA,DF,27.0,26.0,20.0,1863.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Cícero Santos,br BRA,MF,29.0,20.0,19.0,1563.0,17.4,6.0,2.0,8.0,6.0,0.0,0.0,5.0,0.0,0.35,0.12,0.46,0.35,0.46,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Chiquinho,br BRA,"DF,MF",24.0,26.0,18.0,1565.0,17.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.06,0.12,0.17,0.06,0.17,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Marlon,br BRA,"DF,MF",18.0,20.0,16.0,1462.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Diguinho,br BRA,MF,30.0,20.0,16.0,1442.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Gum,br BRA,DF,28.0,15.0,14.0,1226.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Edwin Valencia,co COL,"DF,MF",28.0,19.0,14.0,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Walter,br BRA,FW,24.0,23.0,12.0,1093.0,12.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Henrique,br BRA,DF,30.0,11.0,11.0,920.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Edson,br BRA,"DF,MF",22.0,17.0,10.0,1108.0,12.3,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Guilherme Mattis,br BRA,DF,23.0,9.0,9.0,776.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Rafinha,br BRA,MF,20.0,11.0,5.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Fabrício,br BRA,DF,23.0,5.0,3.0,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Fernando,br BRA,"DF,MF",21.0,4.0,3.0,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Felipe Garcia,br BRA,GK,26.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
Kléver,br BRA,GK,24.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2014,brasileirao,24,2014 Fluminense,,,,,,,,,,,,
